,X,user,date,source,retweets,tweet,followers,statuses,listed,friends,source_cleaned,tweettopic
7125,7125,AgentDevSM,Fri  01 Mar 2013 20:10:04 +0000,Twitter for Android,0,Android 4.2.1 Leak For the GALAXY SIII seen &amp; tested. Further more: To all users  The update in the Q2 will be amazing from Samsung for SIII,5,15,0,39,Android,Android
7129,7129,callumbucklow,Fri  01 Mar 2013 20:10:47 +0000,Twitter for Android,0,Why did I say Android market? #oldschool,219,6614,0,352,Android,Android
7132,7132,Quincy_frans,Fri  01 Mar 2013 20:11:09 +0000,Twitter for Android,0,"Android http://t.co/sA9NPtO8de""",441,30272,0,187,Android,Android
7137,7137,eLizcLemon,Fri  01 Mar 2013 20:11:50 +0000,Twitter for Android,0,I feel like I am in #StarWars when talking phones. Might as well name my Android R2D2.,104,1947,0,787,Android,Android
7141,7141,haliconhache,Fri  01 Mar 2013 20:12:22 +0000,Twitter for Android,0,Taken with Photaf for Android. Catemaco 360 grados http://t.co/2BlMrpX7VU,91,4929,0,135,Android,Android
7142,7142,platyplaylist,Fri  01 Mar 2013 20:13:14 +0000,Twitter for Android,0,Listening to Monk's Mood by Thelonious Monk Quartet With John Coltrane - Sent from PlayerPro@Android http://t.co/ONDVbDY3Zv,201,5067,1,766,Android,Android
7146,7146,killazilla52,Fri  01 Mar 2013 20:14:48 +0000,Twitter for Android,0,Twitter is not the same on Android.,498,8426,0,979,Android,Android
7147,7147,Mr_KJones,Fri  01 Mar 2013 20:15:13 +0000,Twitter for Android,0,@dragonsrugby why you no do your app on android? #viz,99,889,0,279,Android,Android
7148,7148,MatiasCerisola,Fri  01 Mar 2013 20:15:16 +0000,Twitter for Android,0,I just hope my new phone will take quality pictures like this android.,292,10912,0,362,Android,Android
7149,7149,johncrowell,Fri  01 Mar 2013 20:15:30 +0000,Twitter for Android,0,@Twitter I fucking hate how shitty you are on android,522,43919,7,181,Android,Android
7150,7150,HeaDward_Cullen,Fri  01 Mar 2013 20:15:52 +0000,Twitter for Android,0,Plus  android is like a playground. Just do what you like.,523,29500,2,462,Android,Android
7153,7153,KennCheong,Fri  01 Mar 2013 20:16:26 +0000,Twitter for Android,0,"Jelly Bean (Android 4.1.2) Now Available For AT&amp;T's Sony Xperia TL

http://t.co/hDy5S20Xmh @Nabeta15",39,344,0,102,Android,Android
7154,7154,LucasMeyer103,Fri  01 Mar 2013 20:16:59 +0000,Twitter for Android,0,Can we pluhhhhlease get a vine app for android?! Vine is made for peoplenlike me damnit!,30,803,0,66,Android,Android
7155,7155,Ciaraa_TW,Fri  01 Mar 2013 20:17:29 +0000,Twitter for Android,0,The twitter for android app is finally working..haleluhia,1141,6327,1,1275,Android,Android
7156,7156,Ackurt47,Fri  01 Mar 2013 20:17:46 +0000,Twitter for Android,0,"""@travsexy: Shared from Vaulty - Private Media Gallery for Android http://t.co/ueQ8ODSK5W http://t.co/R5WTpElLcJ""",32,256,0,165,Android,Android
7157,7157,atlbravesfan_84,Fri  01 Mar 2013 20:18:10 +0000,Twitter for Android,0,@BryanBHopkins1 I say jump over to team Android! The Samsumg Galaxy III is the top phone out period. My upgrade will b a SGIII,426,6616,10,658,Android,Android
7160,7160,KS2_NARCOTICS,Fri  01 Mar 2013 20:19:34 +0000,Twitter for Android,0,"""@Only1Sc08ter: This ????breath smell like skrate sardines"" the box??? Lol *android* lol",1297,48437,5,1483,Android,Android
7166,7166,allen_amos,Fri  01 Mar 2013 20:21:53 +0000,Twitter for Android,0,@support reset my password and still can't sign into @allenamos2 account any suggestions. Cleared data and signed out as android help said,922,4013,21,1924,Android,Android
7167,7167,qi,Fri  01 Mar 2013 20:23:26 +0000,Twitter for Android,0,@thetunnelbear Get your paws on TunnelBear for Android https://t.co/hjM9X8UGcs experience the internet like you were living in UK,374,39968,17,471,Android,Android
7168,7168,nexuschat,Fri  01 Mar 2013 20:24:01 +0000,Twitter for Android,0,#Android 4.2.2 Rollout Completed; #Nexus  http://t.co/D4OnrAFjQl,69,1295,1,124,Android,Android
7169,7169,Jeeckaa_,Fri  01 Mar 2013 20:24:28 +0000,Twitter for Android,0,What It Is (original demo) by Amy Winehouse on Grooveshark for Android: http://t.co/eHEMuB5H0B,101,3366,0,178,Android,Android
7170,7170,inihsrah,Fri  01 Mar 2013 20:24:53 +0000,Twitter for Android,0,Playing Temple Run 2 gives me migraines. There's something terribly wrong with its graphics. #android #app,44,933,0,55,Android,Android
7172,7172,Bumbalf,Fri  01 Mar 2013 20:24:59 +0000,Twitter for Android,0,@Y_Strahovski Apple? Are you serious? :/ :D you've better purchased the money on a Samsung :D Android FTW :),2,32,0,46,Android,Android
7173,7173,cvrabes,Fri  01 Mar 2013 20:25:00 +0000,Twitter for Android,0,@halzopher I was just waiting for android to get video support so I could snap you a nice video! #duh,58,543,0,63,Android,Android
7174,7174,designosaurYEAH,Fri  01 Mar 2013 20:25:17 +0000,Twitter for Android,0,OMG THE @ETSY APP JUST NOTIFIED ME OF AN ORDER #onsilent #therebetterbeakerching #android #beenwaiting @BeetleCherry @hellohelloDODO,699,4073,12,1070,Android,Android
7179,7179,jadejewel101,Fri  01 Mar 2013 20:25:47 +0000,Twitter for Android,0,@phil87_  A message for you. PinQuotes Android App http://t.co/jIl2VPL1aj,136,8531,0,82,Android,Android
7180,7180,TheBlahDalia,Fri  01 Mar 2013 20:25:49 +0000,Twitter for Android,0,@deannaothman translate to android please,995,32267,20,986,Android,Android
7181,7181,transition2KB,Fri  01 Mar 2013 20:26:11 +0000,Twitter for Android,0,This android battery&gt;,187,8668,1,273,Android,Android
7182,7182,KingAM27,Fri  01 Mar 2013 20:27:07 +0000,Twitter for Android,0,Part of the android family again #Galaxy3,156,1968,0,321,Android,Android
7184,7184,ethanbibhoe,Fri  01 Mar 2013 20:27:24 +0000,Twitter for Android,0,@brie_minie I have an Android so idk what it is.,132,4745,0,103,Android,Android
7185,7185,Raul_BSM,Fri  01 Mar 2013 20:27:25 +0000,Twitter for Android,0,@LiveMixtapesApp Im waiting  on android !!,21,108,0,53,Android,Android
7186,7186,invisiblepen,Fri  01 Mar 2013 20:27:34 +0000,Twitter for Android,0,@yummly the mobile site search menu doesn't work very well on Android. I can't select options. Help you guys are my favorite source!,304,15327,14,442,Android,Android
7190,7190,BudiSunan,Fri  01 Mar 2013 20:29:43 +0000,Twitter for Android,0,Twitter for android,77,3303,1,65,Android,Android
7196,7196,veriFLYaccount_,Fri  01 Mar 2013 20:32:32 +0000,Twitter for Android,0,Tryna get back used to using an android,502,24517,3,454,Android,Android
7197,7197,GizmoSF415,Fri  01 Mar 2013 20:32:33 +0000,Twitter for Android,0,@OutboxMail any hopes of getting an android app?,58,434,0,155,Android,Android
7199,7199,Smithwrongagain,Fri  01 Mar 2013 20:33:15 +0000,Twitter for Android,0,@mrsmith121212 my direct messaging is blowing my android up. they want more more MORE. and they're going to get it,0,72,0,1,Android,Android
7200,7200,Drewman123,Fri  01 Mar 2013 20:33:42 +0000,Twitter for Android,0,My phone is dying. Yeah Android  I could use a nap too.,120,5410,0,204,Android,Android
7201,7201,ChuxOnye,Fri  01 Mar 2013 20:33:43 +0000,Twitter for Android,0,@seandeanmusic check online. What version of Android have you got?,364,20093,4,611,Android,Android
7204,7204,SnappinNex,Fri  01 Mar 2013 20:34:37 +0000,Twitter for Android,0,@NattATTK negative. I've got 2 phones. Android can hang  plus its wayyy easier to text. #Swype,1270,8008,1,559,Android,Android
7205,7205,Falasteeni,Fri  01 Mar 2013 20:34:43 +0000,Twitter for Android,0,@deannaothman @TheBlahDalia I see it but I'm android omg my phone is a jasoos.,5058,30157,222,298,Android,Android
7206,7206,l4o2v0e_,Fri  01 Mar 2013 20:35:28 +0000,Twitter for Android,0,Anyone got a uscellular android there not using?,340,3048,0,761,Android,Android
7207,7207,Lucaspruitt46,Fri  01 Mar 2013 20:35:40 +0000,Twitter for Android,0,@AVABEL_EN how long do we have to wait for the android version!?,1,2,0,25,Android,Android
7210,7210,23Awill,Fri  01 Mar 2013 20:36:23 +0000,Twitter for Android,0,Android got video on snapchat... cheah,313,5217,0,354,Android,Android
7211,7211,shohren,Fri  01 Mar 2013 20:36:32 +0000,Twitter for Android,0,"@scrabblefinder - Amazon pop-ups still prob. using Android 2.3.6 built-in ""Web"" browser. No prob. w/Firefox or InBrowser. Others? Pls fix.",1,5,0,2,Android,Android
7213,7213,nurdLyfe,Fri  01 Mar 2013 20:37:25 +0000,Twitter for Android,0,Listening to Look At The Sky (feat. Deniro Farrar) by Flosstradamus - Sent from PlayerPro@Android // #TrapShit http://t.co/dQRyzoOwcs,50,165,0,85,Android,Android
7214,7214,gomaengi,Fri  01 Mar 2013 20:38:15 +0000,Twitter for Android,0,Am I the only android user who's not receiving notifications from twitter,350,17726,3,172,Android,Android
7216,7216,ASouthernLife,Fri  01 Mar 2013 20:39:32 +0000,Twitter for Android,0,Amazing Resolve - Iraq veteran who lost leg tries out for Los Angeles Dodgers  http://t.co/fHVeLM7UAQ - Sent via the FOX News Android App.,696,3283,8,702,Android,Android
7217,7217,JGaryDewberry,Fri  01 Mar 2013 20:39:38 +0000,Twitter for Android,0,Event Atlanta Film Festival starts... - Upgrade your android before you go here: http://t.co/UZ39E0lRmt,1453,16077,12,1767,Android,Android
7223,7223,TayRae_6661,Fri  01 Mar 2013 20:40:57 +0000,Twitter for Android,0,@AaronSechrist @mackenzygray88 I like my android!  Stope hating!,99,648,0,210,Android,Android
7224,7224,nurdLyfe,Fri  01 Mar 2013 20:40:59 +0000,Twitter for Android,0,Listening to Bust It Open by gLAdiator - Sent from PlayerPro@Android // ..and im sweatin! http://t.co/2z9y1GBrgp,50,166,0,85,Android,Android
7225,7225,vishmars,Fri  01 Mar 2013 20:41:10 +0000,Twitter for Android,0,Play #Android #Apps on Desktop using BlueStacks. http://t.co/l3NbnsICsw,102,10789,0,100,Android,Android
7228,7228,salhutami,Fri  01 Mar 2013 20:41:33 +0000,Twitter for Android,0,@myRollingTrain @ProudKatoholic That's greeet ..Is it available in Android Market too?,26,626,0,54,Android,Android
7229,7229,JoeManna,Fri  01 Mar 2013 20:41:35 +0000,Twitter for Android,0,Here's a peek of what our company meetings are like. I stitched this photo w/ Android. #Infusionsoft http://t.co/1oWvctSunC,4613,37544,325,2860,Android,Android
7232,7232,MicheleLandolf1,Fri  01 Mar 2013 20:42:07 +0000,Twitter for Android,0,@Y_Strahovski LOL I prefer  Android !!! :-) :-) :-),1,94,0,29,Android,Android
7234,7234,robot_unit,Fri  01 Mar 2013 20:42:57 +0000,Twitter for Android,0,Thank you for your help  we are looking forward to having our App on Android as soon as we can @ivanmironchuk,47,294,2,158,Android,Android
7235,7235,EITechUK,Fri  01 Mar 2013 20:43:00 +0000,Twitter for Android,0,Hi @Neil_Bowdler. I will do when I can: Android twitter app not letting me! Back to trusty windows,32,44,0,32,Android,Android
7237,7237,JP_on_Twiitter,Fri  01 Mar 2013 20:43:16 +0000,Twitter for Android,0,@87MJohnson do you if there is a time frame on an android bellator app?,171,3151,0,173,Android,Android
7238,7238,misterjt,Fri  01 Mar 2013 20:43:41 +0000,Twitter for Android,0,SwiftKey is the business. It even suggests hashtags. #android,1198,30656,88,1097,Android,Android
7239,7239,chelbe_,Fri  01 Mar 2013 20:43:55 +0000,Twitter for Android,0,I love my android  but it would be saweet to have emojis,398,11703,0,179,Android,Android
7240,7240,_chichichong,Fri  01 Mar 2013 20:44:18 +0000,Twitter for Android,0,@High_On_Android :l prayin for madre,803,34756,8,306,Android,Android
7241,7241,itsJacqal,Fri  01 Mar 2013 20:44:46 +0000,Twitter for Android,0,Going make a start on android app designing this weekend  project tiles,1252,2437,1,228,Android,Android
7242,7242,AnneliesKip,Fri  01 Mar 2013 20:44:59 +0000,Twitter for Android,0,@Shikira_li Oh dear  on my android tablet I only can see a lot of empty squares... :),172,4735,3,352,Android,Android
7245,7245,kaylasafarik,Fri  01 Mar 2013 20:46:18 +0000,Twitter for Android,0,Twitter on this android&lt;,109,3137,0,81,Android,Android
7246,7246,pcuriggiano13,Fri  01 Mar 2013 20:46:29 +0000,Twitter for Android,0,Welcome to my world  Android.,329,9467,3,297,Android,Android
7247,7247,AngelicDevilDMC,Fri  01 Mar 2013 20:46:48 +0000,Twitter for Android,0,@Crimson_Day // yep apple and android market,518,25785,3,504,Android,Android
7252,7252,AfterTheDanger,Fri  01 Mar 2013 20:47:44 +0000,Twitter for Android,0,Casually flipping off my phone 'cause the Twitter app for Android is being a bitch. -.-,55,575,0,216,Android,Android
7253,7253,iKnight93,Fri  01 Mar 2013 20:47:47 +0000,Twitter for Android,0,@besweeet youve tried android before right?  What are some apps youd recommend for the S3?,135,10624,1,133,Android,Android
7255,7255,KenOnWeb,Fri  01 Mar 2013 20:48:47 +0000,Twitter for Android,0,@RadioAbbeyKen thanks for the info. The App 4 Android works well for all stations &amp; downloads = http://t.co/kX4QjTW69i,127,2810,1,101,Android,Android
7256,7256,_amyhenderson,Fri  01 Mar 2013 20:49:00 +0000,Twitter for Android,0,@katymacmusic when will your album be out on the android music store i cant find it?! #replyyyy,282,2252,0,278,Android,Android
7257,7257,zoehaswitt,Fri  01 Mar 2013 20:49:12 +0000,Twitter for Android,0,Also  I'm pissed they don't have vine for android yet.,84,1363,0,59,Android,Android
7260,7260,hollyw0odkid,Fri  01 Mar 2013 20:49:56 +0000,Twitter for Android,0,@PollyThndrcloud Haha! Your phone already knows better. I guess its just an Android thing then.,33,331,0,37,Android,Android
7261,7261,amazingmikeyc,Fri  01 Mar 2013 20:50:13 +0000,Twitter for Android,0,@batalia can you get it on Android :-/,160,7396,5,197,Android,Android
7262,7262,hafizhiruldin,Fri  01 Mar 2013 20:50:34 +0000,Twitter for Android,0,Back to android,62,1021,0,42,Android,Android
7264,7264,SheenaGoodyear,Fri  01 Mar 2013 20:50:38 +0000,Twitter for Android,0,Anyone else having trouble DMing on Twitter for Android?,1154,18259,65,929,Android,Android
7268,7268,jofajafa,Fri  01 Mar 2013 20:51:38 +0000,Twitter for Android,0,@billbennettnz My point is they are dabbling with Android. And overall  are far more significant to MS than Nokia.,1291,25226,61,1903,Android,Android
7269,7269,Anthony_Mam,Fri  01 Mar 2013 20:52:14 +0000,Twitter for Android,0,@Kristen_Ryan Hey Kristen. I'm using it for both especially during conferences. Also I'm really pro-Android/PC/Google. It's good so far.,55,182,3,110,Android,Android
7272,7272,Slongtastic,Fri  01 Mar 2013 20:54:03 +0000,Twitter for Android,0,Ima download the emoji app 4 Android so @Kirei__Nikole wud have faces 2 look at lol,1019,37624,2,1017,Android,Android
7273,7273,FedeGiaco,Fri  01 Mar 2013 20:54:32 +0000,Twitter for Android,0,@Y_Strahovski Ok  now the last step  buy an android and will be love forever. :-),4,83,0,38,Android,Android
7274,7274,Ayman_alnafea,Fri  01 Mar 2013 20:55:32 +0000,Twitter for Android,0,Google Settings app sneaks onto Android to bolster G  Sign-In http://t.co/HxriRHVVpL via,150,628,2,144,Android,Android
7278,7278,xYoungCrazEx,Fri  01 Mar 2013 20:56:28 +0000,Twitter for Android,0,@Gizmodo they need to fix their android app first,7,232,0,34,Android,Android
7280,7280,tonyrulez,Fri  01 Mar 2013 20:56:34 +0000,Twitter for Android,0,Listening to Electric Daisy Violin by Lindsey Stirling - Sent from PlayerPro@Android http://t.co/VuxBuPZaDI,10,552,0,111,Android,Android
7282,7282,djliveasy,Fri  01 Mar 2013 20:57:28 +0000,Twitter for Android,0,@tomgreen23456 what happened to Apple all the way   Android convert r we lol,27,465,0,95,Android,Android
7283,7283,DSiDewd,Fri  01 Mar 2013 20:57:30 +0000,Twitter for Android,0,@WayAboveSociety Not the tablet you're probably thinking of. Android tablet  not graphics tablet.,48,55,0,41,Android,Android
7284,7284,AmorCompany,Fri  01 Mar 2013 20:57:31 +0000,Twitter for Android,0,So They Love My Android Velocity Tablet with the case &amp; kick stand :) The SPEED IS AWESOME!!!!,279,4919,1,604,Android,Android
7285,7285,sabrinaOx,Fri  01 Mar 2013 20:58:00 +0000,Twitter for Android,0,"""@MrtutsHD: Fuck it! So you can see...all you android bastards -.-"" haters guna hate.",95,1094,0,75,Android,Android
7286,7286,lindlpt,Fri  01 Mar 2013 20:58:30 +0000,Twitter for Android,0,Don't miss 'Dateline NBC' on WKYC  8:00 PM (Sent from TV Listings for Android) @BonzLayd,1331,6516,6,2000,Android,Android
7287,7287,jim_berousek,Fri  01 Mar 2013 20:58:57 +0000,Twitter for Android,0,Now It's Their Turn to Tighten Belts  http://t.co/ZvFw1VkkyF - Sent via the FOX News Android App.,60,843,0,170,Android,Android
7291,7291,Vanouland,Fri  01 Mar 2013 21:00:29 +0000,Twitter for Android,0,@JoshCharles Sorry  I'm eating apple  but 'playing' with Google/Android! B-) therein could I a mentioned how good you are ;-),41,1049,1,152,Android,Android
7292,7292,barelyleeegal,Fri  01 Mar 2013 21:00:31 +0000,Twitter for Android,0,Ohh found my old phone. Tweeting from ze android.,380,5969,1,515,Android,Android
7295,7295,CooperJones29,Fri  01 Mar 2013 21:01:54 +0000,Twitter for Android,0,@SamLash21 no dude found an android app,180,707,0,73,Android,Android
7296,7296,HAIRYxANUS,Fri  01 Mar 2013 21:01:58 +0000,Twitter for Android,0,HOW DO YOU TAKE HIPSTER PICTURES ON ANDROID fuck my ipod.,702,29648,0,609,Android,Android
7297,7297,akirau,Fri  01 Mar 2013 21:02:01 +0000,Twitter for Android,0,Finally!! Asana for Android! :-)  http://t.co/qKTd8dF4dp,2204,10796,114,1560,Android,Android
7300,7300,mandyadey,Fri  01 Mar 2013 21:03:28 +0000,Twitter for Android,0,"Just found Wanted by Hunter Hayes on #SoundHound for Android.
http://t.co/MgI36l8O22",678,2590,18,1248,Android,Android
7302,7302,ashhdi,Fri  01 Mar 2013 21:03:43 +0000,Twitter for Android,0,"#NowPlaying on @8tracks: ""French kisses"" at http://t.co/KHIQhEQLKf - Sent from the 8tracks Android app",407,12939,1,118,Android,Android
7303,7303,AngelfireUSA,Fri  01 Mar 2013 21:03:44 +0000,Twitter for Android,0,@pemsky pfft switch to android... you know you wanna,56,426,0,489,Android,Android
7305,7305,PDTalkinTech,Fri  01 Mar 2013 21:04:00 +0000,Twitter for Android,0,Fail of Twitter for Android app  it doesn't show all mentions like tweetbot does  I see tweets up to 6 hours ago then gap then 10 hours ago,1357,122702,34,1951,Android,Android
7311,7311,Pippa_Henderson,Fri  01 Mar 2013 21:05:12 +0000,Twitter for Android,0,@maxine_leddy na  android mate :( you know you wanna see my tan in two weeks,54,411,1,128,Android,Android
7312,7312,cheely68,Fri  01 Mar 2013 21:05:18 +0000,Twitter for Android,0,@ScottyDontKnovv do you have an Android?,266,3202,0,249,Android,Android
7315,7315,Ahmad97A,Fri  01 Mar 2013 21:08:12 +0000,Twitter for Android,0,"Triple H to appear at Raw this Monday

http://t.co/qdADcfuurV

via @WWE on Android
http://t.co/Caj2Tk9yZh",13,153,0,40,Android,Android
7317,7317,alyssadaddy,Fri  01 Mar 2013 21:08:43 +0000,Twitter for Android,0,@WTFrjay photo grid for android,568,7677,2,264,Android,Android
7320,7320,reegz786,Fri  01 Mar 2013 21:09:37 +0000,Twitter for Android,0,@Hempiz bluetoothed the phone book from BB to Android and installed. I then sync'd to gmail account.,391,6992,5,349,Android,Android
7322,7322,b_lindst,Fri  01 Mar 2013 21:10:11 +0000,Twitter for Android,0,http://t.co/C2uMTsDjAo  awesome new android launcher,7,44,0,124,Android,Android
7325,7325,AlonnaMarieHous,Fri  01 Mar 2013 21:11:53 +0000,Twitter for Android,0,This picture was created with Photo Art for Android. http://t.co/dW7Xy8SkRl,30,477,0,164,Android,Android
7326,7326,AutismAware417,Fri  01 Mar 2013 21:12:24 +0000,Twitter for Android,0,"Just found Love Me by Lil Wayne on #SoundHound for Android.
http://t.co/ak9MDVGhg1",61,291,1,92,Android,Android
7327,7327,Awoosa,Fri  01 Mar 2013 21:12:28 +0000,Twitter for Android,0,Emoji b android ????????????,819,14097,1,183,Android,Android
7328,7328,AlonnaMarieHous,Fri  01 Mar 2013 21:12:41 +0000,Twitter for Android,0,This picture was created with Photo Art for Android. http://t.co/uyXDG4UFT7,30,478,0,164,Android,Android
7331,7331,AlonnaMarieHous,Fri  01 Mar 2013 21:13:21 +0000,Twitter for Android,0,This picture was created with Photo Art for Android. http://t.co/TjQ5es8ynw,30,479,0,164,Android,Android
7333,7333,1HughJardon1,Fri  01 Mar 2013 21:13:42 +0000,Twitter for Android,0,"APP OF THE DAY: Pure Connect review (Android)

http://t.co/a9JvFjoheJ",33,735,0,77,Android,Android
7334,7334,AmericasBarbie,Fri  01 Mar 2013 21:14:15 +0000,Twitter for Android,0,@WhyI_HatePeople ...Android problems,3095,11331,10,328,Android,Android
7335,7335,MrNiceDick,Fri  01 Mar 2013 21:14:22 +0000,Twitter for Android,0,@H0T_C0C0A ???????? should if stayed with Android,330,15053,12,325,Android,Android
7346,7346,fieyyyaaa,Fri  01 Mar 2013 21:17:49 +0000,Twitter for Android,0,Android user xx,725,19405,0,1229,Android,Android
7347,7347,letsdrinkvodka,Fri  01 Mar 2013 21:17:49 +0000,Twitter for Android,0,"It Was Totally Worth It.. :) 
http://t.co/VZjqWzPLVV 

Shared using #RageReader for Android http://t.co/YRIgdhCTuT",9,2108,1,9,Android,Android
7349,7349,j4k3y_,Fri  01 Mar 2013 21:18:22 +0000,Twitter for Android,0,Good android apps?,17668,6516,3,16726,Android,Android
7351,7351,AllieGriego_,Fri  01 Mar 2013 21:18:47 +0000,Twitter for Android,0,I like making things better with my creeper android smile ----&gt; :-),340,5613,0,248,Android,Android
7352,7352,BAHAMIANPLUM,Fri  01 Mar 2013 21:19:15 +0000,Twitter for Android,0,"""@BTC242: #BTCQ5 What website does BTC recommend Samsung Android user to register their device?"" google",40,227,0,125,Android,Android
7353,7353,ErykahShantae_,Fri  01 Mar 2013 21:19:28 +0000,Twitter for Android,0,@_blackgeezus Because I was gonna ask how you get emoji's for androids I thought you had an android for some reason  lol.,1372,65314,1,1068,Android,Android
7354,7354,Turtle502,Fri  01 Mar 2013 21:19:55 +0000,Twitter for Android,0,@Vegivo Fire? it runs Android. if you root it  it'll do many things it can't running Amazon's customized UI.,219,59384,28,198,Android,Android
7356,7356,justsayboody,Fri  01 Mar 2013 21:20:16 +0000,Twitter for Android,0,Why doesn't my stupid ass Android give me twitter notifications?,226,5468,0,214,Android,Android
7357,7357,asiaanology,Fri  01 Mar 2013 21:20:17 +0000,Twitter for Android,0,I didn't know all Android chargers are the same ???,196,591,0,261,Android,Android
7358,7358,PDTalkinTech,Fri  01 Mar 2013 21:20:20 +0000,Twitter for Android,0,"""@iH8YourHandle3D: TELL ALL THESE ANDROID FAN BOYS TO SHUT THE HELL UP BEFORE I RING STEVE."" Y U MAD",1358,122732,34,1951,Android,Android
7359,7359,NivanIvan,Fri  01 Mar 2013 21:20:22 +0000,Twitter for Android,0,Nahhh  android gang for life!!!,64,2147,0,70,Android,Android
7361,7361,theBomb_x,Fri  01 Mar 2013 21:27:33 +0000,Twitter for Android,0,Android batteries ain't good for shit  but dying quick as fu??k -_-,4325,48992,2,1822,Android,Android
7362,7362,echiner,Fri  01 Mar 2013 21:28:23 +0000,Twitter for Android,0,#raspberrypi Running XBMC on the Raspberry Pi. Remote control from Android.  Full media centre for just 35$. Not bad.,71,442,3,104,Android,Android
7363,7363,kc5lei,Fri  01 Mar 2013 21:28:26 +0000,Twitter for Android,0,First ever photo of alien planet forming  http://t.co/QvPX0p6wCm - Sent via the FOX News Android App.,694,11469,15,1561,Android,Android
7364,7364,wood197302,Fri  01 Mar 2013 21:28:42 +0000,Twitter for Android,0,@Poisontattoo94 s3 android all the way,75,1118,0,191,Android,Android
7366,7366,tichophil_,Fri  01 Mar 2013 21:28:57 +0000,Twitter for Android,0,@KenyanMarketer seen n cant reply coz my android app is playn up.....got it too thnx...kinda hard for me :(,5271,32325,8,975,Android,Android
7367,7367,SuckerFreeVon,Fri  01 Mar 2013 21:28:58 +0000,Twitter for Android,0,Android batteries die too quick -_-,1719,19420,1,1367,Android,Android
7369,7369,FieryCentaur,Fri  01 Mar 2013 21:29:16 +0000,Twitter for Android,0,The sound that happens when you 'pull to refresh' on Twitter for Android is sooooooo addictive...,1291,99765,34,275,Android,Android
7370,7370,kc5lei,Fri  01 Mar 2013 21:29:38 +0000,Twitter for Android,0,I COULDN'T GET HIM':Florida Man Tries to Save Brother From Sinkhole  http://t.co/Elcyx3fCfX - Sent via the FOX News Android App.,694,11471,15,1561,Android,Android
7375,7375,Reese_Thomas,Fri  01 Mar 2013 21:31:00 +0000,Twitter for Android,0,@destanylewis team android. Come to our side.,189,1356,0,185,Android,Android
7376,7376,High_On_Android,Fri  01 Mar 2013 21:31:14 +0000,Twitter for Android,0,Finally running Android 4.2.2 ????,210,7084,1,447,Android,Android
7378,7378,FelipeBermudezO,Fri  01 Mar 2013 21:31:52 +0000,Twitter for Android,0,Pues si al final he abandonado apple  welcome android welcome nexus 4,39,458,0,43,Android,Android
7379,7379,DPerio,Fri  01 Mar 2013 21:31:57 +0000,Twitter for Android,0,@DJCangelosi dont you have android?,411,17435,1,258,Android,Android
7380,7380,kc5lei,Fri  01 Mar 2013 21:32:02 +0000,Twitter for Android,0,I Love Him':Rodman Bids Farewell To North Korean Dictator  http://t.co/kPdPCaqjES - Sent via the FOX News Android App. Unamerican idiot!,694,11472,15,1561,Android,Android
7381,7381,DJCangelosi,Fri  01 Mar 2013 21:32:23 +0000,Twitter for Android,0,"""@DPerio: @DJCangelosi dont you have android?"" That's how it looks on ky phone http://t.co/2SItxr19RE",428,35453,0,288,Android,Android
7382,7382,ALT_WOW,Fri  01 Mar 2013 21:32:25 +0000,Twitter for Android,0,"I took this with Camera ZOOM FX for Android.  Check it out!!
http://t.co/9mIjAaNzdm http://t.co/JtiUuLt5KZ",3,39,0,5,Android,Android
7387,7387,Steve_Saiia,Fri  01 Mar 2013 21:33:30 +0000,Twitter for Android,0,I COULDN'T GET HIM':Florida Man Tries to Save Brother From Sinkhole  http://t.co/zqMiOBMsa8 - Sent via the FOX News Android App.,828,9634,19,1185,Android,Android
7388,7388,Rowenaapril,Fri  01 Mar 2013 21:33:34 +0000,Twitter for Android,0,"This just in from The Weather Channel for Android.
 For more information visit http://t.co/VO2grOBmND. http://t.co/Qzg4fFh4FI",3693,36621,117,2493,Android,Android
7389,7389,Steven_ONeill76,Fri  01 Mar 2013 21:33:37 +0000,Twitter for Android,0,I just finished Take Two by Leather  Stephen on Kindle for Android! another solid read from @stephenleather,56,935,0,158,Android,Android
7390,7390,DPerio,Fri  01 Mar 2013 21:34:04 +0000,Twitter for Android,0,"""@DJCangelosi: ""@DP: @DJCangelosi dont you have android?"" That's how it looks on ky phone http://t.co/hQS5y9N5yf"" teach me the ways. Lmao",411,17436,1,258,Android,Android
7393,7393,BellaFanSan,Fri  01 Mar 2013 21:34:28 +0000,Twitter for Android,0,@harrymybabyxxx the app isn't on android..only for the appstore  not the playstore..,1504,18860,3,1285,Android,Android
7396,7396,peliroja_xoxo,Fri  01 Mar 2013 21:34:51 +0000,Twitter for Android,0,@zoniaalovee I love my #android though . lol . :b,62,221,0,99,Android,Android
7397,7397,dnwx,Fri  01 Mar 2013 21:35:25 +0000,Twitter for Android,0,#Bzzzzz that'll be #Aquamil with another incoming server error. I'm really beginning to regret the move to #Android,349,19041,6,99,Android,Android
7400,7400,chris_lufc_88,Fri  01 Mar 2013 21:35:45 +0000,Twitter for Android,0,Anyone else having problems with Twitter for Android?,1149,8884,1,1631,Android,Android
