date,followers,friends,id,listed,positiveredicted,retweets,source,source_cleaned,statuses,tweettopic,user,text
Fri  01 Mar 2013 21:52:57 +0000,337,4,4868,5,neutral,0,The Tribez for Android,Android,4425,Android,spudbhoy71,I've harvested 30 of food! http://t.co/bpOwClWzGc #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:53:10 +0000,9,10,4869,0,neutral,0,The Tribez for Android,Android,509,Android,msskittles29,I've collected 27 821 gold coins! http://t.co/DrU0VYZsyW #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:53:31 +0000,15,95,4870,0,neutral,0,The Tribez for Android,Android,1658,Android,lovebug438,I've collected 10 154 gold coins! http://t.co/h1EIMLsUPO #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:53:32 +0000,85,100,4871,2,neutral,0,The Tribez for Android,Android,6174,Android,_AnggrekHitam_,I have Pretty Bush on my island! Now my island is even more awesome! http://t.co/8bYNh9Kk0Q #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:54:20 +0000,337,4,4872,5,neutral,0,The Tribez for Android,Android,4424,Android,spudbhoy71,I've collected 1 790 gold coins! http://t.co/7yJCVp0Cca #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:54:36 +0000,41,85,4873,1,neutral,0,The Tribez for Android,Android,2987,Android,ynoths,I've collected 12 211 gold coins! http://t.co/SSJZYZSiOc #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:54:53 +0000,15,95,4874,0,neutral,0,The Tribez for Android,Android,1659,Android,lovebug438,I've collected 10 505 gold coins! http://t.co/h1EIMLsUPO #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:55:14 +0000,30,127,4875,3,neutral,0,The Tribez for Android,Android,1791,Android,Jiyuncat,I've collected 6 274 gold coins! http://t.co/rVLzazt7Tw #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:55:18 +0000,85,100,4876,2,neutral,0,The Tribez for Android,Android,6176,Android,_AnggrekHitam_,I have reached level 18 in The Tribez! Join in and try to overtake me! http://t.co/urfSoOnkiJ #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:55:30 +0000,34,193,4877,0,neutral,0,The Tribez for Android,Android,2255,Android,darinda40,I've harvested 1 185 of food! http://t.co/dXEOxA74TO #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:55:40 +0000,631,445,4878,1,neutral,0,The Tribez for Android,Android,5266,Android,LeeyaYayaII,I've harvested 100 of food! http://t.co/HDGvukrnzI #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:56:06 +0000,35,186,4879,0,neutral,0,The Tribez for Android,Android,1727,Android,TheTwiLyteZone,I've collected 165 gold coins! http://t.co/O620ojRKeQ #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:56:07 +0000,35,186,4880,0,neutral,0,The Tribez for Android,Android,1727,Android,TheTwiLyteZone,I've harvested 180 of food! http://t.co/7dvyidNpgd #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:56:24 +0000,67,282,4881,1,neutral,0,The Tribez for Android,Android,1922,Android,Poisoned_Pigeon,I've harvested 2 197 of food! http://t.co/5pql1Xh96t #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:56:25 +0000,15,95,4882,0,neutral,0,The Tribez for Android,Android,1661,Android,lovebug438,I've collected 77 007 gold coins! http://t.co/h1EIMLsUPO #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:56:54 +0000,15,95,4883,0,neutral,0,The Tribez for Android,Android,1661,Android,lovebug438,I've collected 31 265 gold coins! http://t.co/h1EIMLsUPO #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:57:14 +0000,35,186,4884,0,neutral,0,The Tribez for Android,Android,1728,Android,TheTwiLyteZone,I've collected 960 gold coins! http://t.co/O620ojRKeQ #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:57:16 +0000,446,341,4885,0,neutral,0,The Tribez for Android,Android,15886,Android,DylanV97,I have completed the quest 'Build a House.' in the #Android game The Tribez. http://t.co/o1IIQxAud8 #androidgames  #gameinsight
Fri  01 Mar 2013 21:57:17 +0000,446,341,4886,0,neutral,0,The Tribez for Android,Android,15886,Android,DylanV97,The Tribez is a great game! Try to become a tribal leader! http://t.co/fUcr4CJk68 #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:57:25 +0000,34,193,4887,0,neutral,0,The Tribez for Android,Android,2256,Android,darinda40,I've collected 18 273 gold coins! http://t.co/0sjMHGiVSu #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:57:44 +0000,337,4,4888,5,neutral,0,The Tribez for Android,Android,4429,Android,spudbhoy71,I've collected 29 615 gold coins! http://t.co/7yJCVp0Cca #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:58:07 +0000,337,4,4889,5,neutral,0,The Tribez for Android,Android,4429,Android,spudbhoy71,I've harvested 2 570 of food! http://t.co/bpOwClWzGc #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:58:14 +0000,631,445,4890,1,neutral,0,The Tribez for Android,Android,5268,Android,LeeyaYayaII,I have reached level 15 in The Tribez! Join in and try to overtake me! http://t.co/bcngKvx11l #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:58:17 +0000,631,445,4891,1,neutral,0,The Tribez for Android,Android,5268,Android,LeeyaYayaII,I've earned a new achievement: `Elder`. Try to beat me in the #Android game The Tribez! http://t.co/UN61IhD1Re #androidgames  #gameinsight
Fri  01 Mar 2013 21:58:18 +0000,446,341,4892,0,neutral,0,The Tribez for Android,Android,15889,Android,DylanV97,I've harvested 2 897 of food! http://t.co/jWg1WAzL8h #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:58:19 +0000,18,26,4893,0,neutral,0,The Tribez for Android,Android,1553,Android,Alcoforado,I have Pig Farm on my island! Now my island is even more awesome! http://t.co/cRTy8c2LuO #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:58:20 +0000,18,26,4894,0,neutral,0,The Tribez for Android,Android,1553,Android,Alcoforado,I have Zeppelin Harbor on my island! Now my island is even more awesome! http://t.co/cRTy8c2LuO #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:58:25 +0000,18,26,4895,0,neutral,0,The Tribez for Android,Android,1553,Android,Alcoforado,I've harvested 20 of food! http://t.co/lhaQ1pI5rc #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:58:53 +0000,9,10,4896,0,neutral,0,The Tribez for Android,Android,511,Android,msskittles29,I've collected 22 690 gold coins! http://t.co/DrU0VYZsyW #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:58:54 +0000,9,10,4897,0,neutral,0,The Tribez for Android,Android,511,Android,msskittles29,I've harvested 1 578 of food! http://t.co/ZZKl34EkAg #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:58:57 +0000,67,282,4898,1,neutral,0,The Tribez for Android,Android,1923,Android,Poisoned_Pigeon,I have discovered a new territory in The Tribez! http://t.co/ro1V779bwj #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:58:59 +0000,137,217,4899,2,neutral,0,The Tribez for Android,Android,11630,Android,anyanyun2,I've collected 488 gold coins! http://t.co/0bYW8JipCb #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:59:01 +0000,137,217,4900,2,neutral,0,The Tribez for Android,Android,11630,Android,anyanyun2,I've harvested 760 of food! http://t.co/Exwf4bdW4u #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:59:01 +0000,1469,1866,4901,0,neutral,0,The Tribez for Android,Android,2672,Android,lazerlh,I have Sweets Shop on my island! Now my island is even more awesome! http://t.co/JAnelpIJwc #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:59:28 +0000,631,445,4902,1,neutral,0,The Tribez for Android,Android,5269,Android,LeeyaYayaII,I have Blooming Tree  on my island! Now my island is even more awesome! http://t.co/qBQB96y3mq #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:59:43 +0000,37,77,4903,0,neutral,0,The Tribez for Android,Android,1012,Android,giulia8099,I've harvested 300 of food! http://t.co/YDVqho0jCm #android  #androidgames  #gameinsight
Fri  01 Mar 2013 21:59:55 +0000,37,77,4904,0,neutral,0,The Tribez for Android,Android,1012,Android,giulia8099,I have completed the quest 'Destroy the Murlod...' in the #Android game The Tribez. http://t.co/KM9m1cUgJE #androidgames  #gameinsight
Fri  01 Mar 2013 22:00:27 +0000,15,95,4905,0,neutral,0,The Tribez for Android,Android,1663,Android,lovebug438,I've collected 25 980 gold coins! http://t.co/h1EIMLsUPO #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:00:52 +0000,29,213,4906,3,neutral,0,The Tribez for Android,Android,3080,Android,tirtawiriyan,I've collected 27 447 gold coins! http://t.co/x5bRzvifVu #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:01:10 +0000,85,163,4907,3,neutral,0,The Tribez for Android,Android,14894,Android,andyfach,I've collected 10 300 gold coins! http://t.co/TMTcILJbBN #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:01:14 +0000,193,158,4908,1,neutral,0,The Tribez for Android,Android,11994,Android,aishaAlshayji,I've collected 495 gold coins! http://t.co/XNqi6tyz9Q #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:01:15 +0000,193,158,4909,1,neutral,0,The Tribez for Android,Android,11994,Android,aishaAlshayji,I've harvested 394 of food! http://t.co/LQg47WaptS #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:01:15 +0000,37,77,4910,0,neutral,0,The Tribez for Android,Android,1013,Android,giulia8099,I've harvested 620 of food! http://t.co/YDVqho0jCm #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:01:24 +0000,72,307,4911,0,neutral,0,The Tribez for Android,Android,2570,Android,aSystemOverload,I've harvested 620 of food! http://t.co/9BxbEjOnbG #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:02:06 +0000,193,158,4912,1,neutral,0,The Tribez for Android,Android,11995,Android,aishaAlshayji,I have House on my island! Now my island is even more awesome! http://t.co/3YHXsqM3xv #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:02:22 +0000,35,186,4913,0,neutral,0,The Tribez for Android,Android,1729,Android,TheTwiLyteZone,I have discovered a new territory in The Tribez! http://t.co/XrUOaC6n0F #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:02:41 +0000,15,95,4914,0,neutral,0,The Tribez for Android,Android,1664,Android,lovebug438,I've collected 50 236 gold coins! http://t.co/h1EIMLsUPO #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:02:56 +0000,29,35,4915,1,neutral,0,The Tribez for Android,Android,473,Android,appv,I've harvested 109 of food! http://t.co/MBhFqJkIge #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:02:58 +0000,72,307,4916,0,neutral,0,The Tribez for Android,Android,2571,Android,aSystemOverload,I've collected 20 815 gold coins! http://t.co/h1hlQquUIn #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:03:15 +0000,85,163,4917,3,neutral,0,The Tribez for Android,Android,14895,Android,andyfach,I've collected 15 491 gold coins! http://t.co/TMTcILJbBN #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:03:27 +0000,29,213,4918,3,neutral,0,The Tribez for Android,Android,3083,Android,tirtawiriyan,I've harvested 1 299 of food! http://t.co/Eavl3y4fyO #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:03:36 +0000,446,341,4919,0,neutral,0,The Tribez for Android,Android,15892,Android,DylanV97,I have discovered a new territory in The Tribez! http://t.co/wfYDfalQxC #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:03:43 +0000,265,727,4920,1,neutral,0,The Tribez for Android,Android,10419,Android,ElliTetriati,I've collected 198 gold coins! http://t.co/d3v9vC77gL #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:03:44 +0000,265,727,4921,1,neutral,0,The Tribez for Android,Android,10419,Android,ElliTetriati,I've harvested 80 of food! http://t.co/VgUgIVuTQn #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:03:56 +0000,265,727,4922,1,neutral,0,The Tribez for Android,Android,10419,Android,ElliTetriati,I've collected 4 828 gold coins! http://t.co/d3v9vC77gL #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:04:13 +0000,186,321,4923,3,neutral,0,The Tribez for Android,Android,2627,Android,heathermarie923,I've harvested 155 of food! http://t.co/PzTzsdDnLe #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:04:16 +0000,85,163,4924,3,neutral,0,The Tribez for Android,Android,14896,Android,andyfach,I've collected 21 405 gold coins! http://t.co/TMTcILJbBN #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:04:19 +0000,30,127,4925,3,neutral,0,The Tribez for Android,Android,1793,Android,Jiyuncat,I have Cafeteria on my island! Now my island is even more awesome! http://t.co/pepkB9Sly7 #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:04:22 +0000,37,77,4926,0,neutral,0,The Tribez for Android,Android,1014,Android,giulia8099,I have completed the quest 'Find guitars  mara...' in the #Android game The Tribez. http://t.co/KM9m1cUgJE #androidgames  #gameinsight
Fri  01 Mar 2013 22:04:35 +0000,186,321,4927,3,neutral,0,The Tribez for Android,Android,2627,Android,heathermarie923,I have completed the quest 'Build a Forester`s...' in the #Android game The Tribez. http://t.co/Jg3B6RJ0Vc #androidgames  #gameinsight
Fri  01 Mar 2013 22:05:09 +0000,29,213,4928,3,neutral,0,The Tribez for Android,Android,3084,Android,tirtawiriyan,I've collected 24 214 gold coins! http://t.co/x5bRzvifVu #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:05:19 +0000,113,229,4929,2,neutral,0,The Tribez for Android,Android,4667,Android,Crispydee,I've collected 12 990 gold coins! http://t.co/n9g4nMdWU8 #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:05:33 +0000,265,727,4930,1,neutral,0,The Tribez for Android,Android,10421,Android,ElliTetriati,I've collected 46 180 gold coins! http://t.co/d3v9vC77gL #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:05:35 +0000,265,727,4931,1,neutral,0,The Tribez for Android,Android,10421,Android,ElliTetriati,I've harvested 228 of food! http://t.co/VgUgIVuTQn #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:05:48 +0000,85,163,4932,3,neutral,0,The Tribez for Android,Android,14897,Android,andyfach,I've collected 11 519 gold coins! http://t.co/TMTcILJbBN #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:06:07 +0000,191,253,4933,0,neutral,0,The Tribez for Android,Android,604,Android,Nounyh,I've collected 12 915 gold coins! http://t.co/GunX0T4NkA #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:06:11 +0000,34,193,4934,0,neutral,0,The Tribez for Android,Android,2257,Android,darinda40,I've collected 22 517 gold coins! http://t.co/0sjMHGiVSu #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:06:34 +0000,232,561,4935,0,neutral,0,The Tribez for Android,Android,339,Android,theycallmeBFG,I have Blooming Tree  on my island! Now my island is even more awesome! http://t.co/XVKeuPC64w #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:06:35 +0000,72,307,4936,0,neutral,0,The Tribez for Android,Android,2572,Android,aSystemOverload,I have completed the quest 'Communing with Spi...' in the #Android game The Tribez. http://t.co/0SCyOYtJuX #androidgames  #gameinsight
Fri  01 Mar 2013 22:06:38 +0000,232,561,4937,0,neutral,0,The Tribez for Android,Android,339,Android,theycallmeBFG,I have completed the quest 'A lovely village.' in the #Android game The Tribez. http://t.co/B3qtTN51xq #androidgames  #gameinsight
Fri  01 Mar 2013 22:06:40 +0000,113,229,4938,2,neutral,0,The Tribez for Android,Android,4668,Android,Crispydee,I've collected 11 810 gold coins! http://t.co/n9g4nMdWU8 #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:06:58 +0000,113,229,4939,2,neutral,0,The Tribez for Android,Android,4669,Android,Crispydee,I've harvested 1 086 of food! http://t.co/4jFN0CByyo #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:07:08 +0000,29,213,4940,3,neutral,0,The Tribez for Android,Android,3085,Android,tirtawiriyan,I've harvested 1 430 of food! http://t.co/Eavl3y4fyO #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:07:30 +0000,107,324,4941,1,neutral,0,The Tribez for Android,Android,3101,Android,MillyKyu,I have discovered a new territory in The Tribez! http://t.co/50dIbZnFTu #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:07:31 +0000,107,324,4942,1,neutral,0,The Tribez for Android,Android,3101,Android,MillyKyu,I have completed the quest 'Buy territory in t...' in the #Android game The Tribez. http://t.co/FKU27oQF4u #androidgames  #gameinsight
Fri  01 Mar 2013 22:07:33 +0000,34,193,4943,0,neutral,0,The Tribez for Android,Android,2258,Android,darinda40,I've harvested 1 331 of food! http://t.co/dXEOxA74TO #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:07:36 +0000,72,307,4944,0,neutral,0,The Tribez for Android,Android,2574,Android,aSystemOverload,I have completed the quest 'Stone and its proc...' in the #Android game The Tribez. http://t.co/0SCyOYtJuX #androidgames  #gameinsight
Fri  01 Mar 2013 22:07:51 +0000,34,193,4945,0,neutral,0,The Tribez for Android,Android,2259,Android,darinda40,I've collected 29 235 gold coins! http://t.co/0sjMHGiVSu #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:08:17 +0000,46,144,4946,0,neutral,0,The Tribez for Android,Android,671,Android,blown_ur_mind,I've harvested 250 of food! http://t.co/XDflDdojwx #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:08:25 +0000,34,193,4947,0,neutral,0,The Tribez for Android,Android,2260,Android,darinda40,I've collected 16 512 gold coins! http://t.co/0sjMHGiVSu #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:08:27 +0000,107,324,4948,1,neutral,0,The Tribez for Android,Android,3102,Android,MillyKyu,I have completed the quest 'Clear out 5 Bushes.' in the #Android game The Tribez. http://t.co/FKU27oQF4u #androidgames  #gameinsight
Fri  01 Mar 2013 22:08:57 +0000,29,213,4949,3,neutral,0,The Tribez for Android,Android,3086,Android,tirtawiriyan,I've collected 18 157 gold coins! http://t.co/x5bRzvifVu #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:09:14 +0000,72,307,4950,0,neutral,0,The Tribez for Android,Android,2576,Android,aSystemOverload,I've harvested 1 260 of food! http://t.co/9BxbEjOnbG #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:09:28 +0000,48,164,4951,1,neutral,0,The Tribez for Android,Android,4031,Android,lonnekedisantos,I've harvested 101 of food! http://t.co/2LMsgXRFA6 #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:09:37 +0000,28,157,4952,0,neutral,0,The Tribez for Android,Android,365,Android,4u2cn4u2nv,I have Altar of Feelings on my island! Now my island is even more awesome! http://t.co/AWfuBSA7JB #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:09:39 +0000,28,157,4953,0,neutral,0,The Tribez for Android,Android,365,Android,4u2cn4u2nv,I've collected 95 gold coins! http://t.co/YAgX9An3Bm #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:09:43 +0000,28,157,4954,0,neutral,0,The Tribez for Android,Android,365,Android,4u2cn4u2nv,I have completed the quest 'Build an Altar of ...' in the #Android game The Tribez. http://t.co/7lWNXdCVNw #androidgames  #gameinsight
Fri  01 Mar 2013 22:10:12 +0000,28,157,4955,0,neutral,0,The Tribez for Android,Android,366,Android,4u2cn4u2nv,I've collected 240 gold coins! http://t.co/YAgX9An3Bm #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:10:40 +0000,29,213,4956,3,neutral,0,The Tribez for Android,Android,3088,Android,tirtawiriyan,I've collected 16 383 gold coins! http://t.co/x5bRzvifVu #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:10:41 +0000,29,213,4957,3,neutral,0,The Tribez for Android,Android,3088,Android,tirtawiriyan,I've harvested 1 055 of food! http://t.co/Eavl3y4fyO #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:11:22 +0000,113,229,4958,2,neutral,0,The Tribez for Android,Android,4672,Android,Crispydee,I have Column on my island! Now my island is even more awesome! http://t.co/odsJSfVeNo #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:11:23 +0000,48,164,4959,1,neutral,0,The Tribez for Android,Android,4033,Android,lonnekedisantos,I've harvested 250 of food! http://t.co/2LMsgXRFA6 #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:11:35 +0000,29,213,4960,3,neutral,0,The Tribez for Android,Android,3089,Android,tirtawiriyan,I've collected 35 095 gold coins! http://t.co/x5bRzvifVu #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:12:00 +0000,29,213,4961,3,neutral,0,The Tribez for Android,Android,3090,Android,tirtawiriyan,I've collected 22 350 gold coins! http://t.co/x5bRzvifVu #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:12:43 +0000,126,1113,4962,0,neutral,0,The Tribez for Android,Android,2924,Android,Michaela_Davis,I have Sweets Shop on my island! Now my island is even more awesome! http://t.co/S6jr8Moiaj #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:12:47 +0000,29,213,4963,3,neutral,0,The Tribez for Android,Android,3092,Android,tirtawiriyan,I've collected 10 200 gold coins! http://t.co/x5bRzvifVu #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:12:48 +0000,29,213,4964,3,neutral,0,The Tribez for Android,Android,3092,Android,tirtawiriyan,I've harvested 1 320 of food! http://t.co/Eavl3y4fyO #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:12:49 +0000,126,1113,4965,0,neutral,0,The Tribez for Android,Android,2924,Android,Michaela_Davis,I've collected 2 414 gold coins! http://t.co/Ue2exVIUNx #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:12:50 +0000,126,1113,4966,0,neutral,0,The Tribez for Android,Android,2924,Android,Michaela_Davis,I've harvested 873 of food! http://t.co/Wg4oODLXJU #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:13:00 +0000,938,1749,4967,2,neutral,0,The Tribez for Android,Android,1412,Android,a60e5san7050,I've collected 130 gold coins! http://t.co/tBvoikBFSz #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:13:05 +0000,48,164,4968,1,neutral,0,The Tribez for Android,Android,4034,Android,lonnekedisantos,I've collected 34 471 gold coins! http://t.co/HsVhXTSJtY #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:13:34 +0000,29,213,4969,3,neutral,0,The Tribez for Android,Android,3093,Android,tirtawiriyan,I've collected 29 915 gold coins! http://t.co/x5bRzvifVu #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:14:16 +0000,938,1749,4970,2,neutral,0,The Tribez for Android,Android,1414,Android,a60e5san7050,I've harvested 1 090 of food! http://t.co/5DiQOnD7wm #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:14:27 +0000,48,164,4971,1,neutral,0,The Tribez for Android,Android,4037,Android,lonnekedisantos,I've harvested 715 of food! http://t.co/2LMsgXRFA6 #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:14:41 +0000,48,164,4972,1,neutral,0,The Tribez for Android,Android,4038,Android,lonnekedisantos,I've collected 12 800 gold coins! http://t.co/HsVhXTSJtY #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:14:54 +0000,125,254,4973,2,neutral,0,The Tribez for Android,Android,2375,Android,donn1x,I've collected 861 gold coins! http://t.co/ASW16Jmn9h #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:14:55 +0000,125,254,4974,2,neutral,0,The Tribez for Android,Android,2375,Android,donn1x,I've harvested 97 of food! http://t.co/ah0hJwdN91 #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:14:57 +0000,48,164,4975,1,neutral,0,The Tribez for Android,Android,4038,Android,lonnekedisantos,I've collected 38 650 gold coins! http://t.co/HsVhXTSJtY #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:15:21 +0000,126,1113,4976,0,neutral,0,The Tribez for Android,Android,2926,Android,Michaela_Davis,I've collected 10 786 gold coins! http://t.co/Ue2exVIUNx #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:16:43 +0000,126,1113,4977,0,neutral,0,The Tribez for Android,Android,2928,Android,Michaela_Davis,I have Marble Pit on my island! Now my island is even more awesome! http://t.co/S6jr8Moiaj #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:16:48 +0000,126,1113,4978,0,neutral,0,The Tribez for Android,Android,2928,Android,Michaela_Davis,I have completed the quest 'Build stone-proces...' in the #Android game The Tribez. http://t.co/gm0SXnIWq6 #androidgames  #gameinsight
Fri  01 Mar 2013 22:17:08 +0000,35,186,4979,0,neutral,0,The Tribez for Android,Android,1730,Android,TheTwiLyteZone,I've harvested 717 of food! http://t.co/7dvyidNpgd #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:17:36 +0000,126,1113,4980,0,neutral,0,The Tribez for Android,Android,2930,Android,Michaela_Davis,I have Ice Statue on my island! Now my island is even more awesome! http://t.co/S6jr8Moiaj #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:17:39 +0000,126,1113,4981,0,neutral,0,The Tribez for Android,Android,2930,Android,Michaela_Davis,I have completed the quest 'Build 2 Ice Statues.' in the #Android game The Tribez. http://t.co/gm0SXnIWq6 #androidgames  #gameinsight
Fri  01 Mar 2013 22:18:02 +0000,56,413,4982,0,neutral,0,The Tribez for Android,Android,257,Android,VickyJaine,I've earned a new achievement: `Digger`. Try to beat me in the #Android game The Tribez! http://t.co/q91HbDPY7P #androidgames  #gameinsight
Fri  01 Mar 2013 22:18:05 +0000,126,1113,4983,0,neutral,0,The Tribez for Android,Android,2932,Android,Michaela_Davis,I have Column on my island! Now my island is even more awesome! http://t.co/S6jr8Moiaj #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:18:07 +0000,56,43,4984,1,neutral,0,The Tribez for Android,Android,426,Android,Brezda,I've harvested 120 of food! http://t.co/iWslxSxlGA #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:18:10 +0000,126,1113,4985,0,neutral,0,The Tribez for Android,Android,2932,Android,Michaela_Davis,I have completed the quest 'Build 3 columns.' in the #Android game The Tribez. http://t.co/gm0SXnIWq6 #androidgames  #gameinsight
Fri  01 Mar 2013 22:18:32 +0000,68,10,4986,1,neutral,0,The Tribez for Android,Android,592,Android,KamillaYoung,I've collected 950 gold coins! http://t.co/AhoYvt7qDa #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:18:33 +0000,68,10,4987,1,neutral,0,The Tribez for Android,Android,592,Android,KamillaYoung,I've harvested 620 of food! http://t.co/Zv397ozzCG #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:18:50 +0000,938,1749,4988,2,neutral,0,The Tribez for Android,Android,1415,Android,a60e5san7050,I have Cottage on my island! Now my island is even more awesome! http://t.co/ljJuo5rIhh #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:18:56 +0000,0,1,4989,0,neutral,0,The Tribez for Android,Android,2821,Android,MarcyUber,#android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:18:58 +0000,1053,1260,4990,5,neutral,0,The Tribez for Android,Android,17554,Android,doddsyjohn,I've collected 22 520 gold coins! http://t.co/EAaKLjDLMj #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:19:21 +0000,18,26,4991,0,neutral,0,The Tribez for Android,Android,1560,Android,Alcoforado,I've collected 44 500 gold coins! http://t.co/Lyf4H7KTc4 #android  #androidgames  #gameinsight
Fri  01 Mar 2013 22:19:53 +0000,18,26,4992,0,neutral,0,The Tribez for Android,Android,1561,Android,Alcoforado,I've collected 117 160 gold coins! http://t.co/Lyf4H7KTc4 #android  #androidgames  #gameinsight
