id,user,date,source,retweets,text,followers,statuses,listed,friends,source_cleaned,tweettopic
7084,Mariela_HTC,Fri  01 Mar 2013 19:55:21 +0000,Twitter for Android,0,"Ouch! I see a #TechWar! ""@BGR: Nokia CEO issues warning to BlackBerry: I'm very interested in BlackBerry customers' http://t.co/0QB4jp18y3 """,117,355,0,85,Android,Blackberry
7086,uKNO_iROC,Fri  01 Mar 2013 19:55:37 +0000,Twitter for Android,0,"""@BlackBerry: Less than one month until #BlackBerry10 makes its debut in the #USA. Find out details here: http://t.co/gHEmzPmp4e""",8033,97494,84,4890,Android,Blackberry
7089,MALLIEHART,Fri  01 Mar 2013 19:56:34 +0000,Twitter for Android,0,The price for Blackberry Z10 has gone lower *twerks*,424,7502,0,109,Android,Blackberry
7095,AaronCalder_,Fri  01 Mar 2013 19:58:15 +0000,Twitter for Android,0,@claireymckenzie please tell me it's not that blackberry still doll xxxx,152,2132,0,287,Android,Blackberry
7096,LetoyaBbc,Fri  01 Mar 2013 19:59:22 +0000,Twitter for Android,0,Blackberry Z10 off to a good start,1,6,0,2,Android,Blackberry
7097,Yohanzor,Fri  01 Mar 2013 19:59:37 +0000,Twitter for Android,0,No one willingly buys a blackberry anymore.,532,40339,3,265,Android,Blackberry
7098,EmorytheBoss,Fri  01 Mar 2013 19:59:50 +0000,Twitter for Android,0,i want a blackberry bold so bad,46,978,0,123,Android,Blackberry
7100,maccreighton,Fri  01 Mar 2013 20:00:38 +0000,Twitter for Android,0,Someone bring me a nexus/blackberry/Samsung galaxy charger to yungs to lend me PLZZZZZ,927,33954,3,1059,Android,Blackberry
7101,FuseODG,Fri  01 Mar 2013 20:00:39 +0000,Twitter for Android,0,Why does the blackberry dismantle every time it drops? Lol,13043,11762,31,352,Android,Blackberry
7103,salmulla,Fri  01 Mar 2013 20:02:01 +0000,Twitter for Android,0,I can't wait to see and analyze the financial statement of BlackBerry for Q1 2013 :) Few lessons Learnt will be extracted from there!,291,1926,1,216,Android,Blackberry
7104,maxkatz,Fri  01 Mar 2013 20:02:22 +0000,Twitter for Android,0,If you still want to see BlackBerry's  fly Air Canada.,1030,8130,91,187,Android,Blackberry
7106,AshNazir,Fri  01 Mar 2013 20:02:32 +0000,Twitter for Android,0,@Gerii92 they were supposed to start adding more information to their rejection letters #BlackBerry,1107,19065,49,583,Android,Blackberry
7107,smiileykylieee,Fri  01 Mar 2013 20:03:27 +0000,Twitter for Android,0,Selling a Blackberry Torch  dm if interested.,89,1575,0,97,Android,Blackberry
7112,cashnowphones,Fri  01 Mar 2013 20:05:52 +0000,Twitter for Android,0,"BlackBerry Z10 gets first software update  with 5 improvements



http://t.co/B4aWOzFWJB",52,415,0,99,Android,Blackberry
7115,briaston,Fri  01 Mar 2013 20:07:52 +0000,Twitter for Android,0,Need a Blackberry handset any model Wolves area.Desperate.Hit me up.,222,5854,0,251,Android,Blackberry
7117,ioTechie,Fri  01 Mar 2013 20:08:16 +0000,Twitter for Android,0,Nokia's CEO has just unofficially declared war on BlackBerry. What are your thoughts on this? #nokia #blackberry #war #smartphones,6670,7144,33,5420,Android,Blackberry
7124,jgil13,Fri  01 Mar 2013 20:09:58 +0000,Twitter for Android,0,"Whens the next nokia come out? ""@BlackBerry: Less than one month until #BlackBerry10 makes its debut in the #USA. http://t.co/HiZFpl2SWd""",220,4616,0,272,Android,Blackberry
7126,aliceglasshole,Fri  01 Mar 2013 20:10:26 +0000,Twitter for Android,0,I got a HTC desire s its so much better than a blackberry,250,12328,0,176,Android,Blackberry
7127,IM_MIKERNS,Fri  01 Mar 2013 20:10:40 +0000,Twitter for Android,0,They got a blackberry 10 coming out? Smh they just won't quit.,266,22167,0,303,Android,Blackberry
7128,jgil13,Fri  01 Mar 2013 20:10:44 +0000,Twitter for Android,0,"Does it come with snake? who still fucks with blackberry? ""@BlackBerry: Less than one month until #BlackBerry10 makes its debut in the USA.""",220,4617,0,272,Android,Blackberry
7131,BetterThenYou71,Fri  01 Mar 2013 20:11:01 +0000,Twitter for Android,0,One of my favorites blackberry kush on deck :),381,20920,5,1278,Android,Blackberry
7133,Roryskd,Fri  01 Mar 2013 20:11:28 +0000,Twitter for Android,0,It looks @BlackBerry got it right this time! !!!!,128,2820,1,309,Android,Blackberry
7134,aliceglasshole,Fri  01 Mar 2013 20:11:35 +0000,Twitter for Android,0,My friends mum spilt water on my blackberry so I got a second hand HTC yaaay,250,12330,0,177,Android,Blackberry
7136,_g0lds,Fri  01 Mar 2013 20:11:39 +0000,Twitter for Android,0,My daddy has a blackberry curve  STILL.,620,19365,3,511,Android,Blackberry
7138,aliceglasshole,Fri  01 Mar 2013 20:11:58 +0000,Twitter for Android,0,Like my blackberry is completely dead,250,12331,0,177,Android,Blackberry
7139,dadove2,Fri  01 Mar 2013 20:12:04 +0000,Twitter for Android,0,"""@BGR: Nokia CEOs warning to BlackBerry: 'I'm interested in BlackBerry customers""  two wimpy kids picking on each other for scraps!  Hahaha!",32,519,0,87,Android,Blackberry
7140,Cutehassan57,Fri  01 Mar 2013 20:12:10 +0000,Twitter for Android,0,New BlackBerry &lt;3 luv it    http://t.co/iRs6hzHYoc,8,223,0,64,Android,Blackberry
7143,bankingboy1,Fri  01 Mar 2013 20:13:41 +0000,Twitter for Android,0,@BlackBerry Owning a BlackBerry is like still listening to music on cassette players!,2,256,0,13,Android,Blackberry
7151,1HughJardon1,Fri  01 Mar 2013 20:15:56 +0000,Twitter for Android,0,"BlackBerry Z10 gets first software update  with 5 improvements



http://t.co/F5XElCPXAF",33,732,0,77,Android,Blackberry
7152,dcares1,Fri  01 Mar 2013 20:16:16 +0000,Twitter for Android,0,Don't be sending me emails about blackberry. Idc,228,6621,0,215,Android,Blackberry
7161,_ShhhdontTell,Fri  01 Mar 2013 20:19:48 +0000,Twitter for Android,0,I want another blackberry,273,23952,0,238,Android,Blackberry
7163,ic3creamman,Fri  01 Mar 2013 20:20:51 +0000,Twitter for Android,0,@jayboy_21 @JoeHattersley I miss the blackberry for tweeting games. So much easier,294,17237,5,466,Android,Blackberry
7164,Baddest_Bitches,Fri  01 Mar 2013 20:21:06 +0000,Twitter for Android,0,I just got an email from Blackberry #lol,3722,25950,14,479,Android,Blackberry
7165,daniellukeallum,Fri  01 Mar 2013 20:21:09 +0000,Twitter for Android,0,I lost my BlackBerry text me or DM me,450,9446,0,226,Android,Blackberry
7175,MichielvanCuijk,Fri  01 Mar 2013 20:25:24 +0000,Twitter for Android,0,@BlackBerry When can we expect bb10 for the Playbook?,23,72,0,54,Android,Blackberry
7176,tere_argote,Fri  01 Mar 2013 20:25:29 +0000,Twitter for Android,0,I want that Blackberry Z10 ... I have always loved BB's since the beginning. @BlackBerry,384,5692,5,257,Android,Blackberry
7177,upseerivera,Fri  01 Mar 2013 20:25:29 +0000,Twitter for Android,0,"BlackBerry Says Z10 Appeals to Platform Newbies



http://t.co/FtocmRW9mB",327,20837,4,1166,Android,Blackberry
7183,LucasYates_,Fri  01 Mar 2013 20:27:12 +0000,Twitter for Android,0,@Matthenshaw1 can I dm on you on your blackberry so I can give it you?,404,3530,0,321,Android,Blackberry
7187,TurnUp_ENT,Fri  01 Mar 2013 20:28:24 +0000,Twitter for Android,0,"@BlackBerry NewSingle!!

turnupent- LondonSwagg

(Offical Music video)

Click The Link Below 

???????????????

 http://t.co/61sytC8Bhu",418,13676,1,303,Android,Blackberry
7191,KennyShines23,Fri  01 Mar 2013 20:31:19 +0000,Twitter for Android,0,Blackberry just sent me an email of a new upcoming device. My reply: desperate doesn't look good on a lady. Just stop.,148,1156,0,184,Android,Blackberry
7192,SinCityBossRox,Fri  01 Mar 2013 20:31:20 +0000,Twitter for Android,0,@BlackBerry hurry up  my stock is getting killed. But  keep rocking!,198,1900,7,345,Android,Blackberry
7194,Tubby_Tubbs,Fri  01 Mar 2013 20:32:06 +0000,Twitter for Android,0,I think im getting the blackberry z10 when it comes out (;,91,5909,0,69,Android,Blackberry
7195,princefeliz,Fri  01 Mar 2013 20:32:17 +0000,Twitter for Android,0,"#BlackBerry Says Z10 Appeals to Platform Newbies



http://t.co/Gwz3fpKK4u #smartphones",1875,6037,68,1619,Android,Blackberry
7198,cheungii,Fri  01 Mar 2013 20:32:35 +0000,Twitter for Android,0,My hard work has paid off  I WON THE BLACKBERRY Z10!! #toogoodtobetrue,53,5237,1,11,Android,Blackberry
7202,sardelle84,Fri  01 Mar 2013 20:34:07 +0000,Twitter for Android,0,Blackberry should just give up. Lol,66,1470,0,81,Android,Blackberry
7203,MulaMvtters,Fri  01 Mar 2013 20:34:20 +0000,Twitter for Android,0,The blackberry z10 actually does look good doee.,1138,53445,2,999,Android,Blackberry
7208,RosetteLovesYa,Fri  01 Mar 2013 20:35:55 +0000,Twitter for Android,0,Omg! Accidentally called emergency services  stupid blackberry's :p,202,2485,0,498,Android,Blackberry
7209,_QuinnSmith,Fri  01 Mar 2013 20:36:20 +0000,Twitter for Android,0,@BeethaanyMaay I got rid off my blackberry :P,337,8827,0,211,Android,Blackberry
7212,lunaraven13,Fri  01 Mar 2013 20:37:01 +0000,Twitter for Android,0,I have two #poems in the latest @BLACKBERRYlit and my photo made the cover! you could win it! http://t.co/K7hWNvhnpU,2385,37992,173,519,Android,Blackberry
7219,ardeecy,Fri  01 Mar 2013 20:39:51 +0000,Twitter for Android,0,I want the blackberry 10 but that means no instagram!,220,3561,0,191,Android,Blackberry
7220,ardeecy,Fri  01 Mar 2013 20:40:17 +0000,Twitter for Android,0,I miss my blackberry though. Hmmm. Decisions decisions.,220,3561,0,191,Android,Blackberry
7226,Audio_Escape,Fri  01 Mar 2013 20:41:28 +0000,Twitter for Android,0,@BlackBerry good God  who the hell wants a Blackberry.,13,177,0,24,Android,Blackberry
7227,itizazitiz,Fri  01 Mar 2013 20:41:30 +0000,Twitter for Android,0,@ArinaShareef I swear you have a BlackBerry o_O,233,11440,0,260,Android,Blackberry
7230,Shimshammy,Fri  01 Mar 2013 20:41:43 +0000,Twitter for Android,0,Hey thanks BlackBerry for letting me know another pile of shit phone is coming out.,2891,43650,146,2699,Android,Blackberry
7231,coolnerdswagga,Fri  01 Mar 2013 20:41:44 +0000,Twitter for Android,0,I'm not even going to look at that new blackberry cause i know I'll go buy it,334,11391,10,462,Android,Blackberry
7233,sarahsilva1982,Fri  01 Mar 2013 20:42:13 +0000,Twitter for Android,0,"""@BlackBerry: Less than one month until #BlackBerry10 makes its debut in the #USA. @JonKgirl77 will be the only one to buy it!",25,787,0,83,Android,Blackberry
7243,_uniquelypretty,Fri  01 Mar 2013 20:45:43 +0000,Twitter for Android,0,I need my new phone like now! I cant deal with this blackberry,256,5414,0,220,Android,Blackberry
7244,wowitsemilyy,Fri  01 Mar 2013 20:46:17 +0000,Twitter for Android,0,my phones broke baby' .... *Via Blackberry* PRICK!,1425,10089,0,929,Android,Blackberry
7249,deavmi,Fri  01 Mar 2013 20:47:06 +0000,Twitter for Android,0,The Truth About The #BlackBerry @BlackBerry https://t.co/0gFNUZl4Gc,172,4270,0,673,Android,Blackberry
7250,Shebzii_B,Fri  01 Mar 2013 20:47:08 +0000,Twitter for Android,0,Pisses me off when rich people have a blackberry  I dont care if it's a good business fone or whatever  just no,615,5714,0,593,Android,Blackberry
7251,blackhol3_sun,Fri  01 Mar 2013 20:47:23 +0000,Twitter for Android,0,@MahaMasood blackberry?,276,7785,4,334,Android,Blackberry
7254,djeddon_afc,Fri  01 Mar 2013 20:48:00 +0000,Twitter for Android,0,@PinkBubble_ listen fam I'm a HTC bod ain't I you know that ;) telling you i phones are whack they'll go the same way as blackberry n Nokia,70,492,0,78,Android,Blackberry
7258,dnicholereid,Fri  01 Mar 2013 20:49:19 +0000,Twitter for Android,0,Why is BlackBerry coming out with a new phone? #JustStop,384,18541,1,424,Android,Blackberry
7259,TracyLagasse,Fri  01 Mar 2013 20:49:53 +0000,Twitter for Android,0,Being forced to teach my grandmother how to use a blackberry. No. I'm too impatient for this.,23,2019,0,281,Android,Blackberry
7265,MarkMyWords156,Fri  01 Mar 2013 20:51:20 +0000,Twitter for Android,0,Y'all remember when blackberry was hot?,773,16876,8,751,Android,Blackberry
7266,quesa_dilla24,Fri  01 Mar 2013 20:51:26 +0000,Twitter for Android,0,"""@BaileyCarroll16: Just got an email for a blackberry.... They still make those? #shittiestphoneofmylife"" @claire_s17 lol",197,4252,0,253,Android,Blackberry
7267,ksull55,Fri  01 Mar 2013 20:51:31 +0000,Twitter for Android,0,I'm gonna get the blackberry z10 when it comes out. It's insane,255,10889,0,225,Android,Blackberry
7270,LizzayBerberian,Fri  01 Mar 2013 20:52:23 +0000,Twitter for Android,0,@MaryamOuu ochaay. Cos the blackberry reached a point of no return. I dropped it again couple of times by accident,284,5744,0,174,Android,Blackberry
7275,thisBIRDisword,Fri  01 Mar 2013 20:55:39 +0000,Twitter for Android,0,"""@BlackBerry: Less than one month until #BlackBerry10 makes its debut in the #USA. Find out details here: http://t.co/LVkUQ9n8Vk"" @Em_Cubed",125,11378,0,128,Android,Blackberry
7276,elgeneral3,Fri  01 Mar 2013 20:55:42 +0000,Twitter for Android,0,"Less than one month until #BlackBerry10 makes its debut in the #USA. Find out details here: http://t.co/FkAxC3cPWI""",98,1299,0,597,Android,Blackberry
7279,Haneen__kr,Fri  01 Mar 2013 20:56:30 +0000,Twitter for Android,0,my blackberry disappeared.. cant find it anywhere  and its on silent (: !,770,14119,1,379,Android,Blackberry
7288,Inked_Up_Rell,Fri  01 Mar 2013 20:59:41 +0000,Twitter for Android,0,I kno u ain't talkin  wit dat FUCKED UP blackberry  its 2013 lls  ma shit jus came out,107,1744,0,183,Android,Blackberry
7289,TristonWilliams,Fri  01 Mar 2013 20:59:49 +0000,Twitter for Android,0,@BlackBerry #shitnoonesays,195,1796,0,156,Android,Blackberry
7290,bonnieblac,Fri  01 Mar 2013 20:59:54 +0000,Twitter for Android,0,I want another blackberry,943,19417,8,805,Android,Blackberry
7293,ShiAFAGx3,Fri  01 Mar 2013 21:01:00 +0000,Twitter for Android,0,I miss my blackberry !!,1961,36145,0,1430,Android,Blackberry
7294,_iLion,Fri  01 Mar 2013 21:01:14 +0000,Twitter for Android,0,You got a droid? Hope you trashed shitty BlackBerry. @AahadsMommy,1228,58599,25,871,Android,Blackberry
7299,Tam_DeLaPutaaa,Fri  01 Mar 2013 21:02:31 +0000,Twitter for Android,0,"RT""@ShiAFAGx3: I miss my blackberry !!""",248,15260,0,217,Android,Blackberry
7301,_svag,Fri  01 Mar 2013 21:03:43 +0000,Twitter for Android,0,Switching to blackberry tomorrow,360,15798,0,143,Android,Blackberry
7304,shaikha_azzam,Fri  01 Mar 2013 21:03:55 +0000,Twitter for Android,0,So life without a blackberry isnt bad acctually... i can finally keep my eyes on the road the whole drive,232,7254,1,224,Android,Blackberry
7307,Pl4netOfTheApes,Fri  01 Mar 2013 21:04:03 +0000,Twitter for Android,0,Started from a blackberry now im here,336,6336,3,343,Android,Blackberry
7309,Fuck_Betsy,Fri  01 Mar 2013 21:04:29 +0000,Twitter for Android,0,"Nobody cares ""@BlackBerry: Less than one month until #BlackBerry10 makes its debut in the #USA. Find out details here: http://.....""",1345,47847,46,794,Android,Blackberry
7313,MyLittleTechRev,Fri  01 Mar 2013 21:05:44 +0000,Twitter for Android,0,How many @BlackBerry?,12,48,0,131,Android,Blackberry
7314,ingerlishman,Fri  01 Mar 2013 21:06:56 +0000,Twitter for Android,0,She is so uncool she still has a blackberry @Fickle_Filly #FF,1174,13141,36,1064,Android,Blackberry
7318,Preeti_3,Fri  01 Mar 2013 21:09:05 +0000,Twitter for Android,0,The way my babaji just called Blackberry 'Rasberry' hahahaaah #LoveHim,223,3705,2,174,Android,Blackberry
7319,Shubham1609,Fri  01 Mar 2013 21:09:23 +0000,Twitter for Android,0,@BlackBerry unnecessary publicity of the #bb10 devices.. they are #overpriced for what they are offering.,6,89,0,101,Android,Blackberry
7329,yuvrajajaysingh,Fri  01 Mar 2013 21:12:44 +0000,Twitter for Android,0,"Really...... #lol ""@BlackBerry: You want the apps? We've got 'em: http://t.co/EE2ncJAQNK""",35,210,0,162,Android,Blackberry
7330,hausofskittles,Fri  01 Mar 2013 21:13:06 +0000,Twitter for Android,0,Aaah finally got rid of my BlackBerry,1287,14293,24,1961,Android,Blackberry
7332,dinaay_sharma,Fri  01 Mar 2013 21:13:34 +0000,Twitter for Android,0,@QuartzMotion WHY THE HELL DID YOU BY A BLACKBERRY DO YOU WANT TO DIE IN ANGER AND REGRET WHILST SUFFERING THE CRAPNESS THAT IS BLACKBERRY,51,524,0,52,Android,Blackberry
7336,neeshpawa,Fri  01 Mar 2013 21:14:39 +0000,Twitter for Android,0,@BlackBerry can't wait,95,432,0,180,Android,Blackberry
7338,ebtbcbennett,Fri  01 Mar 2013 21:14:48 +0000,Twitter for Android,0,Blackberry in da blueberry swisher is super sweet,55,183,0,66,Android,Blackberry
7339,JuviRay,Fri  01 Mar 2013 21:15:19 +0000,Twitter for Android,0,I need dat blackberry,476,26419,0,470,Android,Blackberry
7341,Buff_Me,Fri  01 Mar 2013 21:15:37 +0000,Twitter for Android,0,I want the blackberry 10 tho,882,83311,0,698,Android,Blackberry
7342,clarkspo,Fri  01 Mar 2013 21:15:53 +0000,Twitter for Android,0,@AlanJT26 @BlackBerry this month,144,8380,0,371,Android,Blackberry
7343,Leanneclare11,Fri  01 Mar 2013 21:16:18 +0000,Twitter for Android,0,I won't miss my Xperia u because I'm goin back to blackberry next Bye bye old fone alone blackberry!,48,167,0,278,Android,Blackberry
7344,ChaLovesRihanna,Fri  01 Mar 2013 21:16:25 +0000,Twitter for Android,0,I do want the new blackberry that comes out tho but Im still not suree,2380,26732,28,2385,Android,Blackberry
7345,shum_shumaaax,Fri  01 Mar 2013 21:17:32 +0000,Twitter for Android,0,Going through all the pictures on my blackberry :'),67,696,0,60,Android,Blackberry
7350,ohheytherebob,Fri  01 Mar 2013 21:18:37 +0000,Twitter for Android,0,Can't wait till I get rid of my BlackBerry,573,1466,0,1392,Android,Blackberry
7355,J_Sheridan07,Fri  01 Mar 2013 21:20:03 +0000,Twitter for Android,0,Still do feed up with this stupid so called update from #Samsung....it's just shit now! Might have to go for blackberry or Nokia after this!,67,630,2,265,Android,Blackberry
7372,aminacheboubz,Fri  01 Mar 2013 21:30:15 +0000,Twitter for Android,0,I remember when I had a BlackBerry.. tough times man  tough times.,886,8460,0,464,Android,Blackberry
7374,kaplanlaraskina,Fri  01 Mar 2013 21:30:22 +0000,Twitter for Android,0,Blackberry z10 ?oid:30:22 +000,655,4597,0,429,Android,Blackberry
7383,Dannyb_TGIFresh,Fri  01 Mar 2013 21:32:32 +0000,Twitter for Android,0,Jus copped some blackberry kush!,39,738,0,76,Android,Blackberry
7384,Jodiuh,Fri  01 Mar 2013 21:32:48 +0000,Twitter for Android,0,"@VZWSupport I wouldn't wanna lose me either. Google ""I love my blackberry storm jodiuh"" and you'll see why. I'm THAT guy. :-)",9,12,0,20,Android,Blackberry
7386,justabirdxo,Fri  01 Mar 2013 21:33:06 +0000,Twitter for Android,0,How did my brother get a blackberry as his first phone  but my first phone was a Nokia kmt.,768,21453,2,837,Android,Blackberry
7392,denisesugarxo,Fri  01 Mar 2013 21:34:20 +0000,Twitter for Android,0,I want the new blackberry!!! 30 day til' launch!!,23,949,0,124,Android,Blackberry
7398,Sweeti1Rya,Fri  01 Mar 2013 21:35:35 +0000,Twitter for Android,0,@titemmy2 I dont have a blackberry sorry,668,4591,2,972,Android,Blackberry
7399,LazarusNYC,Fri  01 Mar 2013 21:35:41 +0000,Twitter for Android,0,@BlackBerry I can't  my Blackberry is on the fritz!,286,3817,12,661,Android,Blackberry
7402,BieberDIYA,Fri  01 Mar 2013 21:35:52 +0000,Twitter for Android,0,I miss the blackberry,571,9519,0,488,Android,Blackberry
7405,Cropcirkill,Fri  01 Mar 2013 21:36:21 +0000,Twitter for Android,0,@ohcrickets @Propferf I will answer for Chris and say blackberry.,101,2914,7,254,Android,Blackberry
7407,CoryLCowan,Fri  01 Mar 2013 21:37:26 +0000,Twitter for Android,0,@FreshAirFarmer Good afternoon Andrew! Just curious if ur still using an adroid device and what ur thoughts on the Blackberry 10 are?,303,469,5,278,Android,Blackberry
7408,_ChinGood,Fri  01 Mar 2013 21:38:04 +0000,Twitter for Android,0,My blackberry refuses to work for me now and I don't have my galaxy booo   soon get a next Bb tho so lookout for dat new pin (Y),188,3379,0,188,Android,Blackberry
7418,Sule_95,Fri  01 Mar 2013 21:40:49 +0000,Twitter for Android,0,@NidzyHussain blackberry  not HTC this time...,77,5277,1,196,Android,Blackberry
7419,charsampson_xo,Fri  01 Mar 2013 21:41:22 +0000,Twitter for Android,0,Can't wait till mg BlackBerry works properly,1211,2613,0,1989,Android,Blackberry
7426,devinlopez7,Fri  01 Mar 2013 21:43:57 +0000,Twitter for Android,0,That new blackberry looks so awesome!!,704,18561,8,415,Android,Blackberry
7436,Daisy_Secker,Fri  01 Mar 2013 21:45:34 +0000,Twitter for Android,0,hate my blackberry so much,129,1472,0,189,Android,Blackberry
7438,KarimElSaeed,Fri  01 Mar 2013 21:45:58 +0000,Twitter for Android,0,@FarahAjramNC BlackBerry ??!,213,4740,0,121,Android,Blackberry
7443,YazCohennn,Fri  01 Mar 2013 21:47:02 +0000,Twitter for Android,0,My BlackBerry's playing up. Bitch better work soon or its gonna be thrown at a wall.,335,507,0,315,Android,Blackberry
7445,yardyboss1,Fri  01 Mar 2013 21:47:50 +0000,Twitter for Android,0,Skinny nigga with a fat belly im selling cheese straight of the blackberry!!! (8),290,8620,2,271,Android,Blackberry
7453,DT_Turner69,Fri  01 Mar 2013 21:50:31 +0000,Twitter for Android,0,@BlackBerry Last time I checked this isn't 2008 anymore #you'reirrelevent #Basedgod,52,671,0,62,Android,Blackberry
7457,vlhilyer,Fri  01 Mar 2013 21:51:57 +0000,Twitter for Android,0,i want the new blackberry! looks soo good,138,4030,0,167,Android,Blackberry
7459,GermanBTRusher,Fri  01 Mar 2013 21:52:21 +0000,Twitter for Android,0,OMG  Gooooo Team BlackBerry for the UK!!! #WokWM sry Team Germany 1 &amp; 2 x D,155,2047,0,256,Android,Blackberry
7461,JordanMcfly,Fri  01 Mar 2013 21:52:39 +0000,Twitter for Android,0,I love my new phone its about time I got rid of that peice of shit blackberry,250,12625,1,170,Android,Blackberry
7462,_m3gan,Fri  01 Mar 2013 21:52:52 +0000,Twitter for Android,0,So glad I'm never having a BlackBerry again,688,534,0,565,Android,Blackberry
7463,Daisy_Secker,Fri  01 Mar 2013 21:53:29 +0000,Twitter for Android,0,actually cant put up with my stupid blackberry anymore,129,1473,0,189,Android,Blackberry
7472,pstarunit,Fri  01 Mar 2013 21:55:09 +0000,Twitter for Android,0,@JoJothaDj on ur blackberry  naaaa Sorry,2639,80707,36,1035,Android,Blackberry
7483,Thug_LaeF,Fri  01 Mar 2013 21:57:50 +0000,Twitter for Android,0,Stupidity Blackberry Porsche is even expensive than the new Z10,952,23965,0,769,Android,Blackberry
7485,ChubbzG,Fri  01 Mar 2013 21:58:34 +0000,Twitter for Android,0,@brittanyjudgee3 lol no more blackberry?,503,13568,0,479,Android,Blackberry
7486,pstarunit,Fri  01 Mar 2013 21:58:35 +0000,Twitter for Android,0,@JoJothaDj blackberry was made for only bbm anything else u do gone freeze ur phone  o and u can play caro,2639,80708,36,1035,Android,Blackberry
7489,Its_Ohjayy,Fri  01 Mar 2013 22:00:37 +0000,Twitter for Android,0,Blackberry keeps comin out with new phones.. Why? Yo shit is deaddddd tho,285,1280,0,200,Android,Blackberry
7490,Sheeran13_1D,Fri  01 Mar 2013 22:00:43 +0000,Twitter for Android,0,@FaithHill #askfaith I remember in an interview you said u lost ur blackberry in your house. Did u ever find it?,83,1038,0,197,Android,Blackberry
7498,KiidPrettyBoi,Fri  01 Mar 2013 22:04:03 +0000,Twitter for Android,0,BlackBerry lemonade is pretty good tho,585,6653,0,497,Android,Blackberry
7499,tomas_pascual,Fri  01 Mar 2013 22:04:22 +0000,Twitter for Android,0,"BlackBerry people  a fix is not an improvement



http://t.co/3HGQtLcBMT",28,941,0,92,Android,Blackberry
7501,Davin1111,Fri  01 Mar 2013 22:04:47 +0000,Twitter for Android,0,I just won a Blackberry Z10 #nobiggz #greatwaytoendtheweek,84,409,0,197,Android,Blackberry
7507,Pitupinazo,Fri  01 Mar 2013 22:07:19 +0000,Twitter for Android,0,Bye bye Blackberry,271,4767,0,199,Android,Blackberry
7509,Mr_Oh_Well,Fri  01 Mar 2013 22:07:25 +0000,Twitter for Android,0,"""@BroNympho: @Mr_Oh_Well - They Gave A Brand New BlackBerry Torch...WEAK AS FUCK!!! Lol"" damn but at least u got a smart phone lol",111,25550,0,109,Android,Blackberry
7512,JPTiki,Fri  01 Mar 2013 22:07:44 +0000,Twitter for Android,0,@BlackBerry signed up for this over a month ago and haven't heard a peep. I need a phone and really want to check this out. Hope i can wait!,37,810,0,207,Android,Blackberry
7518,JonnBiggavelli,Fri  01 Mar 2013 22:09:24 +0000,Twitter for Android,0,The new blackberry looks dope,364,27172,2,266,Android,Blackberry
7524,NotPaulCollins,Fri  01 Mar 2013 22:10:17 +0000,Twitter for Android,0,@madisonlatture I kinda miss my blackberry,177,4791,0,237,Android,Blackberry
7525,_tymchargue,Fri  01 Mar 2013 22:10:27 +0000,Twitter for Android,0,If you have a blackberry you should just throw your phone away,449,7969,0,277,Android,Blackberry
7546,Musliimah_oxx,Fri  01 Mar 2013 22:17:40 +0000,Twitter for Android,0,Thats it i am so getting my Blackberry back,610,2323,1,1227,Android,Blackberry
7547,Rhiannagordon_x,Fri  01 Mar 2013 22:17:40 +0000,Twitter for Android,0,Phone is getting worse and worse each day...never buy  BlackBerry,226,890,0,390,Android,Blackberry
7551,phemmylasode,Fri  01 Mar 2013 22:18:56 +0000,Twitter for Android,0,BlackBerry pushes out update for its new Z10 handset http://t.co/YksI1vsYbD,89,2692,0,129,Android,Blackberry
7555,TheBrit7,Fri  01 Mar 2013 22:19:57 +0000,Twitter for Android,0,People that still own Blackberry's till today  I'm sorry.,128,8305,2,86,Android,Blackberry
7556,Bitch_BiteMee,Fri  01 Mar 2013 22:20:13 +0000,Twitter for Android,0,bringing BlackBerry back. . . http://t.co/moii3DE2Dj,1400,89459,109,230,Android,Blackberry
7559,go_on_lewis,Fri  01 Mar 2013 22:21:21 +0000,Twitter for Android,0,Smashed my blackberry so using my sisters old phone so no one bbm me just text me if you need me 07866550722,319,566,0,328,Android,Blackberry
7563,tiffchanderpaul,Fri  01 Mar 2013 22:21:47 +0000,Twitter for Android,0,when i had my BlackBerry i use to tweet all the time.,467,26203,2,267,Android,Blackberry
7564,BigWil42,Fri  01 Mar 2013 22:21:48 +0000,Twitter for Android,0,Blackberry Z10.......do people still gadget blackberry? I feel like it's so 2007,49,5697,0,49,Android,Blackberry
7577,kristinaxingram,Fri  01 Mar 2013 22:24:04 +0000,Twitter for Android,0,Ok  so ive lost my ipod  lost my blackberry and cant turn the heating up in my room...so im sat hear tweeting about my problems. Problem?,154,901,0,256,Android,Blackberry
7579,Saperek,Fri  01 Mar 2013 22:24:14 +0000,Twitter for Android,0,Movie library still waiting for blackberry approval,8,78,0,9,Android,Blackberry
7584,Stevemizener,Fri  01 Mar 2013 22:25:17 +0000,Twitter for Android,0,@sam_leon22  do a couple shots of blackberry brandy that will Do the trick or I'm sure Dustin might know something to help :),35,401,1,282,Android,Blackberry
7585,Saperek,Fri  01 Mar 2013 22:25:34 +0000,Twitter for Android,0,Ever wanted to do Your own animation? Frame animator coming soon to blackberry playbook.,8,79,0,9,Android,Blackberry
