,X,user,date,source,retweets,tweet,followers,statuses,listed,friends,source_cleaned,tweettopic
4233,4233,gibs74,Fri  01 Mar 2013 23:04:16 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,0,38,0,8,BlackBerry,Blackberry
4234,4234,xanderchristian,Fri  01 Mar 2013 23:04:18 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,115,3047,0,612,BlackBerry,Blackberry
4235,4235,anasnenas,Fri  01 Mar 2013 23:04:52 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,24,300,0,31,BlackBerry,Blackberry
4236,4236,lia_dhelia,Fri  01 Mar 2013 23:04:58 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,172,2176,0,218,BlackBerry,Blackberry
4237,4237,radit_11,Fri  01 Mar 2013 23:05:19 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,90,2564,0,129,BlackBerry,Blackberry
4238,4238,ardeeanandee,Fri  01 Mar 2013 23:05:42 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,38,142,0,33,BlackBerry,Blackberry
4239,4239,RyanSamia,Fri  01 Mar 2013 23:05:47 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,168,8857,0,398,BlackBerry,Blackberry
4240,4240,pat_reck,Fri  01 Mar 2013 23:05:52 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,124,5214,0,153,BlackBerry,Blackberry
4241,4241,fabii357,Fri  01 Mar 2013 23:06:04 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,129,3448,0,279,BlackBerry,Blackberry
4242,4242,SaucoG,Fri  01 Mar 2013 23:06:12 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,288,13481,1,288,BlackBerry,Blackberry
4243,4243,azrulhaqim,Fri  01 Mar 2013 23:06:53 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,246,27504,0,125,BlackBerry,Blackberry
4244,4244,Audreydiazz,Fri  01 Mar 2013 23:07:31 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,1,2,0,3,BlackBerry,Blackberry
4245,4245,Apriliasiskaaa,Fri  01 Mar 2013 23:07:51 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,17,26,0,27,BlackBerry,Blackberry
4246,4246,pujifauziah89,Fri  01 Mar 2013 23:08:09 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,255,13403,1,222,BlackBerry,Blackberry
4247,4247,_mpanjiw_,Fri  01 Mar 2013 23:09:07 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,102,1516,0,77,BlackBerry,Blackberry
4248,4248,CLubis89,Fri  01 Mar 2013 23:10:15 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,68,902,0,337,BlackBerry,Blackberry
4249,4249,ebitempur,Fri  01 Mar 2013 23:11:11 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,112,2305,0,903,BlackBerry,Blackberry
4250,4250,faReeeeeeeezwaN,Fri  01 Mar 2013 23:11:17 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,147,35365,0,142,BlackBerry,Blackberry
4251,4251,curse2885,Fri  01 Mar 2013 23:11:30 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,29,1016,0,84,BlackBerry,Blackberry
4252,4252,jeyarsanmiguel,Fri  01 Mar 2013 23:12:03 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,276,5396,2,139,BlackBerry,Blackberry
4253,4253,Rikisaputra90,Fri  01 Mar 2013 23:13:02 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,145,4457,1,148,BlackBerry,Blackberry
4254,4254,imhackiesarao,Fri  01 Mar 2013 23:13:03 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,22,171,0,21,BlackBerry,Blackberry
4255,4255,aiiueo861015,Fri  01 Mar 2013 23:13:14 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,250,5078,0,236,BlackBerry,Blackberry
4256,4256,RY_risma,Fri  01 Mar 2013 23:13:24 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,502,28363,4,120,BlackBerry,Blackberry
4257,4257,rocioteranv,Fri  01 Mar 2013 23:14:57 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,43,1083,0,143,BlackBerry,Blackberry
4258,4258,dian_tarra,Fri  01 Mar 2013 23:14:58 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,45,196,0,125,BlackBerry,Blackberry
4259,4259,NurulNahdirah,Fri  01 Mar 2013 23:15:19 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,568,13413,1,545,BlackBerry,Blackberry
4260,4260,marmieungu,Fri  01 Mar 2013 23:15:43 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,57,556,0,117,BlackBerry,Blackberry
4261,4261,alfalifeline,Fri  01 Mar 2013 23:15:51 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,397,16330,2,362,BlackBerry,Blackberry
4262,4262,hana_zaini,Fri  01 Mar 2013 23:15:58 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,262,16718,2,253,BlackBerry,Blackberry
4263,4263,Danz078,Fri  01 Mar 2013 23:16:02 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,91,1526,0,137,BlackBerry,Blackberry
4264,4264,elminuscula,Fri  01 Mar 2013 23:18:34 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,16,195,0,45,BlackBerry,Blackberry
4265,4265,mitaaaiueo,Fri  01 Mar 2013 23:18:37 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,584,25537,0,207,BlackBerry,Blackberry
4266,4266,raiswr,Fri  01 Mar 2013 23:19:07 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,143,1288,0,141,BlackBerry,Blackberry
4267,4267,xidlauigan,Fri  01 Mar 2013 23:20:41 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,246,11960,1,185,BlackBerry,Blackberry
4268,4268,faskalina,Fri  01 Mar 2013 23:21:20 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,48,370,0,87,BlackBerry,Blackberry
4269,4269,claudidcastillo,Fri  01 Mar 2013 23:22:03 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,3,11,0,19,BlackBerry,Blackberry
4270,4270,zizuzan,Fri  01 Mar 2013 23:22:27 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,620,20177,9,700,BlackBerry,Blackberry
4271,4271,putukariasa,Fri  01 Mar 2013 23:22:48 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,2,57,0,7,BlackBerry,Blackberry
4272,4272,ratnawindasari,Fri  01 Mar 2013 23:23:25 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. #YNWA,332,6125,0,345,BlackBerry,Blackberry
4273,4273,alvindwinoviana,Fri  01 Mar 2013 23:24:11 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,5,24,0,4,BlackBerry,Blackberry
4274,4274,Randy_Rambocir,Fri  01 Mar 2013 23:24:54 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,9,26,0,11,BlackBerry,Blackberry
4275,4275,rztando,Fri  01 Mar 2013 23:25:13 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,89,283,0,740,BlackBerry,Blackberry
4276,4276,megancito,Fri  01 Mar 2013 23:25:30 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,62,297,0,224,BlackBerry,Blackberry
4277,4277,sitichaan,Fri  01 Mar 2013 23:26:07 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,520,35802,3,306,BlackBerry,Blackberry
4278,4278,FtrYuliandini,Fri  01 Mar 2013 23:26:29 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,193,6104,1,196,BlackBerry,Blackberry
4279,4279,DeBenSter,Fri  01 Mar 2013 23:27:08 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb folks!,533,12570,4,628,BlackBerry,Blackberry
4280,4280,jetling,Fri  01 Mar 2013 23:27:10 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,805,2341,6,1062,BlackBerry,Blackberry
4281,4281,csuegart,Fri  01 Mar 2013 23:28:05 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,15,111,1,35,BlackBerry,Blackberry
4282,4282,proyke,Fri  01 Mar 2013 23:28:23 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,9,14,0,20,BlackBerry,Blackberry
4283,4283,gerrycandra,Fri  01 Mar 2013 23:28:26 +0000,QuickPull,0,Running a @QuickPull on my #BlackBerry. Brb!,12,111,0,23,BlackBerry,Blackberry
4284,4284,jdrewross,Fri  01 Mar 2013 23:28:43 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry ;),791,28781,64,496,BlackBerry,Blackberry
4285,4285,LERWISARRIETA,Fri  01 Mar 2013 23:28:44 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,36,36,0,248,BlackBerry,Blackberry
4286,4286,ronald_grunge,Fri  01 Mar 2013 23:29:04 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,0,10,0,0,BlackBerry,Blackberry
4287,4287,GreenChocApple,Fri  01 Mar 2013 23:29:14 +0000,QuickPull,0,eating a @QuickPull on my BlackBerry. Brb!,79,986,0,78,BlackBerry,Blackberry
4288,4288,freke_chandra,Fri  01 Mar 2013 23:29:48 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,1,81,0,5,BlackBerry,Blackberry
4289,4289,Shinnok12,Fri  01 Mar 2013 23:30:20 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,4,13,0,28,BlackBerry,Blackberry
4290,4290,AlifiaMarwan,Fri  01 Mar 2013 23:30:28 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,12,11,0,221,BlackBerry,Blackberry
4291,4291,MNasrullah212,Fri  01 Mar 2013 23:30:33 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,7,53,0,28,BlackBerry,Blackberry
4292,4292,fenz1985,Fri  01 Mar 2013 23:31:07 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,10,39,0,19,BlackBerry,Blackberry
4293,4293,batakassoy,Fri  01 Mar 2013 23:31:19 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,499,15871,0,865,BlackBerry,Blackberry
4294,4294,gislaam,Fri  01 Mar 2013 23:31:54 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry \m/,250,15164,1,279,BlackBerry,Blackberry
4295,4295,wndsvra,Fri  01 Mar 2013 23:32:05 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,468,6802,6,399,BlackBerry,Blackberry
4296,4296,ErikaOr40113001,Fri  01 Mar 2013 23:32:19 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,5,34,0,17,BlackBerry,Blackberry
4297,4297,patrickgil08,Fri  01 Mar 2013 23:32:31 +0000,QuickPull,0,Hi peops  just running a QuickPull on my BlackBerry. Brb!,268,10217,4,235,BlackBerry,Blackberry
4298,4298,1DELIZIOSO,Fri  01 Mar 2013 23:33:18 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,1189,79240,23,279,BlackBerry,Blackberry
4299,4299,_erichaca,Fri  01 Mar 2013 23:33:19 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,53,547,0,119,BlackBerry,Blackberry
4300,4300,DykaDuff,Fri  01 Mar 2013 23:34:53 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,56,720,0,177,BlackBerry,Blackberry
4301,4301,rifkimeirizal,Fri  01 Mar 2013 23:35:02 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,194,1287,0,683,BlackBerry,Blackberry
4302,4302,Tabertz,Fri  01 Mar 2013 23:35:28 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,93,2290,0,143,BlackBerry,Blackberry
4303,4303,HadiKusuma_S,Fri  01 Mar 2013 23:35:52 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,200,24665,1,253,BlackBerry,Blackberry
4304,4304,Rijaw,Fri  01 Mar 2013 23:36:23 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,88,883,0,330,BlackBerry,Blackberry
4305,4305,Juanmanuelesc16,Fri  01 Mar 2013 23:36:35 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,0,8,0,0,BlackBerry,Blackberry
4306,4306,andi_s_djaroot,Fri  01 Mar 2013 23:36:50 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,75,314,0,338,BlackBerry,Blackberry
4307,4307,hariindopos,Fri  01 Mar 2013 23:37:22 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,38,112,0,339,BlackBerry,Blackberry
4308,4308,ardiananjur,Fri  01 Mar 2013 23:38:06 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,4,16,0,15,BlackBerry,Blackberry
4309,4309,MackSabaw,Fri  01 Mar 2013 23:38:18 +0000,QuickPull,0,RT FOR A SHOUTOUT! Charot!! Running a @QuickPull on my BlackBerry. Brb!,2076,10143,3,258,BlackBerry,Blackberry
4310,4310,magdalenamacedo,Fri  01 Mar 2013 23:39:35 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,0,1,0,1,BlackBerry,Blackberry
4311,4311,sudin1980,Fri  01 Mar 2013 23:39:39 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,8,83,0,14,BlackBerry,Blackberry
4312,4312,ExaWahyu,Fri  01 Mar 2013 23:39:40 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,204,1636,2,255,BlackBerry,Blackberry
4313,4313,eggyandria,Fri  01 Mar 2013 23:40:04 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,122,2695,1,251,BlackBerry,Blackberry
4314,4314,haqohaq,Fri  01 Mar 2013 23:40:13 +0000,QuickPull,0,Running a @QuickPull on my BlackBerry. Brb!,218,3396,0,251,BlackBerry,Blackberry
4317,4317,sarkuykuy,Fri  01 Mar 2013 19:28:47 +0000,RADIOactive for Blackberry,0,"#NowPlaying Plain White T - Rhythm Of Love on hitz.fm via hitz.fm on Blackberry""",218,15308,0,196,BlackBerry,Blackberry
4318,4318,SyahrinYusof,Fri  01 Mar 2013 19:30:35 +0000,RADIOactive for Blackberry,0,"#NowPlaying Plain White T - Rhythm Of Love on hitz.fm via hitz.fm on Blackberry""",37,3313,0,27,BlackBerry,Blackberry
4319,4319,syed_fidzuar,Fri  01 Mar 2013 21:12:43 +0000,RADIOactive for Blackberry,0,"#NowPlaying Jakeman - ClubHitz 5 May 2012 on hitz.fm via hitz.fm on Blackberry""",0,2,0,2,BlackBerry,Blackberry
4320,4320,NazrilAfshan,Fri  01 Mar 2013 22:02:44 +0000,RADIOactive for Blackberry,0,#NowPlaying Ellie Goulding - Lights on ERA FM via ERA FM on Blackberry,68,394,0,78,BlackBerry,Blackberry
4321,4321,Fafach_,Fri  01 Mar 2013 23:30:35 +0000,RADIOactive for Blackberry,0,#NowPlaying Melee - Built To Last on Trax FM (Jakarta) via Trax FM on Blackberry,295,13278,0,317,BlackBerry,Blackberry
5507,5507,deovem,Fri  01 Mar 2013 18:54:17 +0000,"Tower Heist Takeover, BlackBerry",0,RT @BBfreakz: #APLIKASI Music Skin Blackberry for OS 5 &amp; OS 6 || Download here =&gt; http://t.co/5yFk10qqf0  || Rituit! http://t.co/0cJiDVU9AC,253,25662,1,120,BlackBerry,Blackberry
5508,5508,deovem,Fri  01 Mar 2013 18:54:17 +0000,"Tower Heist Takeover, BlackBerry",0,RT @BBfreakz: #APLIKASI Music Skin Blackberry for OS 5 &amp; OS 6 || Download here =&gt; http://t.co/5yFk10qqf0  || Rituit! http://t.co/0cJiDVU9AC,253,25664,1,120,BlackBerry,Blackberry
5509,5509,Kgomotso_Neto,Fri  01 Mar 2013 19:01:34 +0000,"Tower Heist Takeover, BlackBerry",0,Shoulda kept everything on BlackBerry Protect @VuyoNqwaba,443,21477,2,447,BlackBerry,Blackberry
5510,5510,SimaRulz,Fri  01 Mar 2013 19:59:12 +0000,"Tower Heist Takeover, BlackBerry",0,"Hahaha RT @YaredtheGuy: LMAO :""D RT @wati_: So its BAPS? RT @Chanel_kt: MTN has the ""Blackberry Absolute Plan Service"" instead of BIS",636,26789,6,527,BlackBerry,Blackberry
6421,6421,ClassyFiedHood,Fri  01 Mar 2013 21:58:58 +0000,TweetCaster for BlackBerry,0,My phone jacked up and im using a blackberry id. It doesnt even have instagram. Wtf,136,11267,0,179,BlackBerry,Blackberry
6422,6422,LL_D_Legend,Fri  01 Mar 2013 21:59:03 +0000,TweetCaster for BlackBerry,0,Dead RT @Moosie928: Says the nigga tweeting from a blackberry  RT @LL_D_Legend: Says Moosie RT Moosie928: Samsung is dumb,408,32964,6,330,BlackBerry,Blackberry
6785,6785,accessguyhere,Fri  01 Mar 2013 19:03:50 +0000,Tweetings for BlackBerry,0,@Communic8nHowe I am using Tweetings for Twitter on BlackBerry 10 on my Alpha model and really like it.,127,980,4,267,BlackBerry,Blackberry
6786,6786,Jsanders10,Fri  01 Mar 2013 21:31:07 +0000,Tweetings for BlackBerry,0,@aikahh what model BlackBerry?,2439,10191,61,555,BlackBerry,Blackberry
7856,7856,mobrown77,Fri  01 Mar 2013 18:39:58 +0000,Twitter for BlackBerry,0,@UK_BlackBerry just picked up my z10  with army discount and ??50 cash back for my BlackBerry Torch from vodafone    today is a good day!,300,2360,1,488,BlackBerry,Blackberry
7857,7857,petemilroy,Fri  01 Mar 2013 18:41:14 +0000,Twitter for BlackBerry,0,@BlackBerry Z10 as a PHONE is unbelievable. Great sound. Oh yeah  it is also a great smart phone as well...,30,286,1,95,BlackBerry,Blackberry
7858,7858,ScottGreen_GsY,Fri  01 Mar 2013 18:43:14 +0000,Twitter for BlackBerry,0,This BlackBerry Z10 is a joke! #CreepySick,28,4204,1,364,BlackBerry,Blackberry
7860,7860,splawik26,Fri  01 Mar 2013 18:48:00 +0000,Twitter for BlackBerry,0,Finally my calendars are working on my @BlackBerry #Z10.,33,584,0,102,BlackBerry,Blackberry
7861,7861,Sarah_AlSayegh,Fri  01 Mar 2013 18:48:29 +0000,Twitter for BlackBerry,0,I am having problems with my Z10! @blackberry,2450,46801,5,180,BlackBerry,Blackberry
7862,7862,AVPTIx,Fri  01 Mar 2013 18:56:12 +0000,Twitter for BlackBerry,0,Why couldn't have BlackBerry released the dates like a week earlier? I would have been attending BlackBerry Live and on vacation.,85,6721,1,57,BlackBerry,Blackberry
7863,7863,MartinJDub,Fri  01 Mar 2013 18:56:34 +0000,Twitter for BlackBerry,0,Inside BlackBerry Help Blog http://t.co/SdFXLiHV0I,473,6021,11,380,BlackBerry,Blackberry
7864,7864,MartinJDub,Fri  01 Mar 2013 18:58:51 +0000,Twitter for BlackBerry,0,I wonder If the @BlackBerry Fan of the month will be rocking a BlackBerry Z10 or BlackBerry OS  PlayBook or all Three. #TripleThreat,474,6024,11,380,BlackBerry,Blackberry
7865,7865,MartinJDub,Fri  01 Mar 2013 18:58:51 +0000,Twitter for BlackBerry,0,I wonder If the @BlackBerry Fan of the month will be rocking a BlackBerry Z10 or BlackBerry OS  PlayBook or all Three. #TripleThreat,473,6022,11,380,BlackBerry,Blackberry
7866,7866,hermancta,Fri  01 Mar 2013 19:01:55 +0000,Twitter for BlackBerry,0,#bb10 This new BlackBerry is awesome  brilliant  unbelievable! I love my #Z10! @BlackBerry_ZA,51,2901,0,110,BlackBerry,Blackberry
7867,7867,_vlopez,Fri  01 Mar 2013 19:04:03 +0000,Twitter for BlackBerry,0,@BlackBerry flying out from #YVR to #LAX today! #keepmovingup,59,1472,1,101,BlackBerry,Blackberry
7869,7869,AnthonyEyre,Fri  01 Mar 2013 19:08:00 +0000,Twitter for BlackBerry,0,@rob__orr when will sky be coming to the awesome bb10 &amp; PlayBook and please get the BlackBerry team to sort out the native Facebook app pls,59,2266,1,186,BlackBerry,Blackberry
7870,7870,femishow,Fri  01 Mar 2013 19:09:17 +0000,Twitter for BlackBerry,0,@antoniodabreu tried you earlier in Skype. Just got the new BlackBerry phone from my service provider for free so am rather excited.,40,293,0,70,BlackBerry,Blackberry
7871,7871,DhananBaduge,Fri  01 Mar 2013 19:09:55 +0000,Twitter for BlackBerry,0,@virginmobilecan When will the over the air update for BlackBerry Z10 be available?,2,8,0,7,BlackBerry,Blackberry
7872,7872,BBExaminer,Fri  01 Mar 2013 19:10:38 +0000,Twitter for BlackBerry,0,@GetGlue any plans to create an app for BlackBerry 10?,865,5637,74,168,BlackBerry,Blackberry
7873,7873,TrejuanBhana,Fri  01 Mar 2013 19:11:18 +0000,Twitter for BlackBerry,0,Never thought i would leave the Blackberry Keyboard but this Z10 :D #Love,185,1909,1,263,BlackBerry,Blackberry
7874,7874,TonyHove,Fri  01 Mar 2013 19:16:15 +0000,Twitter for BlackBerry,0,It's been 3 weeks and I can honestly say I love my new phone even more than I thought I would! @BlackBerry #Z10 #TeamBlackBerry,227,8698,6,907,BlackBerry,Blackberry
7875,7875,TonyHove,Fri  01 Mar 2013 19:19:32 +0000,Twitter for BlackBerry,0,BlackBerry is Back | http://t.co/xNLLFKsh2W http://t.co/8QPoK2Fd0Q,227,8699,6,907,BlackBerry,Blackberry
7877,7877,Sarah_AlSayegh,Fri  01 Mar 2013 19:24:04 +0000,Twitter for BlackBerry,0,I hope that @Wataniyatelecom release the New BB Z10 Software update since @blackberry are saying its Carriers job to do so! :),2450,46815,5,180,BlackBerry,Blackberry
7878,7878,Monangmukhola,Fri  01 Mar 2013 19:25:55 +0000,Twitter for BlackBerry,0,Just got my new #Blackberry10. I hope it will be good to me. @blackberry,32,137,0,37,BlackBerry,Blackberry
7879,7879,ImHookedOnBB,Fri  01 Mar 2013 19:25:57 +0000,Twitter for BlackBerry,0,"@Bell_Mobility until you build your own phone with the ""Bell OS""  how about you let blackberry decide when an update is ready. What a joke!",4,3,0,24,BlackBerry,Blackberry
7880,7880,ImHookedOnBB,Fri  01 Mar 2013 19:25:57 +0000,Twitter for BlackBerry,0,"@Bell_Mobility until you build your own phone with the ""Bell OS""  how about you let blackberry decide when an update is ready. What a joke!",4,3,0,24,BlackBerry,Blackberry
7881,7881,ALotze,Fri  01 Mar 2013 19:26:23 +0000,Twitter for BlackBerry,0,: tweeting with the new blackberry z10 :),24,2658,2,24,BlackBerry,Blackberry
7882,7882,mrally,Fri  01 Mar 2013 19:27:34 +0000,Twitter for BlackBerry,0,Enjoying my bb10 @blackberry,129,1649,1,516,BlackBerry,Blackberry
7883,7883,LoganPercy67,Fri  01 Mar 2013 19:28:44 +0000,Twitter for BlackBerry,0,New blackberry!,101,52,0,123,BlackBerry,Blackberry
7884,7884,hatem360,Fri  01 Mar 2013 19:30:01 +0000,Twitter for BlackBerry,0,My first tweet from my BlackBerry Z10 oh yeah!,120,1347,0,865,BlackBerry,Blackberry
7885,7885,KeionKirby,Fri  01 Mar 2013 19:33:32 +0000,Twitter for BlackBerry,0,I'm getting a hang of the Blackberry z10's touch keyboard. Feels good.,409,27637,10,701,BlackBerry,Blackberry
7886,7886,Jacques_van_Eck,Fri  01 Mar 2013 19:34:00 +0000,Twitter for BlackBerry,0,Finally have the amazing BlackBerry #Z10 in my hands! @BlackBerry_ZA,19,253,0,45,BlackBerry,Blackberry
7888,7888,timothywindsor,Fri  01 Mar 2013 19:34:20 +0000,Twitter for BlackBerry,0,@MetaView that suggests you are missing the RDK key. It doesn't happen when you sign release builds for BlackBerry 10?,616,1861,27,566,BlackBerry,Blackberry
7889,7889,BBExaminer,Fri  01 Mar 2013 19:38:29 +0000,Twitter for BlackBerry,0,Shaking my fist at Canadian and maple syrup bc I can't get the BlackBerry 10 update in the US.,865,5639,74,168,BlackBerry,Blackberry
7890,7890,Saad_iAm,Fri  01 Mar 2013 19:38:38 +0000,Twitter for BlackBerry,0,@CrackBerry @crackberrykevin when is Whatsapp coming for BlackBerry 10  I just can't wait now  is their a way to get it now?,62,421,0,142,BlackBerry,Blackberry
7892,7892,AlWheibi,Fri  01 Mar 2013 19:40:13 +0000,Twitter for BlackBerry,0,If you want to feel that you're handsome  just buy BlackBerry Z10 &lt;3,712,72082,7,91,BlackBerry,Blackberry
7893,7893,robevans,Fri  01 Mar 2013 19:53:05 +0000,Twitter for BlackBerry,0,"""@gigaom: BlackBerry Z10 gets first software update  with 5 improvements http://t.co/qWLf17dGtr"" hurry up UK carriers!",1252,7105,51,1047,BlackBerry,Blackberry
7894,7894,ScottHicks19,Fri  01 Mar 2013 19:58:00 +0000,Twitter for BlackBerry,0,Trying to Peek and Flow on my PlayBook and iPad now #nothappening @BlackBerry #BB10,48,202,0,55,BlackBerry,Blackberry
7895,7895,steverman69,Fri  01 Mar 2013 19:59:50 +0000,Twitter for BlackBerry,0,Thank you #blackberry team for the new software update for the Z10.,28,104,0,118,BlackBerry,Blackberry
7896,7896,Alexandros9900,Fri  01 Mar 2013 19:59:55 +0000,Twitter for BlackBerry,0,So other than sitting outside #BlackBerry and drooling  what's good to do in Waterloo on a weekend?,218,6188,7,400,BlackBerry,Blackberry
7897,7897,GemmaMack,Fri  01 Mar 2013 20:01:52 +0000,Twitter for BlackBerry,0,@MissNatalieMacc haha! Got the new blackberry. Aw cant believe your not coming :( xx,93,588,0,164,BlackBerry,Blackberry
7898,7898,wdelves,Fri  01 Mar 2013 20:01:55 +0000,Twitter for BlackBerry,0,My first Tweet with my new @BlackBerry #Z10 and it is sweet.,37,93,0,190,BlackBerry,Blackberry
7899,7899,Con5truction,Fri  01 Mar 2013 20:02:19 +0000,Twitter for BlackBerry,0,146mb update for the #blackberry #z10,1261,3531,9,1299,BlackBerry,Blackberry
7900,7900,Hussain_AlSleem,Fri  01 Mar 2013 20:03:39 +0000,Twitter for BlackBerry,0,Just for ur info ppl blackberry z10 sucks,441,27495,3,108,BlackBerry,Blackberry
7901,7901,Neives,Fri  01 Mar 2013 20:04:09 +0000,Twitter for BlackBerry,0,BlackBerry is Back http://t.co/o9IzFwUlaV,69,3185,1,47,BlackBerry,Blackberry
7903,7903,Jsanders10,Fri  01 Mar 2013 20:07:39 +0000,Twitter for BlackBerry,0,BlackBerry Bridge for OS10 Devices upgraded to v3.0.9.8.,2440,10189,61,555,BlackBerry,Blackberry
7904,7904,_vlopez,Fri  01 Mar 2013 20:09:12 +0000,Twitter for BlackBerry,0,@BlackBerry will you still be there around 5 pm?,59,1473,1,101,BlackBerry,Blackberry
7905,7905,BrianVictorFox,Fri  01 Mar 2013 20:12:13 +0000,Twitter for BlackBerry,0,@UK_BlackBerry when will orange UK  be releasing the Z10 update? Thanks.,39,218,0,42,BlackBerry,Blackberry
7907,7907,yorksbodyclinic,Fri  01 Mar 2013 20:16:41 +0000,Twitter for BlackBerry,0,@ghjandbuild it's BlackBerry's new smartphone. Really nice :-) just getting used to it-v different to torch! Contacts weird but think tfr,740,7451,13,984,BlackBerry,Blackberry
7908,7908,djpablodadon,Fri  01 Mar 2013 20:24:15 +0000,Twitter for BlackBerry,0,@virginmobilecan when are you going to have/release the @blackberry 10 OTA software upgrade? Thx.,176,2495,3,253,BlackBerry,Blackberry
