date,followers,friends,listed,predicted,retweets,source,source_cleaned,statuses,tweettopic,user,text
Fri  01 Mar 2013 19:55:05 +0000,563,496,1,neutral,0,Twitter for BlackBerry??,BlackBerry,19977,iOS_BB,Jewii_Salk,Iphone of blackberry z10?
Fri  01 Mar 2013 19:56:51 +0000,120,137,1,neutral,0,Twitter for BlackBerry??,BlackBerry,7227,iOS_BB,Osewuz_1,Iphone 5 or SIII pursuit....fuck blackberry
Fri  01 Mar 2013 19:57:38 +0000,434,225,1,positive,0,Twitter for BlackBerry??,BlackBerry,11369,iOS_BB,moll_mcderm,Can't believe I actually still have a blackberry #retro #fuckiphones #jokegetmeone #hashtagmania
Fri  01 Mar 2013 19:57:47 +0000,349,354,0,positive,0,Twitter for BlackBerry??,BlackBerry,9795,iOS_BB,JoeFennell_,Getting a iPhone 5 on Tuesday can't wait to get rid of this fucking Blackberry
Fri  01 Mar 2013 19:58:28 +0000,357,407,0,positive,0,Twitter for BlackBerry??,BlackBerry,1106,iOS_BB,beccaroark27,Ladies and gentleman I am on my way to get my iphone!!! Last tweet from the old blackberry #getreadyforemojis
Fri  01 Mar 2013 19:59:59 +0000,269,123,3,neutral,0,Twitter for BlackBerry??,BlackBerry,7372,iOS_BB,sterli,No just in your dream ! RT @jagdude11: @BlackBerry does z10 have features like iPhone 5
Fri  01 Mar 2013 20:01:40 +0000,471,425,0,positive,0,Twitter for BlackBerry??,BlackBerry,368,iOS_BB,Daniuuuuu,This blackberry is so annoying I seriously can't wait to get an iPhone or just any other phone but never a blackberry again..
Fri  01 Mar 2013 20:04:51 +0000,153,146,0,positive,0,Twitter for BlackBerry??,BlackBerry,1179,iOS_BB,Cora_Mcphail,Do I get the new blackberry z10  or the Iphone 5? #decisionsdecisions
Fri  01 Mar 2013 20:05:22 +0000,337,393,0,positive,0,Twitter for BlackBerry??,BlackBerry,4081,iOS_BB,MickeyDonnelly7,The battery life of my Blackberry is absolute shocking #WantAnIphone
Fri  01 Mar 2013 20:09:55 +0000,460,800,2,positive,0,Twitter for BlackBerry??,BlackBerry,13021,iOS_BB,cynderoo,Looking at how my blackberry is set up after having a Iphone makes me LOL #looksShit
Fri  01 Mar 2013 20:11:14 +0000,5316,5366,160,positive,0,Twitter for BlackBerry??,BlackBerry,13321,iOS_BB,Rocketroxy1,On half an hour break with only my blackberry and can of coke to keep me company.... Times I wish I had a iphone right bout now
Fri  01 Mar 2013 20:13:47 +0000,403,195,1,negative,0,Twitter for BlackBerry??,BlackBerry,7334,iOS_BB,Blessing_Garcia,Blackberry's are so annoying  want an iPhone
Fri  01 Mar 2013 20:15:52 +0000,330,199,0,positive,0,Twitter for BlackBerry??,BlackBerry,8165,iOS_BB,katarinaxxo,I'm honestly ashamed to pull my blackberry out in public but I'm too broke for an iphone
Fri  01 Mar 2013 20:16:11 +0000,206,240,1,positive,0,Twitter for BlackBerry??,BlackBerry,810,iOS_BB,tomsolomonactor,I do love my Blackberry. I've had one for 7 years  but I think I'm changing to iphone 5 on Wednesday! #decisions
Fri  01 Mar 2013 20:17:39 +0000,129,82,0,neutral,0,Twitter for BlackBerry??,BlackBerry,3037,iOS_BB,Latifa_YK,Iphone or blackberry?
Fri  01 Mar 2013 20:20:05 +0000,386,493,0,positive,0,Twitter for BlackBerry??,BlackBerry,1680,iOS_BB,Hafsa550,I hate my blackberry can't wait to get my iphone :D
Fri  01 Mar 2013 20:22:27 +0000,736,633,0,neutral,0,Twitter for BlackBerry??,BlackBerry,5111,iOS_BB,Xamie_XtremE,A' Alcatel  is good lmao "@ify2sk: Lol or "an" blackberry RT @esqbeats:. @yarinya_: No sir get 'an' nokia"@ohaveez: Shud I get a iphone
Fri  01 Mar 2013 20:26:04 +0000,2269,2094,4,neutral,0,Twitter for BlackBerry??,BlackBerry,6557,iOS_BB,aliceJLSx,@xTeamAriGrande_ iPhone or Blackberry?
Fri  01 Mar 2013 20:26:06 +0000,1131,1309,1,positive,0,Twitter for BlackBerry??,BlackBerry,11711,iOS_BB,xMyraKhanx,Twitters wayyy better on ur IPod/IPhone rather then your Blackberry!
Fri  01 Mar 2013 20:27:16 +0000,280,499,0,positive,0,Twitter for BlackBerry??,BlackBerry,2994,iOS_BB,iam_kamsy,Don't treat someone like an iPhone if they treat yu like a blackberry...
Fri  01 Mar 2013 20:28:49 +0000,19,63,1,positive,0,Twitter for BlackBerry??,BlackBerry,65,iOS_BB,JozeRodders,I think I might finally be there! I may be the last one :) RIP blackberry... Now to decide between iPhone or Samsung. Views?
Fri  01 Mar 2013 20:30:59 +0000,220,357,0,neutral,0,Twitter for BlackBerry??,BlackBerry,8932,iOS_BB,laurennicolsonx,@DonnaBell_x haven't seen it  iPhone5 looks so prettty tho :) haha this will be my first and last blackberry! x
Fri  01 Mar 2013 20:35:53 +0000,91,531,0,positive,0,Twitter for BlackBerry??,BlackBerry,5012,iOS_BB,EdizzleG,@BenLawrence79 nah  yo shit on the iphone don't show up on my blackberry! #shitphone #imfunnyandiknowit
Fri  01 Mar 2013 20:38:32 +0000,214,217,0,positive,0,Twitter for BlackBerry??,BlackBerry,938,iOS_BB,Le_abbot,Want a iphone but only just got this blackberry *sigh*
Fri  01 Mar 2013 20:39:08 +0000,135,202,0,positive,0,Twitter for BlackBerry??,BlackBerry,1406,iOS_BB,Adamloftus95,@AbigailNicholds is this snap chat shizzle just for iphones and not for us blackberry wankers?
Fri  01 Mar 2013 20:40:05 +0000,226,158,2,positive,0,Twitter for BlackBerry??,BlackBerry,1320,iOS_BB,kathrobinson,Seconds away from making the big switch! Same #. Goodbye blackberry! #iphone
Fri  01 Mar 2013 20:50:01 +0000,1455,1610,0,neutral,0,Twitter for BlackBerry??,BlackBerry,29329,iOS_BB,TheOpportunist_,--&gt;"@PhiweMandondo: While tweeting with your blackberry.. RT @climmie9: I'm on my iPhone  bitches put their naked pictures on my iPad"
Fri  01 Mar 2013 20:50:54 +0000,515,361,0,positive,0,Twitter for BlackBerry??,BlackBerry,20824,iOS_BB,jocharlotte_,Typing on a blackberry is so weird when you've got used to an iphone.
Fri  01 Mar 2013 20:55:07 +0000,179,87,0,neutral,0,Twitter for BlackBerry??,BlackBerry,482,iOS_BB,cheryllrebecca,@olsxo still a blackberry man  getting iphone5 soon hopefully
Fri  01 Mar 2013 21:03:00 +0000,279,65,2,positive,0,Twitter for BlackBerry??,BlackBerry,15856,iOS_BB,_iMS0FRESH,Blackberry / Iphone ???
Fri  01 Mar 2013 21:03:50 +0000,279,1386,2,positive,0,Twitter for BlackBerry??,BlackBerry,1810,iOS_BB,LouhMusiq,@IdealRadioSacha @TheYoungPunx @IdealSecretary  #Twitter #Love thanQ for the Links u gave its made my Blackberry to hv gud rocking tunes
Fri  01 Mar 2013 21:12:39 +0000,1067,697,1,neutral,0,Twitter for BlackBerry??,BlackBerry,18451,iOS_BB,RanyaFahad1,"@BNOO_AMY: Blackberry needs instagram  and iPhone needs BBM."
Fri  01 Mar 2013 21:15:04 +0000,485,1486,0,positive,0,Twitter for BlackBerry??,BlackBerry,7494,iOS_BB,lily_c_watts,I want an iphone idec if its the iphone 3 anything to get me off this fucking blackberry it shit!
Fri  01 Mar 2013 21:15:42 +0000,202,262,1,neutral,0,Twitter for BlackBerry??,BlackBerry,4161,iOS_BB,lovcrux,[X]nike []adidas []vans   [x]iphone []blackberry []samsung
Fri  01 Mar 2013 21:16:06 +0000,201,81,2,neutral,0,Twitter for BlackBerry??,BlackBerry,7602,iOS_BB,nouf_alshaiq,Blackberry needs instagram  and iPhone needs BBM.
Fri  01 Mar 2013 21:18:18 +0000,16,72,0,negative,0,Twitter for BlackBerry??,BlackBerry,48,iOS_BB,B_Price_,"@liamdevlincasey: Just dropped my iPhone  the screen shattered and now I have a bloody thumb :(" Time to get the new Blackberry Z10.
Fri  01 Mar 2013 21:29:52 +0000,138,289,4,neutral,0,Twitter for BlackBerry??,BlackBerry,2227,iOS_BB,caitogrady,"@worsleyac: i feel like gin and rum are like having and iphone and a blackberry... we all know what is what" totally inaccurate statement
Fri  01 Mar 2013 21:38:42 +0000,376,864,0,positive,0,Twitter for BlackBerry??,BlackBerry,3381,iOS_BB,phoebemay11,So wish you could get all the aps on an iphone on a blackberry !!!
Fri  01 Mar 2013 21:40:22 +0000,1429,142,0,positive,0,Twitter for BlackBerry??,BlackBerry,29240,iOS_BB,toxicdeldrew,......she has an iphone and a blackberry http://t.co/Nuqo0hpts7
Fri  01 Mar 2013 21:44:21 +0000,81,82,0,positive,0,Twitter for BlackBerry??,BlackBerry,2032,iOS_BB,ashh_kas,peace out blackberry   hello iphone ???
Fri  01 Mar 2013 21:44:37 +0000,583,615,1,neutral,0,Twitter for BlackBerry??,BlackBerry,11921,iOS_BB,remazkhayat,"@Emi_Abdullah: Blackberry needs instagram  and iPhone needs BBM."
Fri  01 Mar 2013 21:46:41 +0000,147,286,0,neutral,0,Twitter for BlackBerry??,BlackBerry,2796,iOS_BB,rubaban,@bfanoo PSA 'And Now You Know' - iPhone Vs Blackberry  http://t.co/D7oYG2XEMA
Fri  01 Mar 2013 21:48:45 +0000,239,345,0,positive,0,Twitter for BlackBerry??,BlackBerry,11090,iOS_BB,B_REEZY95,@RebekahSargeant lmao remmeber I still have a blackberry -_-  I can't see iphone smilys:(  since in an uncle am I an UILF ;)?
Fri  01 Mar 2013 21:50:54 +0000,320,75,0,positive,0,Twitter for BlackBerry??,BlackBerry,24936,iOS_BB,_Loyaltyiskeyy,Wow my mom got a blackberry 10 nothing compared to my iphone &amp; berry lmaoo so madd
Fri  01 Mar 2013 21:51:48 +0000,360,314,1,positive,0,Twitter for BlackBerry??,BlackBerry,20319,iOS_BB,kingvanderbilt,Ok so am test drive the iphone 4S :D oh yes sweet!! Fuck a blackberry
Fri  01 Mar 2013 21:52:06 +0000,128,128,0,positive,0,Twitter for BlackBerry??,BlackBerry,649,iOS_BB,charlotteserese,Need to get rid of this shitty blackberry and get myself an iphone #ootoot
Fri  01 Mar 2013 21:52:23 +0000,150,151,0,positive,0,Twitter for BlackBerry??,BlackBerry,199,iOS_BB,FiveStarRahim,Only use my Iphone for instagram only use my blackberry for BBM
Fri  01 Mar 2013 21:54:23 +0000,30,86,0,positive,0,Twitter for BlackBerry??,BlackBerry,1412,iOS_BB,chantirose,Internet on my Blackberry sucks mad choade. Can't even check my work e-mail. Need to switch teams soon. Samsung Galaxy 3S or Iphone 5?
Fri  01 Mar 2013 21:57:24 +0000,33,260,0,neutral,0,Twitter for BlackBerry??,BlackBerry,378,iOS_BB,Prettii01,Who hav ah blackberry allyuh issa boss! N if allyun hav iphone or galaxy allyuh dred 2!!!! Dyaz it dun tlk lmao #phones #technology
Fri  01 Mar 2013 21:57:43 +0000,175,111,6,positive,0,Twitter for BlackBerry??,BlackBerry,1232,iOS_BB,Catherinexo_,Never ever  ever buying a Blackberry again. #shouldbeteamiPhone
Fri  01 Mar 2013 21:59:28 +0000,30,30,0,positive,0,Twitter for BlackBerry??,BlackBerry,402,iOS_BB,Joserobertobs_,?? #iPhone vs #Blackberry ? #iPhone.
Fri  01 Mar 2013 22:03:02 +0000,766,391,0,neutral,0,Twitter for BlackBerry??,BlackBerry,13421,iOS_BB,KellySixsmith,Hate how Owen got an iphone and I lost my BlackBerry Messenger buddy :(
Fri  01 Mar 2013 22:06:54 +0000,777,320,13,positive,0,Twitter for BlackBerry??,BlackBerry,12837,iOS_BB,freshfruits_djs,Switching between a blackberry and an iPhone for different people makes me feel like such a P.I.M.P
Fri  01 Mar 2013 22:07:25 +0000,185,211,1,neutral,0,Twitter for BlackBerry??,BlackBerry,6027,iOS_BB,RhiannaSimone,The emojis for Iphone messages are so cool... Blackberry  you are shite.
Fri  01 Mar 2013 22:09:43 +0000,291,119,0,negative,0,Twitter for BlackBerry??,BlackBerry,4816,iOS_BB,mullarkey800,love that when my iphone dies I can turn to my blackberry and the other way round (although my blackberry is a piece of poo)
Fri  01 Mar 2013 22:18:08 +0000,144,154,2,positive,0,Twitter for BlackBerry??,BlackBerry,5450,iOS_BB,Charley_Eves,Fed up of having a blackberry and everyone using enoji and all I see is black squares #stupidblackberry #needtheiphone5
Fri  01 Mar 2013 22:18:40 +0000,68,19,0,positive,0,Twitter for BlackBerry??,BlackBerry,592,iOS_BB,opoka17,My IPHONE 8S causes me problems because it says I'm tweeting from a blackberry. #Deception
Fri  01 Mar 2013 22:19:33 +0000,1573,1857,5,positive,0,Twitter for BlackBerry??,BlackBerry,11598,iOS_BB,itsamelia__,Its not even funny that I can get iPhone emotions on whattsapp for blackberry  but I can't get them on my iPod psh
Fri  01 Mar 2013 22:22:46 +0000,187,735,1,positive,0,Twitter for BlackBerry??,BlackBerry,6746,iOS_BB,_Karen_P,The only reason I wanted a Blackberry was for bbm  but now most people are getting iPhones  soo..
Fri  01 Mar 2013 22:24:35 +0000,165,254,0,negative,0,Twitter for BlackBerry??,BlackBerry,372,iOS_BB,KrittenBailey,There's all my friends whipping out their iphones and playing subway surf. So I whip my blackberry out and play snake.
Fri  01 Mar 2013 22:24:36 +0000,598,456,2,positive,0,Twitter for BlackBerry??,BlackBerry,28286,iOS_BB,Mooser_EsBee,Omgg!! Hell No  I'm Weary Of Blackberry As A Whole Talkless Of That Z10  Switching To IOs Soon :D @Thug_LaeF
Fri  01 Mar 2013 22:24:40 +0000,288,189,0,positive,0,Twitter for BlackBerry??,BlackBerry,9334,iOS_BB,marcgamit,why did I chose blackberry over iphone. I get mad every time I think about it
Fri  01 Mar 2013 22:27:32 +0000,792,748,0,neutral,0,Twitter for BlackBerry??,BlackBerry,14089,iOS_BB,meganrouch,"@georgepool1000: @meganrouch gay gay gay having a blackberry" iphone wanker
Fri  01 Mar 2013 22:36:57 +0000,280,499,0,positive,0,Twitter for BlackBerry??,BlackBerry,2977,iOS_BB,TheDanHunt,My brother has an iPhone 5 now.... And I still have a Blackberry.. What is wrong with the world? :'(
Fri  01 Mar 2013 22:38:48 +0000,350,355,1,negative,0,Twitter for BlackBerry??,BlackBerry,1825,iOS_BB,lukebrooksmyboo,On my brothers old blackberry. Omg. So not used to not typing on a blackberry anymore. iPhones are so much better :)
Fri  01 Mar 2013 22:39:59 +0000,143,219,0,positive,0,Twitter for BlackBerry??,BlackBerry,517,iOS_BB,LydiaHeishman,This is my last tweet from the crappy blackberry #helloiphone
Fri  01 Mar 2013 22:49:29 +0000,208,221,0,positive,0,Twitter for BlackBerry??,BlackBerry,1193,iOS_BB,allysonvv,Just switched my phones over.. Now I am sending texts from my blackberry and receiving them on my iphone.. Hmmm
Fri  01 Mar 2013 22:52:50 +0000,183,192,2,neutral,0,Twitter for BlackBerry??,BlackBerry,374,iOS_BB,BlackBerryQ10,"@Bev_Muff: Now I'm TOTALLY confused...Samsung? Iphone5? Blackberry Q10?" Can anyone help Bev out?
Fri  01 Mar 2013 22:53:02 +0000,174,169,0,positive,0,Twitter for BlackBerry??,BlackBerry,2275,iOS_BB,g_chelseax,Am I doing the right thing getting an iphone5 and getting rid of my blackberry? HELP
Fri  01 Mar 2013 22:54:04 +0000,1479,747,5,negative,0,Twitter for BlackBerry??,BlackBerry,43957,iOS_BB,_del_b0y,Yep  I'm the one who had an iPhone and then got a BlackBerry instead. Let's all laugh at Scarlett...
Fri  01 Mar 2013 23:00:16 +0000,26,34,0,positive,0,Twitter for BlackBerry??,BlackBerry,154,iOS_BB,St_Fosse,Blackberry you suck dick  work when I need you to god damn it  ill get a fucking iphone I swear to god. #Truestory
Fri  01 Mar 2013 23:03:00 +0000,284,119,0,neutral,0,Twitter for BlackBerry??,BlackBerry,5534,iOS_BB,kkaaiiccii,buhhhh bye team iphone :) hhhello blackberry bold! Missed you mucho :* :)
Fri  01 Mar 2013 23:05:30 +0000,265,249,0,positive,0,Twitter for BlackBerry??,BlackBerry,1984,iOS_BB,NoraMetajx,Hardly ever go on my blackberry since I got my iphone Lol
Fri  01 Mar 2013 23:07:21 +0000,76,129,0,neutral,0,Twitter for BlackBerry??,BlackBerry,804,iOS_BB,Justin_Jwzz_,RT Blackberry Iphone
Fri  01 Mar 2013 23:09:35 +0000,238,669,4,positive,0,Twitter for BlackBerry??,BlackBerry,2415,iOS_BB,VerityRamsay,Transferring from blackberry to iphone no one text/call me until tomorrow afternoon
Fri  01 Mar 2013 23:11:30 +0000,176,199,0,neutral,0,Twitter for BlackBerry??,BlackBerry,3815,iOS_BB,emmbarbs,iPhone's have way cooler cases than blackberry's..
Fri  01 Mar 2013 23:12:16 +0000,151,172,1,positive,0,Twitter for BlackBerry??,BlackBerry,2252,iOS_BB,maatthill,Last week with my blackberry #iphone
Fri  01 Mar 2013 23:16:17 +0000,307,240,0,positive,0,Twitter for BlackBerry??,BlackBerry,5947,iOS_BB,Joe_Etherington,As soon as I get an iphone this blackberry is getting smashed up by a hammer  I can't stand it
Fri  01 Mar 2013 23:20:58 +0000,147,153,0,neutral,0,Twitter for BlackBerry??,BlackBerry,796,iOS_BB,ImTheBestestHoe,8year old brother has an iphone 5  13 year old brother&amp;both parents have iphone 4&amp; I got a shit Blackberry:'( !; fuck ya'll I got an ipad
Fri  01 Mar 2013 23:27:40 +0000,624,952,6,positive,0,Twitter for BlackBerry??,BlackBerry,17716,iOS_BB,PWHambling,Hoping to be back on iPhone in a few days  sick to death of this blackberry not working properly!
Fri  01 Mar 2013 23:33:54 +0000,13,7,0,neutral,0,Twitter for BlackBerry??,BlackBerry,16,iOS_BB,AMOJ_Fanfics,(c) one and I don't know when she's gonna  but I will start writing either on my blackberry or iPhone :)x
Fri  01 Mar 2013 23:36:41 +0000,815,603,0,positive,0,Twitter for BlackBerry??,BlackBerry,1850,iOS_BB,Lovatic_guyXD,Why is twitter not working on my iphone...got no choice but to use my crappy blackberry ugh!!
Fri  01 Mar 2013 18:59:36 +0000,141,121,1,neutral,0,UberSocial for BlackBerry,BlackBerry,4199,iOS_BB,ItsSimplyZoe,But...??? RT @Leon_Payn: All the cool people are leaving blackberry...as from April if you don't have ios. I have news for you..
Fri  01 Mar 2013 20:18:11 +0000,322,278,1,neutral,0,UberSocial for BlackBerry,BlackBerry,24207,iOS_BB,emceeque,Lol RT @ik_slick: RT @iPhoneTeam: BlackBerry Creative Director Alicia Keys tweets from iPhone  claims Twitter ... http://t.co/hGgfwvvCwr
Fri  01 Mar 2013 20:44:44 +0000,947,737,4,positive,0,UberSocial for BlackBerry,BlackBerry,24750,iOS_BB,PhiweMandondo,While tweeting with your blackberry.. RT @climmie9: I'm on my iPhone  bitches put their naked pictures on my iPad
Fri  01 Mar 2013 21:03:14 +0000,62,93,0,neutral,0,UberSocial for BlackBerry,BlackBerry,501,iOS_BB,iamSinawo,iPhone gets ma vote RT @xoxannabellhard: Can't decide wether I want a blackberry or an iPhone...hhhmmm?? This one is a toughy
Fri  01 Mar 2013 23:28:08 +0000,242,367,18,negative,0,UberSocial for BlackBerry,BlackBerry,74821,iOS_BB,JoeMacsOlivia,Dear friends  look at what Telus sent me.  The time has come for a new phone. iphone or the new Blackberry? http://t.co/GHP2780ECN
