id,predicted,text
1974,p,Whenever people use emoticons  I only see boxes. Thanks android. Thanks.
1976,u,I have reached level 23 in The Tribez! Join in and try to overtake me! http://t.co/kXzOhkUUbP #android  #androidgames  #gameinsight
1977,u,I've collected 95 gold coins! http://t.co/jK0mGWCdyK #android  #androidgames  #gameinsight
1978,u,I have completed the quest 'Collect income fro...' in the #Android game The Tribez. http://t.co/E0zH0gi1FL #androidgames  #gameinsight
1984,u,I've collected 40 gold coins! http://t.co/jK0mGWCdyK #android  #androidgames  #gameinsight
2013,u,I have completed the quest 'Watch the road and...' in the #Android game The Tribez. http://t.co/6ORSmEwg3T #androidgames  #gameinsight
2014,u,I have Column on my island! Now my island is even more awesome! http://t.co/9btkpBTjxd #android  #androidgames  #gameinsight
2016,u,I've harvested 100 of food! http://t.co/e5pgOGEZaQ #android  #androidgames  #gameinsight
2037,u,I have Ancient Bar on my island! Now my island is even more awesome! http://t.co/hZpnVcpwtt #android  #androidgames  #gameinsight
2041,u,I have completed the quest 'Fulfill 5 wishes i...' in the #Android game The Tribez. http://t.co/YSxSGnFZlq #androidgames  #gameinsight
2046,u,Start playing Paradise Island on Android http://t.co/vBwCypqI4o #Android #Androidgames #Gameinsight http://t.co/FR0y869ZFJ
2070,u,I've harvested 1 060 of food! http://t.co/JkuZ7msM5v #android  #androidgames  #gameinsight
2074,u,Start playing Paradise Island on Android http://t.co/vBwCypqI4o #Android #Androidgames #Gameinsight http://t.co/L6WOCSM9mK
2076,u,I've collected 23 737 gold coins! http://t.co/MmUKTZVJpA #android  #androidgames  #gameinsight
2077,n,Android's multi tasking makes so much more sense with a quad core powering it. Also THEM TRANSITIONS
2101,u,Start playing Paradise Island on Android http://t.co/7MPXuwSEJx #Android #Androidgames #Gameinsight http://t.co/iZnsUVWOXo
2102,u,Start playing Paradise Island on Android http://t.co/vBwCypqI4o #Android #Androidgames #Gameinsight http://t.co/YBMg0yY7hU
2103,u,I have Warehouse on my island! Now my island is even more awesome! http://t.co/8XjqHt7xi7 #android  #androidgames  #gameinsight
2104,u,I have completed the quest 'Review the game.' in the #Android game The Tribez. http://t.co/6ORSmEwg3T #androidgames  #gameinsight
2105,u,I've collected 13 617 gold coins! http://t.co/1Lv0WZTpjM #android  #androidgames  #gameinsight
2106,u,The Tribez is a great game! Try to become a tribal leader! http://t.co/uwdb7YZSJo #android  #androidgames  #gameinsight
2107,p,My old as android can't screenshot lol
2109,p,@RWG_LOVE i can't c them emojis right now im android thuggin
2112,u,I have Forester`s Hut on my island! Now my island is even more awesome! http://t.co/CCuBsKzUi7 #android  #androidgames  #gameinsight
2128,u,I've collected 11 345 gold coins! http://t.co/wOK1XeItHk #android  #androidgames  #gameinsight
2136,u,I have completed the quest 'Find 5 stone tablets.' in the #Android game The Tribez. http://t.co/oK6yT02zOw #androidgames  #gameinsight
2138,u,I've collected 14 562 gold coins! http://t.co/MmUKTZVJpA #android  #androidgames  #gameinsight
2140,u,I have Sand Pit on my island! Now my island is even more awesome! http://t.co/kFxxkfze4j #android  #androidgames  #gameinsight
2141,u,I have Marble Processing Mill on my island! Now my island is even more awesome! http://t.co/kFxxkfze4j #android  #androidgames  #gameinsight
2160,u,I have completed the quest 'Build 2 Nice Huts' in the #Android game The Tribez. http://t.co/3Z7aotdj3S #androidgames  #gameinsight
2161,u,I have Nice Hut on my island! Now my island is even more awesome! http://t.co/RWJidezRkz #android  #androidgames  #gameinsight
2162,u,Just woke up! Sleep as Android Sleep Record  28/02 0:00 - 28/02 8:42  52% Deep sleep http://t.co/pKHMKXnFk6
2164,u,Start playing Paradise Island on Android http://t.co/7MPXuwSEJx #Android #Androidgames #Gameinsight http://t.co/bl9G6YpPJR
2169,u,I've harvested 774 of food! http://t.co/A6AIdGsSAr #android  #androidgames  #gameinsight
2185,u,I've collected 13 121 gold coins! http://t.co/UEOPsDawtO #android  #androidgames  #gameinsight
2193,p,Check Out My Top Callers and Texters.

Sent from my Android Current Caller ID app. http://t.co/X9qO9T6Nqv http://t.co/WLWq3TJso9
2194,u,I've collected 12 238 gold coins! http://t.co/UEOPsDawtO #android  #androidgames  #gameinsight
2196,u,Start playing Paradise Island on Android http://t.co/vBwCypqI4o #Android #Androidgames #Gameinsight http://t.co/UyJkoEwtxp
2198,p,I thought you would find this interesting:

1 John 4:4 (02-28-13) - http://t.co/CTcgnq9HS1

Shared from Devotion  an Android app.
2213,u,I have completed the quest 'Review the game.' in the #Android game The Tribez. http://t.co/3Z7aotdj3S #androidgames  #gameinsight
2214,u,I have discovered a new territory in The Tribez! http://t.co/Yu6oHlN2Fz #android  #androidgames  #gameinsight
2224,u,I have completed the quest 'Protect against ev...' in the #Android game The Tribez. http://t.co/dKz0hlFXOf #androidgames  #gameinsight
2225,u,I've harvested 8 of food! http://t.co/Yx1IUt4JeH #android  #androidgames  #gameinsight
2247,u,I've harvested 1 154 of food! http://t.co/vA4tbrxy30 #android  #androidgames  #gameinsight
2248,u,I have completed the quest 'Build 3 Flowerbeds.' in the #Android game The Tribez. http://t.co/3Z7aotdj3S #androidgames  #gameinsight
2252,u,Start playing Paradise Island on Android http://t.co/7MPXuwSEJx #Android #Androidgames #Gameinsight http://t.co/9r2Xdgl0dW
2254,u,I've collected 5 744 gold coins! http://t.co/zFFJzko4gZ #android  #androidgames  #gameinsight
2257,u,I've collected 86 250 gold coins! http://t.co/TWJDkq7KV9 #android  #androidgames  #gameinsight
2258,u,I've harvested 1 215 of food! http://t.co/evzZDU6Lhl #android  #androidgames  #gameinsight
2260,u,I have Flowerbed on my island! Now my island is even more awesome! http://t.co/RWJidezRkz #android  #androidgames  #gameinsight
2289,u,Sound and Vision by David Bowie on Grooveshark for Android: http://t.co/NhA2eBhM79
2293,u,I've harvested 30 of food! http://t.co/Yx1IUt4JeH #android  #androidgames  #gameinsight
2294,u,I have Column on my island! Now my island is even more awesome! http://t.co/B1VavXldxA #android  #androidgames  #gameinsight
2295,u,I've harvested 619 of food! http://t.co/wLBMCF4LXy #android  #androidgames  #gameinsight
2318,u,I've collected 3 470 gold coins! http://t.co/LlrgLaoFw3 #android  #androidgames  #gameinsight
2319,u,I've collected 1 405 gold coins! http://t.co/evQvpqyRPv #android  #androidgames  #gameinsight
2327,u,I have completed the quest 'Upgrade the Ancien...' in the #Android game The Tribez. http://t.co/3Z7aotdj3S #androidgames  #gameinsight
2339,u,I've collected 74 000 gold coins! http://t.co/TWJDkq7KV9 #android  #androidgames  #gameinsight
2340,u,I have Bench on my island! Now my island is even more awesome! http://t.co/Uq3im2przB #android  #androidgames  #gameinsight
2341,u,I've collected 16 310 gold coins! http://t.co/flokYkxLRP #android  #androidgames  #gameinsight
2343,u,@CarbonAndroid any news on optimized version of carbon for tablet users?  You've had some tweets using graphite  for Android? Just wondering
2349,u,I've harvested 80 of food! http://t.co/Yx1IUt4JeH #android  #androidgames  #gameinsight
2350,u,Start playing Rock the Vegas on Android! http://t.co/TUKduii7W8 #Android #Androidgames #Gameinsight http://t.co/aXNBpRmEm4
2351,u,I've collected 30 020 gold coins! http://t.co/zFFJzko4gZ #android  #androidgames  #gameinsight
2378,u,Start playing Paradise Island on Android http://t.co/YrtZiKXbAQ #Android #Androidgames #Gameinsight http://t.co/B4SlUug4pk
2382,u,Start playing Paradise Island on Android http://t.co/vBwCypqI4o #Android #Androidgames #Gameinsight http://t.co/D9KTbsYsg6
2385,u,I've collected 18 325 gold coins! http://t.co/TWJDkq7KV9 #android  #androidgames  #gameinsight
2420,p,I love my new phone!   I'm back to using Android again
2421,u,I've harvested 160 of food! http://t.co/S69iWowCIr #android  #androidgames  #gameinsight
2435,u,I've harvested 241 of food! http://t.co/jTZOtXkJ2z #android  #androidgames  #gameinsight
2436,u,I've collected 1 965 gold coins! http://t.co/F79fAlatw6 #android  #androidgames  #gameinsight
2439,u,I've collected 61 520 gold coins! http://t.co/flokYkxLRP #android  #androidgames  #gameinsight
2440,u,I have completed the quest 'Upgrading Dino`s Lair' in the #Android game The Tribez. http://t.co/YmTZFOg5Jm #androidgames  #gameinsight
2441,u,Start playing Paradise Island on Android http://t.co/YrtZiKXbAQ #Android #Androidgames #Gameinsight http://t.co/Bd6u05n8oJ
2442,u,Start playing Paradise Island on Android http://t.co/vBwCypqI4o #Android #Androidgames #Gameinsight http://t.co/jYGfO5ELiV
2443,u,I've collected 21 780 gold coins! http://t.co/zFFJzko4gZ #android  #androidgames  #gameinsight
2445,u,I have Quarry on my island! Now my island is even more awesome! http://t.co/9sKM18zMq4 #android  #androidgames  #gameinsight
2453,u,I've harvested 80 of food! http://t.co/kbXelSU0T3 #android  #androidgames  #gameinsight
2454,u,Start playing Paradise Island on Android http://t.co/YrtZiKXbAQ #Android #Androidgames #Gameinsight http://t.co/GggRfw2oZ4
2461,p,My Mood is 'Cheerful : Noticeably happy and optimistic.' Checkout Mood Scanner app on Android http://t.co/7qXwZm0iqR. It's Free!!!
2463,u,I've collected 20 750 gold coins! http://t.co/zFFJzko4gZ #android  #androidgames  #gameinsight
2484,u,I have reached level 7 in The Tribez! Join in and try to overtake me! http://t.co/LIqgQ0M6EM #android  #androidgames  #gameinsight
2485,u,I have Sweets Shop on my island! Now my island is even more awesome! http://t.co/Q5QXBJuZ9t #android  #androidgames  #gameinsight
2486,u,I've collected 20 465 gold coins! http://t.co/zFFJzko4gZ #android  #androidgames  #gameinsight
2491,u,I have completed the quest 'Dino`s Lair.' in the #Android game The Tribez. http://t.co/3eeew9lHsj #androidgames  #gameinsight
2495,u,Start playing Paradise Island on Android http://t.co/vBwCypqI4o #Android #Androidgames #Gameinsight http://t.co/WlWkzhHg3Z
2506,u,I've collected 12 400 gold coins! http://t.co/flokYkxLRP #android  #androidgames  #gameinsight
2511,u,I have completed the quest 'Build a patch.' in the #Android game The Tribez. http://t.co/3Z7aotdj3S #androidgames  #gameinsight
2513,u,I have Patch on my island! Now my island is even more awesome! http://t.co/RWJidezRkz #android  #androidgames  #gameinsight
2516,u,I've harvested 1 205 of food! http://t.co/7AvhTGIyS2 #android  #androidgames  #gameinsight
2533,u,I've harvested 420 of food! http://t.co/oLxayLIOCf #android  #androidgames  #gameinsight
2534,u,I've harvested 1 000 of food! http://t.co/S69iWowCIr #android  #androidgames  #gameinsight
2539,u,I got 2 880 points while escaping from demon monkeys in @TempleRun for Android. Beat that! http://t.co/HVtflN14tw
2554,u,I've harvested 1 057 of food! http://t.co/PtZxwY4faw #android  #androidgames  #gameinsight
2555,p,@PeckishLaowai That happened on my 2.5 yr-old Android device (HTC Incredible). I figured the wi-fi antenna just died of exhaustion :-(
2556,u,I have completed the quest 'Chop down the Big ...' in the #Android game The Tribez. http://t.co/3Z7aotdj3S #androidgames  #gameinsight
2558,u,Checking out new #bbcsportsapp for # Android so far I'm impressed. #thumbsup
2559,u,I've collected 24 050 gold coins! http://t.co/zFFJzko4gZ #android  #androidgames  #gameinsight
2560,u,I've collected 10 670 gold coins! http://t.co/UEOPsDawtO #android  #androidgames  #gameinsight
2561,u,Start playing Paradise Island on Android http://t.co/YrtZiKXbAQ #Android #Androidgames #Gameinsight http://t.co/1RKthFJeED
2564,p,I've just finished Love Test on Android and it's great! My result is: 4 + 4 : A stable  lasting relationship....#LTCalculator via @AMobileA
2574,u,I've collected 96 gold coins! http://t.co/W5IpOwzvir #android  #androidgames  #gameinsight
2577,u,I have completed the quest 'Fulfill the villag...' in the #Android game The Tribez. http://t.co/KUQ45egnbG #androidgames  #gameinsight
2581,u,Start playing Paradise Island on Android http://t.co/YrtZiKXbAQ #Android #Androidgames #Gameinsight http://t.co/RHAcCPPqeM
2584,u,Start playing Paradise Island on Android http://t.co/3mms4pjlc5 #Android #Androidgames #Gameinsight http://t.co/ZJp7uav072
2585,u,I've harvested 90 of food! http://t.co/7JJYjeLlGx #android  #androidgames  #gameinsight
2602,u,I have completed the quest 'Gather materials f...' in the #Android game The Tribez. http://t.co/zwnpAOe6Pw #androidgames  #gameinsight
2603,u,I've harvested 330 of food! http://t.co/6IeYonn8Sq #android  #androidgames  #gameinsight
2605,u,Hot #android #app: Perfect365 One-tap makes you look great! 
Apply a natural touch-up or a sizzl... http://t.co/9cdQGbrSbe
2606,u,I've collected 15 242 gold coins! http://t.co/Se3AvC8ddx #android  #androidgames  #gameinsight
2616,u,I have completed the quest 'Plant 5 Wheat Patc...' in the #Android game The Tribez. http://t.co/zwnpAOe6Pw #androidgames  #gameinsight
2618,u,I've harvested 650 of food! http://t.co/CMJgqsXe0h #android  #androidgames  #gameinsight
2619,p,Thanks to android we have universal chargers.
2620,u,I've collected 49 087 gold coins! http://t.co/TWJDkq7KV9 #android  #androidgames  #gameinsight
2622,u,I've collected 34 090 gold coins! http://t.co/zFFJzko4gZ #android  #androidgames  #gameinsight
2628,u,I've harvested 310 of food! http://t.co/yH74FOxJlw #android  #androidgames  #gameinsight
2641,u,I've collected 16 750 gold coins! http://t.co/flokYkxLRP #android  #androidgames  #gameinsight
2642,u,Real Racing 3 now available for Android. Download download :D
2643,n,@MotorolaXoomTab how do I downgrade my Motorola XOOM Wifi back to android honeycomb 3.1?
2644,u,I have Blooming Tree  on my island! Now my island is even more awesome! http://t.co/3VDY3fkIq9 #android  #androidgames  #gameinsight
2651,u,I've collected 68 581 gold coins! http://t.co/flokYkxLRP #android  #androidgames  #gameinsight
2652,u,I have completed the quest 'Upgrade 3 Nice Hut...' in the #Android game The Tribez. http://t.co/3eeew9lHsj #androidgames  #gameinsight
2665,u,I've harvested 584 of food! http://t.co/XltBQTnpDu #android  #androidgames  #gameinsight
2666,u,I've harvested 2 844 of food! http://t.co/StvK3F1EkM #android  #androidgames  #gameinsight
2670,u,I've collected 66 480 gold coins! http://t.co/zFFJzko4gZ #android  #androidgames  #gameinsight
2672,u,The Tribez is a great game! Try to become a tribal leader! http://t.co/4PYKuKUOkK #android  #androidgames  #gameinsight
2674,u,I have completed the quest 'Find 3 suitable pu...' in the #Android game The Tribez. http://t.co/LKov9Sd8DQ #androidgames  #gameinsight
2675,u,I have completed the quest 'Upgrade the Main B...' in the #Android game The Tribez. http://t.co/LKov9Sd8DQ #androidgames  #gameinsight
2685,u,I've collected 12 325 gold coins! http://t.co/Se3AvC8ddx #android  #androidgames  #gameinsight
2687,u,I've harvested 560 of food! http://t.co/H7vQPvZgQC #android  #androidgames  #gameinsight
2689,u,I've collected 11 000 gold coins! http://t.co/zFFJzko4gZ #android  #androidgames  #gameinsight
2698,u,I've collected 17 175 gold coins! http://t.co/qyn6BRvETN #android  #androidgames  #gameinsight
2713,u,Start playing Paradise Island on Android http://t.co/YrtZiKXbAQ #Android #Androidgames #Gameinsight http://t.co/tZNBVjG74S
2719,u,I've collected 31 780 gold coins! http://t.co/ckEjK3CzKb #android  #androidgames  #gameinsight
2723,n,RT @lgrobot: We've a uLinkBot portable speakerphone &amp; boombox to give away. Just RT and follow to enter! Winner announced tomorrow! #android
2725,u,Start playing Paradise Island on Android http://t.co/YrtZiKXbAQ #Android #Androidgames #Gameinsight http://t.co/9nZAff2nZr
2735,u,I've collected 10 722 gold coins! http://t.co/qyn6BRvETN #android  #androidgames  #gameinsight
2739,u,I've collected 34 245 gold coins! http://t.co/ckEjK3CzKb #android  #androidgames  #gameinsight
2753,u,I have completed the quest 'Forester`s Hut.' in the #Android game The Tribez. http://t.co/6ORSmEwg3T #androidgames  #gameinsight
2756,u,I have completed the quest 'Find 5 Succulent F...' in the #Android game The Tribez. http://t.co/6RFIjcuQEO #androidgames  #gameinsight
2758,u,I'm playing Mystery Manor on #Android! Join me in this adventure! http://t.co/5DBfoRLnxO #androidgames #gameinsight http://t.co/3rRZOFmncH
2759,u,I've earned a new achievement: `Barista`. Try to beat me in the #Android game The Tribez! http://t.co/ah4gEOhCAS #androidgames  #gameinsight
2764,p,OpenCL drivers make an appearance on Android? http://t.co/8lvgBv7uAS
2775,u,Start playing Paradise Island on Android http://t.co/YrtZiKXbAQ #Android #Androidgames #Gameinsight http://t.co/6llpnpq3AG
2783,u,I have Cauldron on my island! Now my island is even more awesome! http://t.co/CCuBsKzUi7 #android  #androidgames  #gameinsight
2787,u,The Tribez is a great game! Try to become a tribal leader! http://t.co/VEjlFNyulO #android  #androidgames  #gameinsight
2807,p,Apart from TuneIn   any other good radio apps you guys know for Android?
2814,u,I have completed the quest 'Build 2 Cauldrons.' in the #Android game The Tribez. http://t.co/6ORSmEwg3T #androidgames  #gameinsight
2815,u,I've collected 10 260 gold coins! http://t.co/ckEjK3CzKb #android  #androidgames  #gameinsight
2817,u,Gone Fishing ! Let's great fishing ! http://t.co/bVcffivYWl  #Android #AndroidGames #gameinsight #drimmi
2819,n,@FirstWorldPains Android app Falcon Pro has a feature which fixes it.
2834,u,I've harvested 610 of food! http://t.co/asjwTfXULR #android  #androidgames  #gameinsight
2835,p,@Kelanies check that instagram. All of them are from my Android
2836,u,I've collected 3 940 gold coins! http://t.co/8W0t6UPcOw #android  #androidgames  #gameinsight
2837,u,Start playing Paradise Island on Android http://t.co/YrtZiKXbAQ #Android #Androidgames #Gameinsight http://t.co/9gQGpxkeep
2843,n,Still upset that @guardian @guarstopped doing their Android crossword app. Why cant they keep providing crosswords to existing users?
2862,u,I've harvested 235 of food! http://t.co/UxMlxE9QDg #android  #androidgames  #gameinsight
2863,u,Just reached level 10 on Paradise Island on my Android http://t.co/C7SkE9Gn96 #Android #Androidgames #Gameinsight
2864,u,I've collected 11 071 gold coins! http://t.co/qyn6BRvETN #android  #androidgames  #gameinsight
2866,u,I've collected 19 604 gold coins! http://t.co/TWJDkq7KV9 #android  #androidgames  #gameinsight
2868,u,I've collected 1 353 gold coins! http://t.co/iiylrudxXW #android  #androidgames  #gameinsight
2870,u,I've just received an achievement: Financier http://t.co/9fT07OqXrx #Android #Androidgames #Gameinsight
2871,u,I've harvested 1 079 of food! http://t.co/fzUezmnwYX #android  #androidgames  #gameinsight
2872,u,I have completed the quest 'Bath season' in the #Android game The Tribez. http://t.co/isd0zgnxff #androidgames  #gameinsight
2896,u,I've collected 22 980 gold coins! http://t.co/TWJDkq7KV9 #android  #androidgames  #gameinsight
2897,u,I've collected 59 700 gold coins! http://t.co/qyn6BRvETN #android  #androidgames  #gameinsight
2899,u,I've collected 4 140 gold coins! http://t.co/iiylrudxXW #android  #androidgames  #gameinsight
2902,u,I have completed the quest 'Investigate the UF...' in the #Android game The Tribez. http://t.co/x0Ept5LPtM #androidgames  #gameinsight
2906,u,Start playing Paradise Island on Android http://t.co/YrtZiKXbAQ #Android #Androidgames #Gameinsight http://t.co/3x58t9otnF
2907,u,I've harvested 417 of food! http://t.co/1rAe9Nf2pA #android  #androidgames  #gameinsight
2908,u,I've collected 8 707 gold coins! http://t.co/DZMtGlSMoy #android  #androidgames  #gameinsight
2909,u,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/Tv4BOuNDfo
2915,u,I've collected 13 200 gold coins! http://t.co/iiylrudxXW #android  #androidgames  #gameinsight
2916,u,#Google Playstore is now having books for India. #android #droidgyaan http://t.co/gkiZD5RoHb
2920,u,Finally  I have got it! http://t.co/WY8jzfecF5 #Android #AndroidGames #gameinsight #drimmi http://t.co/oyxoz1yYIx
2921,u,I've collected 23 750 gold coins! http://t.co/ckEjK3CzKb #android  #androidgames  #gameinsight
2923,n,@PuffPuffPassTho Nigga  most of the time I don't know what you mean. I can't see emojis lol I have an Android.
2924,u,I have Pretty Bush on my island! Now my island is even more awesome! http://t.co/RWJidezRkz #android  #androidgames  #gameinsight
2925,u,I've collected 37 075 gold coins! http://t.co/TWJDkq7KV9 #android  #androidgames  #gameinsight
2927,u,I've collected 15 gold coins! http://t.co/d25RWSJH6E #android  #androidgames  #gameinsight
2928,u,I have completed the quest 'Purchase the terri...' in the #Android game The Tribez. http://t.co/BQ8ruuwmUO #androidgames  #gameinsight
2929,u,I've harvested 53 991 of food! http://t.co/Mf5ZGvv69b #android  #androidgames  #gameinsight
2936,u,I've collected 720 gold coins! http://t.co/d25RWSJH6E #android  #androidgames  #gameinsight
2937,p,Really liking that android
2938,u,I have completed the quest 'Build 2 Nice Huts' in the #Android game The Tribez. http://t.co/oK6yT02zOw #androidgames  #gameinsight
2939,u,I have Nice Hut on my island! Now my island is even more awesome! http://t.co/kSnHU6JZ7y #android  #androidgames  #gameinsight
2941,u,I've collected 10 313 gold coins! http://t.co/TWJDkq7KV9 #android  #androidgames  #gameinsight
2946,u,I've harvested 240 of food! http://t.co/IlzPPxtYYn #android  #androidgames  #gameinsight
2947,u,I've collected 28 230 gold coins! http://t.co/Y5ashodbQE #android  #androidgames  #gameinsight
2961,u,I've collected 3 620 gold coins! http://t.co/d25RWSJH6E #android  #androidgames  #gameinsight
2965,u,Get My Railway for free on #Android! http://t.co/Ks4juDQR6K #androidgames #gameinsight http://t.co/NLHjvti3Jo
2966,u,I've just received an achievement: Lifeguard http://t.co/CtNsTGlETK #Android #Androidgames #Gameinsight
3006,u,I have Quarry on my island! Now my island is even more awesome! http://t.co/pl2zAJKvyR #android  #androidgames  #gameinsight
3009,u,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/S3fl1CqpFt
3010,p,Google's Android army occupies Barcelona via @Telegraph http://t.co/BctKHR2Xdq
3013,p,Finally my twitter for android is giving me phone notifications :'D.!!
3016,u,I have completed the quest 'Upgrade and start ...' in the #Android game The Tribez. http://t.co/RPbDwPL07a #androidgames  #gameinsight
3025,u,I have completed the quest 'Visit the Island o...' in the #Android game The Tribez. http://t.co/R6ZDWQax2Q #androidgames  #gameinsight
3028,u,I've collected 17 274 gold coins! http://t.co/Y5ashodbQE #android  #androidgames  #gameinsight
3029,u,I've harvested 925 of food! http://t.co/UxMlxE9QDg #android  #androidgames  #gameinsight
3037,u,Whatsapp en android http://t.co/eV8lTm9f4N
3048,u,I've collected 10 677 gold coins! http://t.co/DZMtGlSMoy #android  #androidgames  #gameinsight
3051,u,I have completed the quest 'Take 5 bamboo pipe...' in the #Android game The Tribez. http://t.co/W6n9EfcBtJ #androidgames  #gameinsight
3052,u,I have completed the quest 'Plant 3 Pumpkin Pa...' in the #Android game The Tribez. http://t.co/oK6yT02zOw #androidgames  #gameinsight
3058,u,I have Pig Farm on my island! Now my island is even more awesome! http://t.co/ePEaMfnlxy #android  #androidgames  #gameinsight
3059,u,I've harvested 262 of food! http://t.co/U6LOJu6qo8 #android  #androidgames  #gameinsight
3060,u,I've collected 33 380 gold coins! http://t.co/T1peASx2Bz #android  #androidgames  #gameinsight
3061,u,I have reached level 7 in The Tribez! Join in and try to overtake me! http://t.co/flUZPcpBGp #android  #androidgames  #gameinsight
3070,u,I've harvested 1 230 of food! http://t.co/H7vQPvZgQC #android  #androidgames  #gameinsight
3072,u,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/HA3pFSCDAO
3074,u,I've harvested 715 of food! http://t.co/BumDVyzTYD #android  #androidgames  #gameinsight
3076,u,I've collected 2 280 gold coins! http://t.co/rd2oEDzguT #android  #androidgames  #gameinsight
3078,u,I've collected 70 gold coins! http://t.co/rd2oEDzguT #android  #androidgames  #gameinsight
3080,u,I've harvested 730 of food! http://t.co/2Q7XF4LwKq #android  #androidgames  #gameinsight
3082,u,I've collected 777 gold coins! http://t.co/OzGO8bOpAR #android  #androidgames  #gameinsight
3106,u,I have discovered a new territory in The Tribez! http://t.co/eJwmCANruw #android  #androidgames  #gameinsight
3126,u,I'm playing Mystery Manor on #Android! Join me in this adventure! http://t.co/5DBfoRLnxO #androidgames #gameinsight http://t.co/cg4JfapnDr
3127,u,I've harvested 539 of food! http://t.co/U6LOJu6qo8 #android  #androidgames  #gameinsight
3133,u,Just woke up! Sleep as Android Sleep Record  28/02 3:19 - 28/02 9:00  42% Deep sleep http://t.co/oeInbiTaX8
3152,u,Thnx 2 android....
3156,u,I've collected 1 576 gold coins! http://t.co/OzGO8bOpAR #android  #androidgames  #gameinsight
3161,u,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/532M8ASzXS
3182,u,I have Ancient Bar on my island! Now my island is even more awesome! http://t.co/kSnHU6JZ7y #android  #androidgames  #gameinsight
3184,u,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/pSaKM2gW1a
3185,u,I've harvested 30 of food! http://t.co/72BN4dlP0J #android  #androidgames  #gameinsight
3187,u,Start playing Rock the Vegas on Android! http://t.co/1QfMkJghRx #Android #Androidgames #Gameinsight http://t.co/YGzrwetGGl
3189,u,I've harvested 492 of food! http://t.co/iWslxSxlGA #android  #androidgames  #gameinsight
3191,u,I've collected 751 gold coins! http://t.co/VBFuEoAZ1k #android  #androidgames  #gameinsight
3192,u,I've collected 608 gold coins! http://t.co/rW8dEgXcYL #android  #androidgames  #gameinsight
3202,u,I've harvested 145 of food! http://t.co/MooD2n7X2N #android  #androidgames  #gameinsight
3203,u,I've collected 7 550 gold coins! http://t.co/MFcNsI12Kb #android  #androidgames  #gameinsight
3206,p,Tweetcaster for android has its own way of showing blank tweets...n this is it
3208,u,I've harvested 57 of food! http://t.co/iZYiFEGytC #android  #androidgames  #gameinsight
3210,u,I've collected 1 085 gold coins! http://t.co/oqXRq9UTNB #android  #androidgames  #gameinsight
3229,u,I've harvested 157 of food! http://t.co/ah0hJwdN91 #android  #androidgames  #gameinsight
3232,u,Start playing Rock the Vegas on Android! http://t.co/1QfMkJghRx #Android #Androidgames #Gameinsight http://t.co/HvBYxnCHpd
3233,u,I've collected 2 200 gold coins! http://t.co/ASW16Jmn9h #android  #androidgames  #gameinsight
3235,u,I have Altar of Feelings on my island! Now my island is even more awesome! http://t.co/nM8mCP5e3J #android  #androidgames  #gameinsight
3241,u,I have completed the quest 'Households of dreams.' in the #Android game The Tribez. http://t.co/sM6v5oJiRw #androidgames  #gameinsight
3242,u,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/Fsunb33xTb
3262,u,I've harvested 1 062 of food! http://t.co/XltBQTnpDu #android  #androidgames  #gameinsight
3266,u,I've harvested 500 of food! http://t.co/IlzPPxtYYn #android  #androidgames  #gameinsight
3285,u,I've earned a new achievement: `Elder`. Try to beat me in the #Android game The Tribez! http://t.co/LESU4loXvw #androidgames  #gameinsight
3287,u,I have completed the quest 'Dino`s Lair.' in the #Android game The Tribez. http://t.co/Woa4oZf6CQ #androidgames  #gameinsight
3289,u,I've collected 300 gold coins! http://t.co/9ZunxVasEF #android  #androidgames  #gameinsight
3293,u,I've harvested 525 of food! http://t.co/MooD2n7X2N #android  #androidgames  #gameinsight
3312,u,I've earned a new achievement: `Flaker`. Try to beat me in the #Android game The Tribez! http://t.co/JAhJbWc9Lf #androidgames  #gameinsight
3318,u,I've collected 10 201 gold coins! http://t.co/Y5ashodbQE #android  #androidgames  #gameinsight
3321,u,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/fO8aipZWNW
3345,u,I've harvested 1 020 of food! http://t.co/2Q7XF4LwKq #android  #androidgames  #gameinsight
3346,u,I've collected 10 188 gold coins! http://t.co/OzGO8bOpAR #android  #androidgames  #gameinsight
3349,u,I've collected 8 225 gold coins! http://t.co/rd2oEDzguT #android  #androidgames  #gameinsight
3362,u,I've collected 13 542 gold coins! http://t.co/Y5ashodbQE #android  #androidgames  #gameinsight
3389,u,Get My Railway for free on #Android! http://t.co/VgikneVtyZ #androidgames #gameinsight http://t.co/CIJRCyUCLu
3393,u,I've harvested 162 of food! http://t.co/9JDLkQxYST #android  #androidgames  #gameinsight
3411,u,I've collected 2 909 gold coins! http://t.co/TsQ2aAWAMs #android  #androidgames  #gameinsight
