id,predicted,source,source_cleaned,tweettopic,user,text
2751,u,QuickPull,BlackBerry,Blackberry,v3_keisha,Running a @QuickPull on my BlackBerry. Brb!
2796,positive,Texas Hold'em King LIVE,BlackBerry,Blackberry,IyuuRyu,I've just unlocked the Flush (5 points) achievement in #THKLive for #BlackBerry!
2797,negative,Sherlock Holmes 2 for BlackBerry,BlackBerry,Blackberry,goonerdeybor,Why tweet with a blackberry ? Beats me RT @famous_ster: LG over Blackberry
2800,negative,Texas Hold'em King LIVE,BlackBerry,Blackberry,IyuuRyu,I've just unlocked the Micro Win (5 points) achievement in #THKLive for #BlackBerry!
2804,u,Twitter for BlackBerry??,BlackBerry,Blackberry,catraah,@setyo_andi pin blackberry?
2806,positive,Texas Hold'em King LIVE,BlackBerry,Blackberry,sunny_13_31,I've just unlocked the Two Pair are Better than One (5 points) achievement in #THKLive for #BlackBerry!
2824,u,Twitter for BlackBerry??,BlackBerry,Blackberry,kitesguerra,@ErikaMaaay I can't see it coz I'm using a blackberry. I'll check on it later :)
2825,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,Sa_mumuse,BlackBerry Bold Bold
2826,positive,Twitter for BlackBerry??,BlackBerry,Blackberry,aMiGo3D,"Don't touch my ManUtd jersey too! ""@MrsMUFC: Don't touch my Blackberry my tab my hair my man and we'll be fine"""
2827,negative,Texas Hold'em King LIVE,BlackBerry,Blackberry,IyuuRyu,I've just won a big $5.48K pot in #THKLive for #BlackBerry - Play for FREE - http://t.co/wBgEY0LLQI
2828,u,Twitter for BlackBerry??,BlackBerry,Blackberry,aMiGo3D,"LOL ok ""@MrsMUFC: Don't touch my Blackberry my tab my hair my man and we'll be fine"""
2854,u,Twitter for BlackBerry??,BlackBerry,Blackberry,ZoraaBabby__,@02Yildirim Blackberry torch 9810
2855,negative,UberSocial for BlackBerry,BlackBerry,Blackberry,Don_sas,I have a smart phone with a dumb battery... #blackberry
2857,negative,UberSocial for BlackBerry,BlackBerry,Blackberry,killa_kamy,Bought a new blackberry battery hoping my phone doesn't go off after 3 hours.only improvement is it lasts 1 hour extra than the last one.
2860,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,LauLovesJustinB,"ikr i hate it ""@glorydrew: blackberry ew ""@LauLovesJustinB: 2 months ago this happened http://t.co/vr8ogTZNWD"""""
2883,positive,Texas Hold'em King LIVE,BlackBerry,Blackberry,IyuuRyu,I've just unlocked the Little Leaguer (5 points) achievement in #THKLive for #BlackBerry!
2885,positive,Twitter for BlackBerry??,BlackBerry,Blackberry,kitesguerra,Oh crap! I'm so hating blackberry right now. Sorry angeline :((
2886,u,QuickPull,BlackBerry,Blackberry,elsydelfira,Running a @QuickPull on my BlackBerry. Brb!
2888,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,CaoimhinCorr14,@stephenslane91 that's never the way (and I'm talking about blackberry batteries)
2889,u,UberSocial for BlackBerry,BlackBerry,Blackberry,xolanimashasha,Canceling BIS n introduce Blackberry absolute thing. RT @Boledi_Nape: What's wrong with Mtn?
2890,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,tzaziki_greece,Don?t just hear this from me - check out what The New York Times have to say about the #BlackBerryZ10  http://t.co/7O7waswT8r
2892,u,Twitter for BlackBerry??,BlackBerry,Blackberry,ketamball,@Papa_RhaSta: Blackberry price in Plaza Low Yat  Z10: Rm2.4k  Q10: Rm2.8k 3310?
2914,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,prinzgbemi,"Simple""@MrsMUFC: Don't touch my Blackberry my tab my hair my man and we'll be fine"""
2934,u,QuickPull,BlackBerry,Blackberry,deby_martini,Running a @QuickPull on my BlackBerry. Brb!
2935,negative,Sherlock Holmes 2 for BlackBerry,BlackBerry,Blackberry,goonerdeybor,"Smh RT @famous_ster: Na condition joor""deybor: Why tweet with a blackberry ? Beats me RT @famous_ster: LG over Blackberry"""
2955,u,"Tower Heist Takeover, BlackBerry",BlackBerry,Blackberry,TosinTweets_,Lol. You must be stingy  @MrsMUFC: Don't touch my Blackberry my tab my hair my man and we'll be fine
2972,u,QuickPull,BlackBerry,Blackberry,hrrhendra,Running a @QuickPull on my BlackBerry. Brb!
2974,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,xRoyal1D,RT if you've a Blackberry.
2998,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,SelasiEli,So despite my hating I decided to give BB a chance  here's my Pin: 3317E166 #blackberry
2999,u,Twitter for BlackBerry??,BlackBerry,Blackberry,DatDudeLA,@Sako_Aholic @RyesTaylord its all good blackberry run dis shyt breh
3001,u,Twitter for BlackBerry??,BlackBerry,Blackberry,Time4House,New #Time4House episode dropping tomorrow get your 8ta Blackberry ready for FREE downloads  If you need help activating #8taSim holla back*
3003,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,farikh_one,I am listening to broken angel by arash feat helena (remix version) on blackberry media player http://t.co/04MJa6R6a0
3020,u,QuickPull,BlackBerry,Blackberry,babydepzai,Running a @QuickPull on my BlackBerry. Brb!
3022,u,Twitter for BlackBerry??,BlackBerry,Blackberry,stash629,@CellC you also gonna be capping blackberry user's??
3044,u,UberSocial for BlackBerry,BlackBerry,Blackberry,MrsMUFC,I am ???RT @TosinTweets_: Lol. You must be stingy  @MrsMUFC: Don't touch my Blackberry my tab my hair my man and we'll be fine
3066,u,Twitter for BlackBerry,BlackBerry,Blackberry,Dak971,Loving my new #bb10 thanks @BlackBerry
3067,u,UberSocial for BlackBerry,BlackBerry,Blackberry,G_thangs,Ur man? U have a man? :s RT @MrsMUFC: Don't touch my Blackberry my tab my hair my man and we'll be fine
3093,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,ThEeBoeric,Hey ill follow all those who have a blackberry and give me their pins I'm a model not sum weirdo soo please get givving the pins;)
3097,u,QuickPull,BlackBerry,Blackberry,miem_ghostrider,Running a @QuickPull on my BlackBerry. Brb!
3098,positive,Twitter for BlackBerry??,BlackBerry,Blackberry,ItsEmmaBitchxo,I have Zelda on my phone :D wooo! Blackberry  you're not so bad after all! #ZeldaLuv http://t.co/dlHw03NHLq
3121,u,Twitter for BlackBerry??,BlackBerry,Blackberry,pessoul,"Lol""@MrsMUFC: I am ???RT @TosinTweets_: Lol. You must be stingy @MrsMUFC: Don't touch my Blackberry my tab my hair my man and we'll be fine"""
3122,u,QuickPull,BlackBerry,Blackberry,azaamhashim,Running a @QuickPull on my BlackBerry. Brb!
3149,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,SineadWarren,"See if I had a decent phone instead of a ""I work when I want to"" blackberry then my alarm WOULD have gone off and I would have made uni."
3168,u,Twitter for BlackBerry??,BlackBerry,Blackberry,msati07,"#tr??eStory ""@Fresh_Lezinto: If BIS stops  Blackberry may as well stop making cellphones ey......"""
3172,positive,Twitter for BlackBerry,BlackBerry,Blackberry,aBikeOlamiDele,"Especially my man RT @MrsMUFC: Don't touch my Blackberry my tab my hair my man and we'll be fine"""
3199,u,Twitter for BlackBerry??,BlackBerry,Blackberry,szabarie,"Pak hang RT ""@BlackBerryHelp: Five reasons why BlackBerry Maps is awesome! http://t.co/JnxMhiejVp #BBTips??^CB"""
3200,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,farikh_one,I am listening to dara by ariel on blackberry media player http://t.co/mPhKZz5tp9
3220,u,Twitter for BlackBerry??,BlackBerry,Blackberry,robertnewbery,@BakersofHP @Oxtale if my blackberry skills are any good  the conversation doc will be attached http://t.co/g3NS6hbcl5
3221,u,Twitter for BlackBerry??,BlackBerry,Blackberry,OnLastBench,"Ur map don't hav details of India. ""@BlackBerryHelp: Five reasons why BlackBerry Maps is awesome! http://t.co/eeLOMafVla #BBTips??^CB"""
3224,u,QuickPull,BlackBerry,Blackberry,lekepeters,Running a @QuickPull on my BlackBerry. Brb!
3225,positive,Twitter for BlackBerry??,BlackBerry,Blackberry,ChefDBN,I'm Live on @TwinFXDBN Radio from 11am! Chune in! http://t.co/7xpVUgqDnY from blackberry for free! http://t.co/M5u0NYr19v from itunes/winamp
3252,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,Girl_8Lyn,"Today my blackberry is going to be throw -_-"""
3253,u,QuickPull,BlackBerry,Blackberry,ainajumli,Running a @QuickPull on my BlackBerry. Brb!
3258,u,Twitter for BlackBerry??,BlackBerry,Blackberry,ItsMissKatey,@ME_BlackBerry I was able to edit photos of myself &amp; my best friend. She left Doha for good so its my way of remembering our fun times.
3276,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,LADYY_GOLD,"One of the major functions of laptop in Nigeria is to charge blackberry phones.. RT if you Agree"""
3277,u,QuickPull,BlackBerry,Blackberry,ablr062684,Running a @QuickPull on my @BlackBerry brb!
3279,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,AlexTyndyke,I have really forgotten how shit blackberry curves actually are:|
3303,u,QuickPull,BlackBerry,Blackberry,IMKROL,Running a @QuickPull on my BlackBerry. Brb!
3331,u,QuickPull,BlackBerry,Blackberry,Justine_Kirana,Running a @QuickPull on my BlackBerry. Brb!
3332,u,UberSocial for BlackBerry,BlackBerry,Blackberry,Samke_Nyambose,RT @DavidThapelo: New #Time4House episode dropping tomorrow get your 8ta Blackberry ready for FREE ... http://t.co/WXtaLVi4PM
3333,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,yash15292,If I'm paying Rs 43 490 for a BlackBerry  I expect it to be able to shoot lasers  make coffee  and take hi-res pictures of Neptune!!
3334,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,SavannahUllah,I really need a Blackberry Playbook.
3335,u,QuickPull,BlackBerry,Blackberry,pokot_,Running a @QuickPull on my BlackBerry. Brb!
3336,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,johnskymarshall,"True""@Fresh_Lezinto: If BIS stops  Blackberry may as well stop making cellphones ey......"""
3357,u,Twitter for BlackBerry??,BlackBerry,Blackberry,freevnassty,how does my dad get the new blackberry before me jk I know how
3360,u,QuickPull,BlackBerry,Blackberry,juliusjeffYEP,Running a @QuickPull on my BlackBerry. Brb!
3381,u,QuickPull,BlackBerry,Blackberry,AduntYudha,Running a @QuickPull on my BlackBerry. Brb!
3401,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,ShebbyyK,Blackberry needs to make an app for instagram  or rather instagram need to make an app that works on Blackberrys.
3404,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,OswardMaster,My phone has fully worked for nearly 24 hours! Absolute miracle.. Unheard of. #blackberry #shitberry
3406,u,QuickPull,BlackBerry,Blackberry,HasnyHusain,Running a @QuickPull on my BlackBerry. Brb!
3408,u,QuickPull,BlackBerry,Blackberry,alfannabil,Running a @QuickPull on my BlackBerry. Brb!
3422,u,QuickPull,BlackBerry,Blackberry,MeicyLee,Running a @QuickPull on my BlackBerry. Brb!
3424,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,jordanmichellex,Starting to realise why I didn't want my blackberry anymore  freezes all the time
3427,u,QuickPull,BlackBerry,Blackberry,Stevegoal,Running a @QuickPull on my BlackBerry. Brb!
3449,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,_vikks_,When the timer comes up on a blackberry! Shit fucking times! Hjjsuwhagskfk
3450,u,UberSocial for BlackBerry,BlackBerry,Blackberry,iSpeakHouse,RT @Time4House: New #Time4House episode dropping tomorrow get your 8ta Blackberry ready for FREE downloads  If ... http://t.co/9uqVcpLv1c
3452,u,UberSocial for BlackBerry,BlackBerry,Blackberry,Neilen_Naidoo,RT @ChefDBN: I'm Live on @TwinFXDBN Radio from 11am! Chune in! http://t.co/9O5GZrJa4P from blackberry ... http://t.co/Ry3Q4xgMlb
3477,u,UberSocial for BlackBerry,BlackBerry,Blackberry,TshepoTheGuy,@Blackberry_Za I've used many phones for my BBM &amp; now can't make a device switch on my new phone  can't even see my new pin  help !
3478,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,ThomasEsMann,Fucking de Blackberry !
3496,u,Twitter for BlackBerry??,BlackBerry,Blackberry,YusranRabanie,Thanks @afiqkerroo for lending me your #BlackBerry
3497,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,DABiebersBreezy,someone crop my icon to just me and justin and I'll give u a shoutout lol bc i can't do it with my blackberry
3498,negative,"Tower Heist Takeover, BlackBerry",BlackBerry,Blackberry,moneylabi,"90% Of BlackBerry Users In Nigeria Have NEVER Used The ""VOICE CALL"" Option On Their BBM..."
3499,u,QuickPull,BlackBerry,Blackberry,mayaprincessa,Running a @QuickPull on my BlackBerry. Brb!
3500,u,QuickPull,BlackBerry,Blackberry,drSennO,Running a @QuickPull on my BlackBerry Dakota. Brb!
3501,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,hollbartlett,Joys of a blackberry.. Battery is dieing already!
3519,negative,Texas Hold'em King LIVE,BlackBerry,Blackberry,bikinglikecrazy,I've just unlocked the Link Up With Twitter! (5 points) achievement in #THKLive for #BlackBerry!
3521,u,Twitter for BlackBerry??,BlackBerry,Blackberry,Razz_dude,"Truedat ""@moneylabi: 90% Of BlackBerry Users Have NEVER Used The ""VOICE CALL"" Option On Their BBM..."""
3545,u,QuickPull,BlackBerry,Blackberry,bojak_232608,Running a @QuickPull on my BlackBerry. Brb!
3547,u,QuickPull,BlackBerry,Blackberry,rhizshanto,Running a @QuickPull on my BlackBerry. Brb!
3548,u,QuickPull,BlackBerry,Blackberry,VbeeAmalia,Running a @QuickPull on my BlackBerry. Brb!
3550,u,QuickPull,BlackBerry,Blackberry,gOdangBona,Running a @QuickPull on my BlackBerry. Brb!
3552,u,Twitter for BlackBerry??,BlackBerry,Blackberry,Shockey4u,@CollegeMarket_ pls I will like to sell my blackberry tour for more info call 07031830196
3568,u,Twitter for BlackBerry??,Blackberry,?,Cov4si,@itsdansambell they are supposed to be the cheap crappy version of the sun through a blackberry ;o) ??804
3574,u,QuickPull,BlackBerry,Blackberry,curse2885,Running a @QuickPull on my BlackBerry. Brb!
3593,u,Twitter for BlackBerry??,BlackBerry,Blackberry,EstSummer92,@Ashxink Team BLACKBERRY
3601,u,QuickPull,BlackBerry,Blackberry,vinzxxii,Running @QuickPull on my BlackBerry.  Brb! Pin: 29BC8C0E
3618,negative,Texas Hold'em King LIVE,BlackBerry,Blackberry,nughienug,I've just won a big $21150 pot in #THKLive for #BlackBerry - Play for FREE - http://t.co/XnvqOWYkpa
3620,u,QuickPull,BlackBerry,Blackberry,felintiaa98,Running a @QuickPull on my BlackBerry. Brb!
3639,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,mrally,Happy Birthday 2 Tamara Creighton Have a wonderful day may God Bless U with Good health safety provide U happiness every day @BlackBerry_ZA
3640,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,poonyane,"#Tears rolling down""@Le_Brad6: Blackberry battery life is saddening"""
3643,u,QuickPull,BlackBerry,Blackberry,gyandwi,Running a @QuickPull on my BlackBerry. Brb!
3659,positive,Twitter for BlackBerry??,BlackBerry,Blackberry,ali_rashid_toni,"Don't touch the channel shown MUFC match""@aMiGo3D: Don't touch my ManUtd jersey too! ""@MrsMUFC: Don't touch my Blackberry my tab my hair m"
3660,negative,UberSocial for BlackBerry,BlackBerry,Blackberry,Just_MissTashy,This Blackberry absolute warra warra what what is nonsense ... I'm leaving SA for 3 days and when I get back MTN ... http://t.co/5EuvI902JL
3661,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,mrally,Happy Birthday 2 Tamara Creighton Have a wonderful day may God Bless U with Good health safety provide U happiness every day @BlackBerry
3662,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,al_magnoona,I keep going under tunnels so I didn't know whats going on and I couldn't tweet roses with a blackberry *facepalm*
3663,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,NEROPHIZZLE,New Slim Blackberry Tour 4 For Sale First 4 people to buy will get it at 15k http://t.co/II6wFoVceA
3665,u,QuickPull,BlackBerry,Blackberry,BiancaRizal,Running a @QuickPull on my BlackBerry. Brb!
3694,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,Geno_aviforce,"R-thefucking-T""@johnskymarshall: True""@Fresh_Lezinto: If BIS stops  Blackberry may as well stop making cellphones ey......"""""
3695,u,QuickPull,BlackBerry,Blackberry,bewitchbadangel,Running a @QuickPull on my BlackBerry. Brb!
3738,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,_GeordieBoiii,Mr Randall has a blackberry and doesn't know what BBM is looool.
3741,u,QuickPull,BlackBerry,Blackberry,anggi_barfit,Running a @QuickPull on my BlackBerry. Brb!
3742,u,Twitter for BlackBerry,BlackBerry,Blackberry,ajeppsson,Check out one of the best games of it's day!!!  Gods in BlackBerry World  Amiga exclusive for #bb10! http://t.co/CjmC8zqLdF
3763,u,Twitter for BlackBerry??,BlackBerry,Blackberry,Shadyfontaine2,Blackberry will soon sue me 4ova playing @Chukie_lynxxx Eziokwu Video....
3766,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,SamerMElChami,BlackBerry Z10 for Verizon Shows Off its Branding http://t.co/84H99SeAiK
3768,u,Twitter for BlackBerry??,BlackBerry,Blackberry,sailheat,"Use it everyday RT @moneylabi: 90% Of BlackBerry Users In Nigeria Have NEVER Used The ""VOICE CALL"" Option On Their BBM.."
3771,u,QuickPull,BlackBerry,Blackberry,nikkieespino,Running a @QuickPull on my BlackBerry. Brb!
3788,u,QuickPull,BlackBerry,Blackberry,F_4_NO,Running a @QuickPull on my BlackBerry. Brb!
3791,u,Twitter for BlackBerry,BlackBerry,Blackberry,Gregor_Park,Liked #Saving Yello try #Chasing Yello for BlackBerry 10!  http://t.co/zWe1AEoBeS #Yello #Gaming #BlackBerry10 @dreamfab_games #Apps #Games
3794,u,QuickPull,BlackBerry,Blackberry,maulanamus,Running a @QuickPull on my BlackBerry. Brb!
3808,u,QuickPull,BlackBerry,Blackberry,jnebreal,Running a @QuickPull on my BlackBerry. leche!!!
3809,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,SamerMElChami,BlackBerry Wants You to Be Able to Send Money to Friends Through BBM http://t.co/5IBRrlsywI
3810,positive,UberSocial for BlackBerry,BlackBerry,Blackberry,OldBookSamosir,@ahmadthanthawi1 don't u use blackberry anymore? I was trying ping you  but failed
3839,positive,Twitter for BlackBerry??,BlackBerry,Blackberry,Miss_Little663,New blackberry users are forever sending BC msgz so annoying
3840,u,Twitter for BlackBerry??,BlackBerry,Blackberry,GaniuAdewale,@Jamii_Shooke225 are u on blackberry messenger
3868,u,QuickPull,BlackBerry,Blackberry,RahmaT3010,Running a @QuickPull on my BlackBerry. thumbs up!!!
3893,u,QuickPull,BlackBerry,Blackberry,yasirzawawi,Running a @QuickPull on my BlackBerry. Brb!
3894,u,UberSocial for BlackBerry,BlackBerry,Blackberry,teddyomie,RT why does your man come last? @MrsMUFC: Don't touch my Blackberry my tab my hair my man and we'll be fine
3896,u,QuickPull,BlackBerry,Blackberry,ELL_DeviLL,Running a @QuickPull on my BlackBerry. Brb!
3898,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,mr_norkid,"Without Mary Slessor - No Psquare  Without Blackberry - No Pinging  Without Cassava - No Starch(Ege)  But Without God  All is Impossible."""
3915,negative,UberSocial for BlackBerry,BlackBerry,Blackberry,morangoharry,@harrysdimpls you have a blackberry!!!!!! give me your bbm!!!!
3917,u,UberSocial for BlackBerry,BlackBerry,Blackberry,ThaFashionNerd,We Need Answers! RT @skizodog: @Vodacom are you guys also going to introduce Blackberry Absolute?
3919,u,Twitter for BlackBerry??,BlackBerry,Blackberry,Corymckay123,Oh fuck you blackberry you wanky fuck
3920,u,Twitter for BlackBerry??,BlackBerry,Blackberry,i_am_liyat,"@BustyTruth ""@QuestionsNG: Cc that your friend you Can Sell for a blackberry charger ?"""
3937,u,UberSocial for BlackBerry,BlackBerry,Blackberry,Reenit,RT @BlackBerryOS What BlackBerry 10 smartphone are U getting? http://t.co/aV8JppPwP3 ??So in order to answer your ? I have to join linkedln
3958,positive,Twitter for BlackBerry??,BlackBerry,Blackberry,Jus_Cfundo,"And Old Jokes RT @Miss_Little663: New blackberry users are forever sending BC msgz so annoying"""
3961,u,Twitter for BlackBerry??,BlackBerry,Blackberry,awesome1wolf,Guys I format my blackberry add me back 27b73479
3962,positive,Twitter for BlackBerry??,BlackBerry,Blackberry,MrsMUFC,"Errrr errr errr""@teddyomie: RT why does your man come last? @MrsMUFC: Don't touch my Blackberry my tab my hair my man and we'll be fine"""
3963,u,QuickPull,BlackBerry,Blackberry,MuzKtn,Running a @QuickPull on my BlackBerry. Brb!
3964,u,RADIOactive for Blackberry,BlackBerry,Blackberry,haslinanism,"#NowPlaying Fleetwood Mac - Everywhere on Lite FM via Lite FM on Blackberry"""
3965,negative,UberSocial for BlackBerry,BlackBerry,Blackberry,craigbjacobs,Wonders if the decision by @MTNza to cap BlackBerry Internet Services (BIS) is against the consumer protection act? #twoogle
3982,u,Twitter for BlackBerry??,BlackBerry,Blackberry,BB_in,GODS !! The DOS game on BlackBerry?? 10! Classic!! http://t.co/MLzxbR4MCI
3984,u,QuickPull,BlackBerry,Blackberry,DragonNaz,Running a @QuickPull on my BlackBerry. Brb!
3986,u,QuickPull,BlackBerry,Blackberry,chie396,Running a @QuickPull on my BlackBerry. Brb!
3990,u,QuickPull,BlackBerry,Blackberry,raydwiandhika,Running a @QuickPull on my BlackBerry. Brb!
3992,negative,UberSocial for BlackBerry,BlackBerry,Blackberry,LeeRoyWright,RT @BlackBerry_ZA: It's all about the moves! Learn all you need to know about the swipe gestures on ... http://t.co/3GJAZ4wJTl
4016,u,Twitter for BlackBerry??,BlackBerry,Blackberry,drankah1,Nokia for blackberry
4021,negative,UberSocial for BlackBerry,BlackBerry,Blackberry,IAmRhydwan,RT @myarAsapphire: RT @Alexis_Mokhine: But a blackberry is a shit phone hey!
4022,u,Twitter for BlackBerry??,BlackBerry,Blackberry,don_poky,Fuuuuuck! My childhood game from DOS. Now on BlackBerry?? 10! Oh man!!! http://t.co/PwTQBeqkmI
4060,u,QuickPull,BlackBerry,Blackberry,Angui0530,BlackBerry. Brb!
4062,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,ZoeannePound,@HallamHoward think I've only listened to it once on my blackberry! I should download the app on my itouch!
4063,u,QuickPull,BlackBerry,Blackberry,OnnSyafiq,Running a @QuickPull on my BlackBerry. Brb!
4067,u,Twitter for BlackBerry??,BlackBerry,Blackberry,BB_in,@sumeet_jnj backup z10 using BlackBerry??. Link and restore on BlackBerry?? Desktop Software to 9780
4085,positive,UberSocial for BlackBerry,BlackBerry,Blackberry,LeeRoyWright,I just want a @BlackBerry_ZA Z10 already!!!!!!!!!!
4089,u,RADIOactive for Blackberry,BlackBerry,Blackberry,Ariff_ft_ezlan,#NowPlaying Bruno Mars - When I Was Your Man on hitz.fm via hitz.fm on Blackberry
4091,u,QuickPull,BlackBerry,Blackberry,Bowho_matsuzaki,Running a @QuickPull on my BlackBerry. Brb!
4112,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,YakesKhan,I Swear Sometimes I Feel Like Throwing My Phone Against The Wall Just Because Its A Blackberry.
4113,u,QuickPull,BlackBerry,Blackberry,Creslyrics,Running a @QuickPull on my BlackBerry. Brb!
4114,u,RADIOactive for Blackberry,BlackBerry,Blackberry,Ariff_ft_ezlan,#NowPlaying Justin Bieber - Beauty And A Beat on hitz.fm via hitz.fm on Blackberry
4138,u,UberSocial for BlackBerry,BlackBerry,Blackberry,skibbysala,"Good question /:) RT@teddyomie: RT why does your man come last? @MrsMUFC: Don't touch my Blackberry my tab my hair my man and we'll be fine"""
4139,u,Twitter for BlackBerry,BlackBerry,Blackberry,guykerrigan79,Blackberry Z10 not that good...... no apps available :/
4143,u,Twitter for BlackBerry??,BlackBerry,Blackberry,FatmaMohssen,Ranbir Kapoor launches new range of #BlackBerry phones http://t.co/JuHUqBv2f4
4144,u,UberSocial for BlackBerry,BlackBerry,Blackberry,muwtindriani,@adesuryaningsh trus itu from blackberry?
4164,u,Twitter for BlackBerry??,BlackBerry,Blackberry,Bar_mie,"Lmao nice one (Y).. Stupid fellow""@laila_av: LooooL cc @Bar_mie ""@Questionnier: Cc that ur friend you Can Sell for a blackberry charger ?"""
4166,u,QuickPull,BlackBerry,Blackberry,devihendri,Running a @QuickPull on my BlackBerry. Brb!
4167,u,QuickPull,BlackBerry,Blackberry,andreapril,I'm running a @QuickPull on my BlackBerry. Brb!!! iyuuuuuuhhhhh
4168,u,Twitter for BlackBerry??,BlackBerry,Blackberry,iSoDelicious,@ME_BlackBerry when will u release the other Blackberry 10 the one that looks like bold ?
4170,positive,UberSocial for BlackBerry,BlackBerry,Blackberry,Nkathazo_Shezi,I really think Blackberry should let us use their BIS in modems now...
4172,u,QuickPull,BlackBerry,Blackberry,andictif,Running a @QuickPull on my BlackBerry. Brb!
4173,u,Twitter for BlackBerry??,BlackBerry,Blackberry,ionalouise,why is my blackberry so quiet thru headfones :S
4194,u,Twitter for BlackBerry??,BlackBerry,Blackberry,KED_32,Twitter needs emoji of blackberry.
4196,u,QuickPull,BlackBerry,Blackberry,DrewVistaa,Running a fuckin @QuickPull on my BlackBerry. Bbl.
4197,u,QuickPull,BlackBerry,Blackberry,tyararlly,Running a @QuickPull on my BlackBerry. Brb!
4198,u,Twitter for BlackBerry??,BlackBerry,Blackberry,BritneyUzodike,"Lol""@tokeralph: U never see anything *2face voice*""@BritneyUzodike: Jeeeezzzz!!!!!!!!J??S????????? saw a blackberry touch(Chinko)"""""
4217,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,Vahiza,BlackBerry absolute Hahahahahaha MTN ele tlwaela masepa. 200MB per month? My home wi-fi is 20 X that sh!t
4219,u,UberSocial for BlackBerry,BlackBerry,Blackberry,ardhillaputri,@manondevalon ur mom have blackberry? Why not u give her PIN to me? Haha. But if u want download  u can search the application on App World.
4220,positive,Twitter for BlackBerry??,BlackBerry,Blackberry,AdamPitman96,Why are blackberry battery's so shit.
4238,positive,Twitter for BlackBerry??,BlackBerry,Blackberry,YandyDlamini,Me too! The features are amazing! RT @LeeRoyWright: I just want a @BlackBerry_ZA Z10 already!!!!!!!!!!
4239,u,QuickPull,BlackBerry,Blackberry,Amira_Asyiqin,Running a @Quickpull  on my blackberry . Brb !
4241,u,QuickPull,BlackBerry,Blackberry,IrfanAlbantany,Running a @QuickPull on my BlackBerry. Brb!
4262,u,QuickPull,BlackBerry,Blackberry,Dhev30,Running a @QuickPull on my BlackBerry. Brb!
4263,u,Twitter for BlackBerry??,BlackBerry,Blackberry,legalmisfiit,"@ifeanyiMcCOY  ""@Questionnier: Cc that ur friend you Can Sell for a blackberry charger ?"""
4282,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,carolhallado,If @Blackberry would just have instagram I'll be completely happy :3
4283,u,QuickPull,BlackBerry,Blackberry,itsmebuenaki,Running a @QuickPull on my BlackBerry. Brb!
4284,u,QuickPull,BlackBerry,Blackberry,SoHEIDIFIED,Running a @QuickPull on my BlackBerry. Brb!
4285,u,QuickPull,BlackBerry,Blackberry,kasyfibaizurin,Running a @QuickPull on my BlackBerry. Brb!
4306,negative,Twitter for BlackBerry??,BlackBerry,Blackberry,NjebebeM,A 25 MB blackberry bundle lasted me 2 days on MTN. I won't last 30 days with 200 MB. I'm changing..
4308,u,QuickPull,BlackBerry,Blackberry,rinoaheartilly2,Running a @QuickPull on my BlackBerry. Brb!
4313,u,QuickPull,BlackBerry,Blackberry,_lunilima,Running a @QuickPull on my BlackBerry. Brb!
4331,u,UberSocial for BlackBerry,BlackBerry,Blackberry,Sofster_,My blackberry is telling me 'screw you and charge me (????????)??'
4336,u,QuickPull,BlackBerry,Blackberry,a_audry,Running a @QuickPull on my BlackBerry.
