id,tweet,class
9496,@TheRealMacGuru that's great ;) nice to Hera from that im gonna make a simple ios program next week i will be giving a interview:) in Mainz,neutral
9519,@omardxb what iOS device you're using presently?,positive
9525,Check out Conka to see the full development of this truly great game! #Games #IDRTG #iOS,negative
9547,Review roundup: Tax software for iOS and Mac http://t.co/ZudXiwAM5O,neutral
9591,I am playing #Dog Sweetie#!Join me! Ios Version:http://t.co/w7oKDaH8O6  My ID is:1153352 http://t.co/J1x1LDy0vV,neutral
9613,Sometimes I hate the @IGN video player on iOS.... It just sucks and ruins my mood.,neutral
9662,Kindle iOS app update deletes entire libraries  Amazon warns against downloading http://t.co/I4YcfbPvth via @zite,neutral
9710,Check out this cool paper craft you can create from Paper Crafts for Minecraft on iOS! @seejaykayappskrorkrprdd ld  http://t.co/71VrVf77Bl,neutral
9739,So  @Spotify #iOS got revamped  @Deezer should be next right?,neutral
9788,Why the apps I want download either is require iOS 5. If not need pay :/,neutral
9873,@FinancialTimes I would love to read this article but it just isn't coming up on Twitter / iOS way too many redirects.,neutral
9934,Check out this cool paper craft you can create from Paper Crafts for Minecraft on iOS! @seejaykayapps http://t.co/NHJyVbCCmD,neutral
9936,This tweet was sent using the new Twitter framework available in iOS 5. http://t.co/sZP5c3mJIq http://t.co/DLNJT4Gtte,neutral
9968,Made with Photosticker Plus on iOS. http://t.co/Iw17PUUcZ4 http://t.co/Af5NXO61ZU,neutral
10018,100 Educational iOS Apps http://t.co/8GWxdWxpR1 #mobillearning,neutral
10044,(apps://p/17654): Amazon tells iOS users not to download latest Kindle app update ----DAMN! http://t.co/ltfhLWx3ct,neutral
10064,100 Educational iOS Apps http://t.co/dcJ3U9FD3P via @zite,positive
10092,Made with Photosticker Plus on iOS. http://t.co/HU3QDfhx6M http://t.co/wMP7UNoohJ,neutral
10120,Yeah tell me about it ?@Tshivute: 17 hours of downloading iOS 6.1 software update sounds a joke but real..?,neutral
10124,I never read what I agree to in terms if service iOs so stfu and update my iPhone.,neutral
10125,Just made iOS 6 into my bitch lol finally jailbroken m phone again #teamiphone,neutral
10148,Light snow and 33??F in Milford via Weather 2x for iOS http://t.co/DqN8VxBEo4,neutral
10174,Made with Photosticker Plus on iOS. http://t.co/HU3QDfhx6M http://t.co/kkGTV8SIef,neutral
10175,Let's just say I have to charge my phone 2 times a day because of iOS 6,neutral
10176,Fun fact: if you own an iOS device and don't own Day One  I'm disappointed in you. Gorgeous and functional app.  https://t.co/GQILujKOV5,neutral
10177,So   I?ll soon do a video on app essentials! Really excited for a new start! So watch out for it ! As of now it?s going to be #iOS only,neutral
10199,@k3books @huaweidevice Huawei hope to use ios system from apple.,neutral
10224,#GIG2013 &amp; there's the Window Phone logic: smaller market = greater discoverability. Hard to argue  esp for those who missed early iOS days,negative
10250,100 Educational iOS Apps http://t.co/fOuwxWB5uN,neutral
10252,I am playing #Dog Sweetie#!Join me! Ios Version:http://t.co/w7oKDaH8O6  My ID is:1153352 http://t.co/jyW5JIXF8G,neutral
10271,@chillipope @WeAreYellows49 I?ve not updated iOS yet as I?ve heard a lot of people having problems. Due for upgrade so chose dif phone,positive
10300,I just got 23205 Points in Jungle Ruins 6 in Monsters  Inc. Run on iOS! Can you beat my score? http://t.co/dgQ75eVuMb,neutral
10319,Made with Photosticker Plus on iOS. http://t.co/HU3QDfhx6M http://t.co/bfcx01vOgu,neutral
10339,I won best supporting actor for my role in The Casual Call Girl! (Playing #Stardom on iOS) http://t.co/pLJZtXFmSs,neutral
10360,100 Educational iOS Apps http://t.co/c3kTYS0rD2 via @zite #edapp #ipaded,positive
10361,Made with Photosticker Plus on iOS. http://t.co/HU3QDfhx6M http://t.co/QtWh0mJTpf,neutral
10420,Hello  I'm Siri and i'll send an iMessage to your mum who doesn't have an iOS device.,neutral
10447,Does anybody have a tip what to do when App Store updates freeze and don?t download/install? There is heaps of space. I'm running iOS 6.1.2,neutral
10473,I hope Apple Dosent release iOS 6.1.3 or im dead,neutral
10474,Made with Photosticker Plus on iOS. http://t.co/HU3QDfhx6M http://t.co/X4HlRSQhAf,neutral
10477,Got no1 son a Samsung Galaxy Ace 2 for his birthday  just setting it up ready for him?. initial thoughts  very nice! Makes iOS look tired!,neutral
10503,RT ?@ProfNoel: 100 Educational iOS Apps http://t.co/LThc5Zlvsa?,neutral
10573,I just got 19045 Points in Jungle Ruins 7 in Monsters  Inc. Run on iOS! Can you beat my score? http://t.co/dgQ75eVuMb,neutral
10596,@kjmci @fulltimecasual damn  got me all hopeful. I have plex on phone &amp; AirPlay to atv from iOS,neutral
10597,@AishaSamira settings and it's still dropping calls. Make sure you tell them it's up to date as well on the latest version of iOS. When I,neutral
10616,@dayoneaop once again a cool update to the iOS app. Thank you !,neutral
10641,Check out this image from imgur!,neutral
10666,The new #spotify for iOS is awesome!,neutral
10688,#nowplaying Gudda Gudda - 100 On It feat Tyga  via @listen_app for iOS http://t.co/cRBEWFv1vm,neutral
10712,RT @Gamifier1: HP unleashes 'augmented reality photos' for iOS. #seriousgames #augmentedreality http://t.co/0pQvJzHqc5,neutral
10795,#RealRacing3 di #ElectronicArts per #iOS https://t.co/2nAPi3gr4b,neutral
10826,@KylaSoliano IDK! I think my phone needs to update iOS :( Dm or fb?,neutral
10852,Must have for iOS #jailbreak users. Get it free in #Cydia #BatteryCenterPro http://t.co/g24rhnsaTF,negative
10877,I downloaded the newest IOS software and now I have no sound and the volume bar has disappeared  HATE IPHONES,neutral
10954,Getting used to the new #iOS @Spotify app. Kinda like it but odd when you play a song it is just at bottom.,positive
10956,@ios_ck ??????????????????,neutral
11070,I'm listening to Bridges and Balloons by Joanna Newsom on Last.fm's Scrobbler for iOS. http://t.co/Jof2Zg8nPr http://t.co/BT2yZVtEp9,neutral
11094,I just got 32085 Points in Jungle Ruins 10 in Monsters  Inc. Run on iOS! Can you beat my score? http://t.co/dgQ75eVuMb,neutral
11095,Via PicsArt #picsart #photography #ios http://t.co/mirMpFYlm1,neutral
11096,100 Educational iOS Apps http://t.co/HZYdoyN0kC,neutral
11122,Test from ios framework,neutral
11179,Day One for #iOS updated!,neutral
11251,Via PicsArt #picsart #photography #ios #diamond http://t.co/Fi4pvNUZXF,negative
11276,I am using Bone Counter on iOS to add my Dominoes! Check it out here  http://www.cwesch.comhg,neutral
11278,2 hours to port my old (iOS 2.0-era) 3D rendering engine to a quick  nibless GLKViewController. Quick and easy! I miss making games!,neutral
11308,I am using Bone Counter on iOS to add my Dominoes! Check it out here  http://www.cwesch.comhbf,neutral
11310,I am using Bone Counter on iOS to add my Dominoes! Check it out here  http://www.cwesch.comffr,neutral
11336,Via PicsArt #picsart #photography #ios http://t.co/nUzRSXKyD8,neutral
11400,I won best supporting actress for my role in Their Friend! (Playing #Stardom on iOS) http://t.co/SoIk5icLqm,neutral
11428,I am using MyScript Calculator for iOS. Try it out  it's amazing! http://t.co/ATQ6vMzqMx #HWR. Dd. :          ,neutral
11461,Drawbacks of iOS: not multi-user  not managed like a PC  risk of simplistic use  lack of ownership,neutral
11462,@rayjeremyyy i play on the vita tried playing the iOS version didn't like it,neutral
11463,"According to the iOS Twitter button  there is a ""load more tweets"" - seems a bit dismissive  non? http://t.co/NO3Jy4tI8m",neutral
11464,Twitch fix your shit. The iOS app is derping and I can't watch League. :(,neutral
11496,I just stacked a $3.55 Extra Cheese in Sky Burger for iOS! http://t.co/3tRdsccu3g http://t.co/IOv6PEZvvi,neutral
11499,The culture of the school needs to be aligned to device choice - like control? iOS is not for you.,neutral
11597,Checkout http://t.co/4mdp0pAYR9 Best iOS app for LIVE cricket scores! http://t.co/UUPgcOjxO6 http://t.co/vtprli11nf,neutral
11599,My NAVIGATOR-M flying from Detroit to Ottawa in Pocket Planes for iOS! http://t.co/7lSZvf1w47,neutral
11623,Find out who unfollowed or unfriended you on Twitter  Instagram  and Facebook via Lost Friends iOS app http://t.co/IOytwJErSV,neutral
11696,@RoverRadio up to date with the IOS still F'ed! http://t.co/cgGUipYQ4u,neutral
11698,@Pix3lDemon u want weather icon for ios 6? http://t.co/w9g0KVHkA4,neutral
11750,I just stacked a $4.09 Cruncher in Sky Burger for iOS! http://t.co/pkISSdgxA3,neutral
11751,@Luigi_iMac ho weathericon for ios 6 :P,neutral
11781,iOS 6.1.2 makes this damn ipod batt life run low fast,positive
11783,Ios 6.1.2 kinda stinks #apple #ipod #iphone #update #ios #6 #1 #2,positive
11812,"According to the iOS Twitter button  I can read a ""load more tweets"" - seems a bit dismissive to the authors  non? http://t.co/x57zaN4Jv0",neutral
11881,Enter this code on your iOS Ninja Saga and receive Token together! &lt;624825165&gt;,neutral
11904,I just travelled 661 meters into the frantic mines of @RailRush on iOS! Can you top it? ????????? http://t.co/TVA5SvT5x2,neutral
11906,Really wish iOS would auto detect input languages. I love the corrections  but they only work for one language at a time.,neutral
11907,Real Racing! Bring it on! F2P doesn?t bother me. I play iOS games in short spurts. I save longer play sessions for console games.,neutral
11931,I knocked on 6484 times the egg! #TAMAGO URL:https://itunes.apple.r/us/app/tamago-for-ios/id572317550uu,neutral
11933,Today's video! How to jailbreak iOS 6-6.1.2 with Evasi0n http://t.co/neTWTTkPU9,neutral
12019,@andrepepebrito @bm_1981 thanks my friend! Last iOs tweet!!!,neutral
12049,Review: H&amp;R Block At Home 1040EZ for iOS http://t.co/i67LbqUb6r,neutral
12102,#AppGratis is a must have apps for #iPhone5 and #iOS user ! Best apps in #AppStore !,neutral
12103,Enter this code on your iOS Ninja Saga and receive Token together! &lt;1227379663&gt;,neutral
12126,Star Wars disponible pour Zen Pinball sur iOS,neutral
12150,Anyone else having trouble updating their iOS?,neutral
12197,Hellou #wipjam people in #MWC13 ,neutral
12198,Twitter iOS 6 app is looking good. Many new features.,neutral
12199,Enter this code on your iOS Ninja Saga and receive Token together! &lt;85236455&gt;,neutral
12225,#mwc13mny1 - what about iOS? How do we tap into non google devices? Especially for G-wallet services? Fragmentation?,positive
12282,Tweeting from iOS 5 By Tutorials! :) http://192.168.1.13/ambio2/tag/130,neutral
12329,I there a way on #mac to list websites as icons like you can on the iOS devices? ,neutral
12356,@SoccerManager just a thought.. linking SM achievements with iOS Game Center ones?,neutral
12379,Strange bug on my iPad 2 running iOS 6.0.1. (My iPad 4 is ok.) Never seen it before. Time to update. ? https://t.co/DzOefqICCL,neutral
12381,@ZombieBacchus and old for iOS Users...,positive
12404,Via PicsArt #picsart #photography #ios @EgaHeriana http://t.co/lpRdz9BfOk,neutral
12499,Here's a great way to kid proof an iOS device from @MacObserver: http://t.co/bz1yxS4nno,neutral
12500,I have a lot of respect for indie iOS developers who are able to earn a living by selling on the App Store.,neutral
12501,@bexytaylor88 @rachel_model1 hehe alright ladies calm down. Friday iOS officially thong Day so you might wake up to a surprise ;) x,positive
,Evernote for iOS updated with 'The Trunk ' Snippets  enhanced PDF viewer... http://t.co/1AA2WGm3oc,neutral
,"Great point &amp; click adventure
The Great Fusion Found in AppTicker ??0.00 instead of ??0.69 #iOS http://t.co/Kw6txzeaX1 http://t.co/E5eMAG57Mj",neutral
,Created with Bezel for iOS http://t.co/1AQRx24NBB http://t.co/C8fRlSKM1z,neutral
,Can you beat my Bike Baron level? Check it out! Level code: KKWG #bikebaron #ios #game http://t.co/ztpeBvxPOE http://t.co/zkEafvl85s,neutral
,Can you beat my Bike Baron level? Check it out! Level code: KKVU #bikebaron #ios #game http://t.co/q1CrsJZe4S http://t.co/r562xzWbET,neutral
,I'm listening to SADIE by MELBA MOORE &amp; PHIL PERRY on @Bravaradio mobile application. Get it on your iOS device! http://t.co/EONHtiXFQM,neutral
,Check out #BreadKittens - the hilarious new game for iOS about baking and wearing bread on cats! http://t.co/kEZO845nLG,neutral
,I'm playing funny game 'Clever Driver' for iOS! Play with me now! http://t.co/QMYxBQtfrU http://t.co/tCecY3qndV,neutral
,"I'm watching Blankman free on @Crackle for iOS http://t.co/1Xx5eg2507 classic"".",neutral
,Really like this iOS Game. Must be because of my 80s Horror Flick Addiction :-) #CrazyBill https://t.co/tOTpGJP075 http://t.co/ZWE3xg484z,neutral
,Check out this iOS game #Free #CrazyBill  https://t.co/IlaV4eWvRp http://t.co/EgZHfxZ9no,neutral
,Check out this iOS game #Free #CrazyBill... https://t.co/wRElozaQ5Z http://t.co/YAUkNpYS23,neutral
,Score 0 obtained in Crazy Grandma Skate! Play it FREE on iOS! https://t.co/cVJdPqDSmX http://t.co/ydqdVxnnuy,neutral
,??? I'm listening to Emergency On Planet Earth by Jamiroquai with my Denon Audio iOS App. http://t.co/QM1W1X3kvG,neutral
,??? I'm listening to Always by Bon Jovi with my Denon Audio iOS App. http://t.co/wpa44wxQl5,neutral
,??? I'm listening to No Apologies by Bon Jovi with my Denon Audio iOS App. http://t.co/8xCGM8Uw3r,neutral
,??? I'm listening to You Give Love A Bad Name by Bon Jovi with my Denon Audio iOS App. http://t.co/n03c1pPF4q,neutral
,??? I'm listening to Have A Nice Day by Bon Jovi with my Denon Audio iOS App. http://t.co/OCv6qO4rdz,neutral
,I am playing #Dog Sweetie#!Join me! Ios Version:http://t.co/YYBCyCooA2  My ID is:1364467 http://t.co/RlD61ZKH71,neutral
,I am playing #Dog Sweetie#!Join me! Ios Version:http://t.co/3Rv57vamVn  My ID is:1364495 http://t.co/HzJZn4ak82,neutral
,Listening to Today in iOS Podcast - The Unofficial iOS  iPhone  iPad and iPod Touch News and iPhone Apps Podcast (Tii http://t.co/VTrKEEcOVX,neutral
,Checkout Search Engine DuckDuckGo https://t.co/XAiTZ2jsiR (via @duckduckgo iOS app http://t.co/EMl5rsS9bG)????????????,neutral
,Check out my new makeover with the Face-Lift iOS app. http://t.co/F1XZEEdkwF,neutral
,"""[iOS developer:news];"" Good read @iphonekiwiapp http://t.co/5gt4XR2gg7",neutral
,"""Sick of waiting for Mailbox? You can use Taskbox?€?s gesture-based iOS email app right now"" good read http://t.co/2mBxoT18VF",neutral
,I made this with......Drum role please :3 Fingerpaint Magic iOS app x http://t.co/xCJi2cc3tr,neutral
,Made with Fingerpaint Magic iOS app. http://t.co/0PUOJ87HrO,neutral
,Cult of Mac: Archive  Batch Send  And Download Your Instagram Photos With Recygram [iOS Tips] http://t.co/u0e0jI9WZn,neutral
,Cult of Mac: Evernote 5.2 For iOS Crashes On Startup  But There?€?s A Fix [PSA] http://t.co/nU4NoHtCok,neutral
,Get Heal Me! free on #iOS! https://t.co/XwvfmFfW8e Check out my latest #HealMe masterpiece! http://t.co/QKx3HrfzGB,neutral
,Get Heal Me! free on #iOS! https://t.co/XwvfmFfW8e Check out my latest #HealMe masterpiece! http://t.co/k9LcYz9ZRL,neutral
,Get Heal Me! free on #iOS! https://t.co/aYA7HRQLU6 Check out my latest #HealMe masterpiece! http://t.co/ubEV57tQKw,neutral
,Get Heal Me! free on #iOS! https://t.co/aYA7HRQLU6 Check out my latest #HealMe masterpiece! http://t.co/hoTCeCDacz,neutral
,#Disney Releases New #ToyStory : Smash It! Game for #iOS http://t.co/s4MN7Hi5aV,neutral
,"Check out this image from imgur!...only in japan...

Sent via imgurApp for the iOS http://t.co/VrLKQoewB7 http://t.co/lbjg2dcadF",neutral
,"Check out this image from imgur!

Sent via imgurApp for the iOS http://t.co/H5eJ2hJreb http://t.co/VaNZiMln6T",neutral
,"We should totally do this at our coldstone! #icecreamprobs

Sent via imgurApp for the iOS http://t.co/2dK9Qf71nW http://t.co/l5SDSiosHx",neutral
,"I just finished a quest in ImmortalCity from YesGnome Free download for iOS: http://t.co/MCNKxsinGz
2013-03-01 22:20:28 +0000",neutral
,Fuck why does iOS not have this native?,negative
,My WALLABY-P flying from Detroit to Cincinnati in Pocket Planes for iOS! http://t.co/bfDsz9y4U3,neutral
,Here it is! new video! Maps in iOS  Youtube app and cool weather app! http://t.co/pG5KekhB7W,positive
,Hey! Check out this interesting video from Wimp iOS app: http://t.co/S8JSAYPlRc,neutral
,@Support Push Notification on #iOS not working properly.,negative
,"I'm using ""TwitConnect!"" on iOS to know if my followers are connected! http://t.co/mLE5mY1Wke",neutral
,@kooapps I just busted some pirate in Pirate Wars for iOS! Challenge me now for free! http://t.co/uueE4oVsoU,neutral
,I love that the iPhone 6 is rumored to come out by September 2014 with iOS 7. My contract will be up! ????,positive
,Para los Apple  Mac &amp; iOS FREAKS out there: iMore by Mobile Nations https://t.co/lYEXUkCss9,neutral
,This cubie app is such a cutie. Download it guys. #iOS,neutral
,"I'm using ""TwitConnect!"" on iOS to know if my followers are connected! http://t.co/mLE5mY1Wke",neutral
,If you have modified your iOS home screen/other using the jailbreak  please do share a screenshot of it please :),f
,Wish I could figure out why my time/date widget stopped working on iOS 6 :/ http://t.co/zfZXRdrD7P,f
,People plotting behind others back  now you know who you can and who you can't trust within iOS community.,f
,@jenevive84 I?€?ll be going to them myself tomorrow. The battery on this new iOS lasts for about half an hour.,negative
,If Sony wants to make the PlayStation Store available on any other mobile browser that isn?€?t Safari on iOS  that?€?d be hunky-dorey.,f
,Awsm. Just pissed away $1 on Motion. Which doesn?€?t seem to do a damn thing on iOS 6.1.2. People wonder why I usually pirate before I buy?€?,f
,Tiny buttons new in iOS? Because I can?€?t snooze my alarm anymore (sleepy GB can?€?t tap tiny button  turns off alarm). http://t.co/eeDeUABbbM,positive
,@mrzzheng any chance you will be updating GV SMS Extension for ios 6?,f
,@edog1203 there was an article about 30 most influential twitter users for iOS devs. Congrats on being on the list :),
,WWF update on iOS is so buggy it?€?s unplayable.,
,@madhulikamathur Have you tried Carrot for iOS ? $0.99,
,@lukedary It?€?s an iOS app called Mailbox. They?€?re doing a staggered rollout. Lots of hype  I?€?m somewhat skeptical.,
,@iOS_Jan Remember when we facetimed back in the day? Lol,
,@arnoldkim @reneritchie @chartier @marcoarment @viticci Try playing Sim City on iOS. It?€?s basically unplayable unless you pay to speed up?€?,
,@BlueFury47 It?€?s hard 2 put good controls on iOS. I have wheel left &amp; gas/brake button right. They should integrate iPhone as a controller.,
,@ziggy__7 u made Amplified HD correct? Are u working on an update for it for iOS 6  ip5?,
,@mlwry Meh  I think iOS still looks way nicer.,
,"@simon_harper helps since iOS forced use of password with all IAPs
Kids can do their own updates now iOS 6 allows no password",
,@iSehaj @sunnychl @frogginbullfish original  iPhone when it was called iPhone OS lop,
,@iSehaj @sunnychl @frogginbullfish original  iPhone when it was called iPhone OS lop,
,@cmallan84 @AgentBenji works fine on my iOS. Maybe it?€?s because you have everything ever enabled?!? lol,
,@iOS_Jan 1 time for 2 seconds XD,
,So far I'm loving the mailbox app on iOS. If only I could get my exchange accounts on it.,
,@prismatic Probably user error (me)  but iOS browsers can?€?t reset passwords through your website  it seems.,
,.@Spotify on iOS needs a FUCKING CLEAR CACHE BUTTON.,
,@frogginbullfish @sunnychl if I was bored I would have switched last year. iOS felt limited and at the price you just can?€?t beat n4,
,@allyg8er22 Its a twitter app. Google tweetbot for iOS for reviews or go to apps search put same in and read the description and reviews too,
,I am thinking about developing an iOS app that can (D)DoS (UDP of course)  ideas ?,
,@designmodo Are you planning to release more iOS UI kits? Perhaps a version of Square UI?,
,@OneLouderApps when are we going to see push notifications for tweet caster pro for IOS? This is all that's missing. Great application,
,It?€?s so awesome how keyboard shortcuts I set up on my iPhone carry over to my iPad. I wonder if it carries to OS X also.,
,It?€?s so awesome how keyboard shortcuts I set up on my iPhone carry over to my iPad. I wonder if it carries to OS X also.,
,@mailbox welp got em fixed-just was taking a but of time to locate options in gmail web-and they don?€?t show up on safari iOS?€?no probs now!,
,@DavePeckens @Sol4Pistons Finally got @mailbox  can?€?t really see what it does better/different than iOS mail? It does seem to have push.,
,@evernote @evernote_de my mac app tells me that my upload limit is 100%  but in fact my iOS clients and web client show me free limit? :-/,
,Today was a big day. Found out there is a Giant grocery scanner ios app.,
,@gadgetmanBrian @Sol4Pistons @mailbox is push-ish. Beyond the delaying of ?€?task?€? email  I?€?ve actually gone back to iOS mail.,
,I wish TweeBot (iOS) could post to buffer.,
,@atebits_support Yes. iPhone 4 on iOS 5.1.1.,
,@iPadJailbroken He said he would update to future iOS updates basically he is just being lazy.,
,@hizinfiz totally. I already know of good number on dA and I can always fix sizes/formats and make normal icon sets suitable with iOS too,
,@toddmotto @StaceyLVincent Aw! Haha. It?€?s always a viable excuse now - ?€?Todd update your site!?€? Sorry was playing an iOS game :p,
,@sparkrent are you working on an app for ios?,
,iOS user finds bug in Signal 2 where he picks up signal from Africa where actually it is just coordinates (0 0) http://t.co/qwOzX0NyaB,
,@dkernohan the mobile #ds106radio player is looking great in iOS &gt; props to @aforgrave http://t.co/G02Kpa7TiV,
,Phone app finished on iOS 6 for iPhone 4/4S and 5 http://t.co/TiZjB0TMM7,f
,GO DESK works on IOS 6 if installed upon LivePapers. #evasi0n http://t.co/FIl2ruBqem,f
,WHY IS TWEWY FOR IOS 18 BUCKS ARE YOU SHITTING ME SQUAAAAARE EEEEEEEENIIIIIIX OH WELL EMULATING,negative
,I don't use the iOS app Twist often  but when I do I love it.,positive
,@Reservoir_Dan @simon_harper @robertpaul true - before iOS 6 my kids could do it if I?€?d just bought the app for them. Rule was to reboot,f
