,X,user,date,source,retweets,tweet,followers,statuses,listed,friends,source_cleaned,tweettopic
9209,9210,Khalid2060,Fri  01 Mar 2013 19:51:32 +0000,Twitter for iPad,0,@BlackBerry by next Month it will be in my hands..!!,344,3550,1,671,iOS,Blackberry
9210,9211,Callum_Mckinney,Fri  01 Mar 2013 19:52:11 +0000,Twitter for iPad,0,Anyone want to buy my blackberry? Dm me if you or anyone you know wants to #futuredelboy,304,690,0,556,iOS,Blackberry
9213,9214,jessika_elite,Fri  01 Mar 2013 19:54:23 +0000,Twitter for iPad,0,hate my blackberry now????,340,441,0,616,iOS,Blackberry
9214,9215,JustSomeFUNfans,Fri  01 Mar 2013 19:57:46 +0000,Twitter for iPad,0,BBM  Facebook and twitter now work on my blackberry which is good,252,4581,4,144,iOS,Blackberry
9215,9216,OriginalDeclan,Fri  01 Mar 2013 20:04:03 +0000,Twitter for iPad,0,you do not understand how badly I want any other phone that doesn't have the word blackberry written on it,148,393,0,137,iOS,Blackberry
9216,9217,JustSomeFUNfans,Fri  01 Mar 2013 20:09:30 +0000,Twitter for iPad,0,I can tell downloading twitter onto my blackberry was a mistake,252,4590,4,144,iOS,Blackberry
9223,9224,BrookeBabyWren,Fri  01 Mar 2013 20:24:03 +0000,Twitter for iPad,0,Need my BLACKBERRY back @asap,47,162,0,55,iOS,Blackberry
9226,9227,DanniGray1,Fri  01 Mar 2013 20:27:54 +0000,Twitter for iPad,0,Don't want a blackberry anymore,426,3187,0,323,iOS,Blackberry
9227,9228,SebastianPaz_,Fri  01 Mar 2013 20:30:30 +0000,Twitter for iPad,0,Aww the few hours I had on my blackberry are gone :'(,319,938,0,313,iOS,Blackberry
9228,9229,livandjakesmama,Fri  01 Mar 2013 20:31:48 +0000,Twitter for iPad,0,@tide @downy Blackberry! #WhatDidIfindInTheWash,415,6320,2,1995,iOS,Blackberry
9230,9231,racheeeldonaghy,Fri  01 Mar 2013 20:34:29 +0000,Twitter for iPad,0,Finally getting a new blackberry tomorrow!!!:D,679,18795,0,1171,iOS,Blackberry
9232,9233,Tihauan,Fri  01 Mar 2013 20:36:17 +0000,Twitter for iPad,0,early BlackBerry looks simple  cute and smart http://t.co/1K4lGBmY07,82,443,7,61,iOS,Blackberry
9238,9239,CarsonCagle,Fri  01 Mar 2013 20:41:48 +0000,Twitter for iPad,0,@BlackBerry no one cares.,139,1033,0,116,iOS,Blackberry
9241,9242,B_leex3,Fri  01 Mar 2013 20:48:38 +0000,Twitter for iPad,0,@ShateriaM YES my blackberry was the best phone I ever had. Never died on me never gave me problems or anything and I dropped it a lot.,232,16617,0,187,iOS,Blackberry
9242,9243,SophieStyles_1D,Fri  01 Mar 2013 20:49:59 +0000,Twitter for iPad,0,HOW DO YOU FIX A WATER DAMAGED BLACKBERRY???,875,10736,1,701,iOS,Blackberry
9244,9245,ana_reem_1988,Fri  01 Mar 2013 20:51:51 +0000,Twitter for iPad,0,@BlackBerry How the expected price of the BlackBerry Q10 ,36,260,0,47,iOS,Blackberry
9245,9246,ana_reem_1988,Fri  01 Mar 2013 20:52:02 +0000,Twitter for iPad,0,@BlackBerry Will come down at the beginning of April in the Middle East,36,260,0,47,iOS,Blackberry
9246,9247,StevenCorpstein,Fri  01 Mar 2013 20:57:49 +0000,Twitter for iPad,0,@BlackBerry So could this replace Instgram?,2,8,0,5,iOS,Blackberry
9247,9248,AlanJT26,Fri  01 Mar 2013 20:57:56 +0000,Twitter for iPad,0,@BlackBerry when is whatsapp coming for Bb10?,60,454,0,227,iOS,Blackberry
9248,9249,CarlMorecroft,Fri  01 Mar 2013 20:59:19 +0000,Twitter for iPad,0,@uk_blackberry Vodafone have got their update out  but not Orange yet. Any idea when Orange are going to haull butt?,4,25,0,14,iOS,Blackberry
9251,9252,HMC_Muenchen,Fri  01 Mar 2013 21:02:04 +0000,Twitter for iPad,0,@BlackBerry No answer! Okay you loose one more regular customer. Sorry!,1118,1081,21,2002,iOS,Blackberry
9252,9253,9Stremayne,Fri  01 Mar 2013 21:02:05 +0000,Twitter for iPad,0,Switching on my blackberry  it's been months!,115,2880,0,205,iOS,Blackberry
9254,9255,AmyMcDonnell9,Fri  01 Mar 2013 21:03:16 +0000,Twitter for iPad,0,@DaughterOfJolly haha my grandma doesn't have it so when I sleep I pray union j don't tweet coz I've got a blackberry and their crap!,274,3202,1,535,iOS,Blackberry
9255,9256,Cruntchie,Fri  01 Mar 2013 21:07:10 +0000,Twitter for iPad,0,@alexmanns1 Be Bold  switch to Blackberry LOL,13,264,0,81,iOS,Blackberry
9256,9257,CarlMorecroft,Fri  01 Mar 2013 21:08:06 +0000,Twitter for iPad,0,@blackberry Any idea when Orange UK is going to release the update? Vodafone have alreadynleased theirs and I'm getting jealous :-p,4,26,0,14,iOS,Blackberry
9258,9259,itsdevii_s,Fri  01 Mar 2013 21:10:43 +0000,Twitter for iPad,0,?€?@GoolEl9dg: RT if you're a BlackBerry user. #GoolEl9dg?€?,290,16172,0,88,iOS,Blackberry
9260,9261,JudiJaiPurse,Fri  01 Mar 2013 21:12:18 +0000,Twitter for iPad,0,I still have a blackberry phone  I should die,1682,12465,1,593,iOS,Blackberry
9264,9265,Lewis_Karl,Fri  01 Mar 2013 21:18:15 +0000,Twitter for iPad,0,??499.99 for an unlocked #Blackberry Z10!!!!,119,977,1,182,iOS,Blackberry
9270,9271,tmbtucker,Fri  01 Mar 2013 21:31:44 +0000,Twitter for iPad,0,Not only my iPad is being spazzy but also my blackberry is too #firstworldproblems,288,10747,0,544,iOS,Blackberry
9271,9272,phamerwashere,Fri  01 Mar 2013 21:35:34 +0000,Twitter for iPad,0,@blackberry frustrated I can't make the Bridge work with my PlayBook. #bbfail.,42,190,0,158,iOS,Blackberry
9272,9273,kaylamacht,Fri  01 Mar 2013 21:36:21 +0000,Twitter for iPad,0,@BrooklynAssels and now I'm stuck with a blackberry????????????????,305,8249,0,200,iOS,Blackberry
9274,9275,JennaToulcher,Fri  01 Mar 2013 21:38:57 +0000,Twitter for iPad,0,@abbiedoylexx text me baby (blackberry number),250,4234,0,373,iOS,Blackberry
9278,9279,alex_t_cookie,Fri  01 Mar 2013 21:41:37 +0000,Twitter for iPad,0,You can get blackberry cases that you can put your own picture on,51,1364,0,53,iOS,Blackberry
9280,9281,TP_Pillay,Fri  01 Mar 2013 21:43:15 +0000,Twitter for iPad,0,When does the Blackberry ambassador search end? #Twoogle,903,18685,2,398,iOS,Blackberry
9282,9283,DAYintheMAKING,Fri  01 Mar 2013 21:43:42 +0000,Twitter for iPad,0,@Meet_Stixx iPad &amp; blackberry.. Why wassup?,464,29120,9,378,iOS,Blackberry
9285,9286,Diam0ndbullet_,Fri  01 Mar 2013 21:45:14 +0000,Twitter for iPad,0,@TR0PHYEYE5 I HAVE A BLACKBERRY SO NOT MUCH HAS CHANGED :)))))))))),1287,12882,1,1056,iOS,Blackberry
9286,9287,CamStayDopee,Fri  01 Mar 2013 21:47:53 +0000,Twitter for iPad,0,@KarlaLeighan you have to turn your IMessage on &amp; text my FaceTime email NOT my phone. I have a blackberry but I face timed u from my iPad,352,16190,0,287,iOS,Blackberry
9288,9289,_dotmatrix,Fri  01 Mar 2013 21:49:56 +0000,Twitter for iPad,0,BlackBerry 10 does not have whatsapp yet  that is crazy,109,19586,2,114,iOS,Blackberry
9291,9292,ameliabambridge,Fri  01 Mar 2013 21:56:13 +0000,Twitter for iPad,0,I think my blackberry will die soon,426,7093,0,897,iOS,Blackberry
9292,9293,ShaqBaron11,Fri  01 Mar 2013 21:56:53 +0000,Twitter for iPad,0,My blackberry is back and working so add me 26D4B09A,270,2675,1,689,iOS,Blackberry
9294,9295,jodesohwell,Fri  01 Mar 2013 21:59:29 +0000,Twitter for iPad,0,embarrassed to say that ive missed my blackberry,453,1724,0,703,iOS,Blackberry
9295,9296,stradfordheart,Fri  01 Mar 2013 22:00:14 +0000,Twitter for iPad,0,AMEN TO THAT!! RT?€?@SwaggySallyJb: El-BlackBerry Dah 3yezlo 5abtaa Fl 7eta Mo7taramaa 3shan Yemshy zay El alef?€?,1229,6797,3,2000,iOS,Blackberry
9296,9297,KevinSemagin,Fri  01 Mar 2013 22:01:18 +0000,Twitter for iPad,0,The new @BlackBerry 10. 10 is the number that will break before you buy a real phone.,408,2297,16,411,iOS,Blackberry
9298,9299,keegangary,Fri  01 Mar 2013 22:03:10 +0000,Twitter for iPad,0,@superjhooper @songza i am listening to smoke on the water out of the open window of a passing car.why? Cause i have a f ing blackberry,18,343,0,122,iOS,Blackberry
9306,9307,Diam0ndbullet_,Fri  01 Mar 2013 22:13:55 +0000,Twitter for iPad,0,@TR0PHYEYE5 IDEK WHY I AKED FOR A BLACKBERRY I HAVE LIKE 1 YEAR LEFT ON CONTRACT WITHH IT CRY CRY,1288,12923,1,1056,iOS,Blackberry
9307,9308,stewilliams,Fri  01 Mar 2013 22:14:01 +0000,Twitter for iPad,0,@wardiedj comes preloaded on my new phone blackberry. Looking forward to tomorrow going to be a good day,44,196,0,105,iOS,Blackberry
9312,9313,JenySmith14,Fri  01 Mar 2013 22:17:37 +0000,Twitter for iPad,0,@Joannesmith1966 haha ino ull still av frank &amp; Jen mc hahah! Not got my sim yet &amp; only dun it coz my blackberry keeps playin up xxxx,107,583,0,96,iOS,Blackberry
9315,9316,melmousheh,Fri  01 Mar 2013 22:25:08 +0000,Twitter for iPad,0,Wtf is wrong with my blackberry #fuckingcharge,341,12757,0,127,iOS,Blackberry
9319,9320,juod_1994,Fri  01 Mar 2013 22:34:27 +0000,Twitter for iPad,0,?€?@BlackBerry: And so did this: BlackBerry Q10 is HERE. http://t.co/qJVFIMtgwQ  #BlackBerry10  ^MM?€? ???????????? ???????????? ???????,437,5241,0,312,iOS,Blackberry
9321,9322,Awashii_,Fri  01 Mar 2013 22:39:50 +0000,Twitter for iPad,0,I need my blackberry I have nothing else to do :(,577,14973,0,414,iOS,Blackberry
9324,9325,tunetojc,Fri  01 Mar 2013 22:48:12 +0000,Twitter for iPad,0,@ATT lemme get that blackberry ten next week!,934,12717,1,33,iOS,Blackberry
9325,9326,bronaghlynchx,Fri  01 Mar 2013 22:49:29 +0000,Twitter for iPad,0,anyone know how to fix a blackberry scroller?,343,1189,0,715,iOS,Blackberry
9326,9327,1D_Bang_me,Fri  01 Mar 2013 22:50:16 +0000,Twitter for iPad,0,Someone also threw their blackberry on stage and Louis mentioned it and kicked it to Paul,1728,9620,0,1045,iOS,Blackberry
9327,9328,FattmaAK,Fri  01 Mar 2013 22:50:37 +0000,Twitter for iPad,0,@imxn_ I used both and honestly I think via iPad is much better than via BlackBerry!,643,28325,3,316,iOS,Blackberry
9330,9331,kRaaghav,Fri  01 Mar 2013 22:56:04 +0000,Twitter for iPad,0,@San_abb Blackberry !!!... Will always be the worst smartphone or rather its just a phone ..!,13,30,0,160,iOS,Blackberry
9333,9334,Elly_Wilson,Fri  01 Mar 2013 23:05:49 +0000,Twitter for iPad,0,@TiffyRoutledge Indeed they have! Can't trust a racking blackberry can ya!! Ok hoeee xx,302,513,0,306,iOS,Blackberry
9338,9339,DanielaaCx,Fri  01 Mar 2013 23:10:49 +0000,Twitter for iPad,0,@ChloeJSullivan what blackberry would you get,128,537,0,66,iOS,Blackberry
9341,9342,J_LouisePrincey,Fri  01 Mar 2013 23:18:22 +0000,Twitter for iPad,0,Looking at my chats on BBM  I don't even wanna reply. I'm so tired of a blackberry right now,321,7552,3,317,iOS,Blackberry
9342,9343,athyde08,Fri  01 Mar 2013 23:19:52 +0000,Twitter for iPad,0,My #blackberry can now no longer read emails...yep  time to make the change to a different phone company...,171,1547,0,283,iOS,Blackberry
9343,9344,abbiehennessey_,Fri  01 Mar 2013 23:20:23 +0000,Twitter for iPad,0,Would pick my samsung over a blackberry anyday #galaxys3 #shitberry,184,4555,0,127,iOS,Blackberry
9345,9346,rocknwren,Fri  01 Mar 2013 23:24:27 +0000,Twitter for iPad,0,Galbanum  Basil  Dandelion  Blackberry  Star Jasmine  Cyclamen Petals  Gaiac Wood  Musks  Amber and...,47,3980,5,35,iOS,Blackberry
9346,9347,alymdlo,Fri  01 Mar 2013 23:25:03 +0000,Twitter for iPad,0,24- Blackberry o tablet?: tableeeet,242,661,0,254,iOS,Blackberry
9347,9348,Ffiooonxo,Fri  01 Mar 2013 23:26:19 +0000,Twitter for iPad,0,Stuck with my blackberry until March 2014 :(:( #cry,267,1317,1,1058,iOS,Blackberry
9349,9350,sailormoron,Fri  01 Mar 2013 23:33:03 +0000,Twitter for iPad,0,@popularjap nice blackberry,1566,42449,8,91,iOS,Blackberry
9350,9351,micky_sparkles,Fri  01 Mar 2013 23:35:18 +0000,Twitter for iPad,0,I hate my fucking blackberry omg I'm going to thru it in the ground,277,13848,0,246,iOS,Blackberry
9351,9352,Abbiemaye96,Fri  01 Mar 2013 23:38:54 +0000,Twitter for iPad,0,Love how I'm sat on my iPad with a blackberry  iPod and another iPad around me! Too much technology!,308,269,0,608,iOS,Blackberry
9352,9353,quakudiddy,Fri  01 Mar 2013 18:39:33 +0000,Twitter for iPhone,0,Blackberry ur chick am so bold,62,472,0,49,iOS,Blackberry
9353,9354,YooRealz,Fri  01 Mar 2013 18:39:43 +0000,Twitter for iPhone,0,"""Skinny girl with a fat batty  selling weave straight of the blackberry"" FAM who's responsible for that bar ????????",445,883,0,238,iOS,Blackberry
9354,9355,pinkflamin_,Fri  01 Mar 2013 18:39:54 +0000,Twitter for iPhone,0,The new blackberry is so nice.,134,32092,0,108,iOS,Blackberry
9359,9360,Nouura_ibrahim,Fri  01 Mar 2013 18:40:38 +0000,Twitter for iPhone,0,I lost my blackberry ????????!!!! *looking everywhere*,218,5571,0,272,iOS,Blackberry
9362,9363,Karmyn,Fri  01 Mar 2013 18:41:04 +0000,Twitter for iPhone,0,?€?Less than one month until #BlackBerry10 makes its debut in the #USA. Find out details here: http://t.co/RCU97jXwS6?€? @karmynkast,375,308,16,512,iOS,Blackberry
9364,9365,CPMenard,Fri  01 Mar 2013 18:41:56 +0000,Twitter for iPhone,0,@Britt_Alexa still living in the early 2000s wanting a blackberry again lol,232,23706,6,141,iOS,Blackberry
9366,9367,marylorraine2,Fri  01 Mar 2013 18:42:05 +0000,Twitter for iPhone,0,Another thing I'm gonna miss about my blackberry.... All the clicking noises the keys make when I text,269,6185,0,143,iOS,Blackberry
9367,9368,robertjbunting,Fri  01 Mar 2013 18:42:07 +0000,Twitter for iPhone,0,People still use @BlackBerry ? It's like seeing someone with a Carphone!,642,4488,11,1979,iOS,Blackberry
9368,9369,_Eric_Noel,Fri  01 Mar 2013 18:42:21 +0000,Twitter for iPhone,0,Does anyone even care?  This is about 3 years late MT?€?@BlackBerry: Less than one month until #BlackBerry10 makes its debut in the #USA.?€?,154,896,1,235,iOS,Blackberry
9369,9370,JaymiHampton,Fri  01 Mar 2013 18:42:23 +0000,Twitter for iPhone,0,"""@BlackBerry: Less than one month until #BlackBerry10 makes its debut. Find out details here: http://t.co/gn7opEf4nQ"" @EliseCHarvey",148,4267,1,215,iOS,Blackberry
9371,9372,HannahCrowtherx,Fri  01 Mar 2013 18:42:54 +0000,Twitter for iPhone,0,Thought I'd go back onto the blackberry #notmissingmuch,421,5614,0,397,iOS,Blackberry
9373,9374,elliemansell,Fri  01 Mar 2013 18:42:56 +0000,Twitter for iPhone,0,@joshHD123 @mollielyon97 mollie is selling a blackberry,309,3472,0,171,iOS,Blackberry
9374,9375,laauren_rachel,Fri  01 Mar 2013 18:42:59 +0000,Twitter for iPhone,0,Why did I get a blackberry,233,7510,1,409,iOS,Blackberry
9375,9376,JooliaGooolia,Fri  01 Mar 2013 18:43:21 +0000,Twitter for iPhone,0,The new blackberry looks sick,403,9206,0,598,iOS,Blackberry
9379,9380,LucyMayMitchell,Fri  01 Mar 2013 18:45:54 +0000,Twitter for iPhone,0,Found my memory card from my blackberry! Arwww miss my blackberry ????,90,456,0,79,iOS,Blackberry
9381,9382,JayyMehhr,Fri  01 Mar 2013 18:46:12 +0000,Twitter for iPhone,0,?€?@BlackBerry: Less than one month until #BlackBerry10 makes its debut in the #USA. ?€? you'll be mine bitch Can't wait. preorder,250,15235,0,196,iOS,Blackberry
9382,9383,RachelHardyPR,Fri  01 Mar 2013 18:46:12 +0000,Twitter for iPhone,0,My blackberry has fallen in love with @krisdeeds - sorry for all the random phone calls - it just keeps ringing u!,6668,3326,16,706,iOS,Blackberry
9383,9384,ChrispyMD,Fri  01 Mar 2013 18:46:14 +0000,Twitter for iPhone,0,?€?@BlackBerry: Less than one month until #BlackBerry10 makes its debut in the #USA. Find out details here: http://t.co/gXEGKgsbOB?€? #awesome,205,4168,0,162,iOS,Blackberry
9384,9385,LennonBilly,Fri  01 Mar 2013 18:47:34 +0000,Twitter for iPhone,0,Oh the joys of owning a Blackberry :| #fuckingpieceofshit #shitberry,375,6226,0,368,iOS,Blackberry
9386,9387,lorrainie_cruz,Fri  01 Mar 2013 18:47:45 +0000,Twitter for iPhone,0,Reading the book Hamlets Blackberry has made me look at technology differently &amp; I want to make some changes I'm gonna delete a social media,53,3405,0,205,iOS,Blackberry
9388,9389,Lici_Wags,Fri  01 Mar 2013 18:56:01 +0000,Twitter for iPhone,0,Awks. Blackberry still sending me emails even though I no longer have a blackberry. ????,152,5998,2,208,iOS,Blackberry
9390,9391,SivaWeLoveYou,Fri  01 Mar 2013 18:56:07 +0000,Twitter for iPhone,0,Might be getting the new blackberry in the next few weeks :D,2599,12128,5,2439,iOS,Blackberry
9391,9392,Ryan__Hamill,Fri  01 Mar 2013 18:56:39 +0000,Twitter for iPhone,0,My new blackberry is siiiickkkk guyyssss http://t.co/QNzIc512UC,185,576,0,402,iOS,Blackberry
9394,9395,SweetSin__,Fri  01 Mar 2013 18:57:25 +0000,Twitter for iPhone,0,People still use blackberry phones ? Lol,410,8554,2,431,iOS,Blackberry
9396,9397,HamiltonB6,Fri  01 Mar 2013 18:57:29 +0000,Twitter for iPhone,0,@Revzraj blackberry,222,914,0,170,iOS,Blackberry
9397,9398,LanceIsLegal,Fri  01 Mar 2013 18:58:23 +0000,Twitter for iPhone,0,Blackberry should really give up on making phones,431,11226,2,333,iOS,Blackberry
9398,9399,rickykassab,Fri  01 Mar 2013 18:58:26 +0000,Twitter for iPhone,0,@BlackBerry when will google maps come out? This is a must for me.,138,1001,0,163,iOS,Blackberry
9400,9401,livhawtree,Fri  01 Mar 2013 18:58:33 +0000,Twitter for iPhone,0,Anyone intrested blackberry bold 9900 http://t.co/LMd0pQwxfJ,115,918,0,89,iOS,Blackberry
9405,9406,TheKidLana,Fri  01 Mar 2013 18:59:27 +0000,Twitter for iPhone,0,Dear creator of the blackberry I'm going to find you and kill you.,211,3728,0,501,iOS,Blackberry
9406,9407,Junaid_wavey,Fri  01 Mar 2013 18:59:40 +0000,Twitter for iPhone,0,Your mom talks to teenage boys on her Blackberry,195,1259,0,96,iOS,Blackberry
9407,9408,SirhcNavillus,Fri  01 Mar 2013 18:59:43 +0000,Twitter for iPhone,0,"?€?@BlackBerry: Less than one month until #BlackBerry10 makes its debut in the #USA."" @TommyConti is gonna be first in line. #ShittyPhone",183,2519,1,705,iOS,Blackberry
9408,9409,Sarablack9pearl,Fri  01 Mar 2013 18:59:52 +0000,Twitter for iPhone,0,@ShawnMichaels @dreanakennedy tell them your phone is blackberry -.- #FakeAcc,791,17187,3,44,iOS,Blackberry
9411,9412,RobbieSebastiao,Fri  01 Mar 2013 19:00:42 +0000,Twitter for iPhone,0,When someone leaves their Blackberry on the table  I put my drink on it because I assume it's a better coaster than phone.,338,13783,1,238,iOS,Blackberry
9413,9414,BabyEspo,Fri  01 Mar 2013 19:01:03 +0000,Twitter for iPhone,0,I MISS BEING TEAM BLACKBERRY,415,6922,0,141,iOS,Blackberry
9415,9416,N1CKxP,Fri  01 Mar 2013 19:01:44 +0000,Twitter for iPhone,0,Luke wants a blackberry at 13? Lol no. I didn't get one till I was 15 so he won't either.,141,21156,1,251,iOS,Blackberry
9416,9417,MozehAlMuhairi,Fri  01 Mar 2013 19:01:51 +0000,Twitter for iPhone,0,Realized that I like any fruit related to berry Strawberry  Raspberry  blueberry  blackberry*the fruit not the mobile* And any other berry..,22,693,0,36,iOS,Blackberry
9417,9418,TeTesTreats,Fri  01 Mar 2013 19:01:59 +0000,Twitter for iPhone,0,#BlackBerry10 they still make blackberry?,1139,4033,0,1126,iOS,Blackberry
9418,9419,CharnaLouise,Fri  01 Mar 2013 19:02:10 +0000,Twitter for iPhone,0,Geting rid of my blackberry was the best thing iver ever done,775,4885,0,669,iOS,Blackberry
9419,9420,No9Wilson,Fri  01 Mar 2013 19:02:27 +0000,Twitter for iPhone,0,Want to hear a good joke?.........Blackberry,3065,26486,2,3144,iOS,Blackberry
9422,9423,Tyson_McGill,Fri  01 Mar 2013 19:03:02 +0000,Twitter for iPhone,0,@Tyson_McGill: I can't wait to get that new blackberry when it comes out!!! #ShitNoOneSays,419,3939,0,382,iOS,Blackberry
9423,9424,Cam_e_ron,Fri  01 Mar 2013 19:03:05 +0000,Twitter for iPhone,0,@_joshy69 ok  well i can try dm you but blackberry's are wank so it won't work well,1694,4371,1,1682,iOS,Blackberry
9424,9425,mandyiscreature,Fri  01 Mar 2013 19:03:10 +0000,Twitter for iPhone,0,Had a blackberry but it broke getting FaceTime.,132,5936,0,218,iOS,Blackberry
9425,9426,lorrainie_cruz,Fri  01 Mar 2013 19:03:12 +0000,Twitter for iPhone,0,But seriously y'all should read Hamlets Blackberry,53,3408,0,205,iOS,Blackberry
9426,9427,stevee401,Fri  01 Mar 2013 19:03:18 +0000,Twitter for iPhone,0,?€?@crad104: @TonyBlazier Pic is small. Bobby Moore??€? It's small because of that roach blackberry,26,274,0,62,iOS,Blackberry
9427,9428,Marco_AFTMtx,Fri  01 Mar 2013 19:03:44 +0000,Twitter for iPhone,0,@kittymaggiecat that's what they want you to believe. So naive. I'll show you the truth. In blackberry.,94,1877,0,96,iOS,Blackberry
9431,9432,_Amberr15,Fri  01 Mar 2013 19:04:43 +0000,Twitter for iPhone,0,@tracylouise85 well I thought I lost my blackberry.. Turns out I never. Think ill manage without it #PileOfShit,116,348,0,138,iOS,Blackberry
9434,9435,Heat_my_pupusas,Fri  01 Mar 2013 19:05:13 +0000,Twitter for iPhone,0,Messi is the best player in the world and he owns a blackberry curve. #RESPECT,183,4610,0,165,iOS,Blackberry
9437,9438,Sober_overrated,Fri  01 Mar 2013 19:05:28 +0000,Twitter for iPhone,0,Oh blackberry.  You know I'll never go back to you... like ever. http://t.co/Vrp5jrjjk2,877,7194,18,619,iOS,Blackberry
9440,9441,kfesslahhh,Fri  01 Mar 2013 19:05:57 +0000,Twitter for iPhone,0,#twitterconfession I miss the red blinking light on my blackberry,115,1388,1,176,iOS,Blackberry
9441,9442,katehunter_,Fri  01 Mar 2013 19:06:24 +0000,Twitter for iPhone,0,The only thing I miss about my blackberry is being able to ping people to get their attention,98,5177,0,132,iOS,Blackberry
9442,9443,JujuSavage,Fri  01 Mar 2013 19:06:40 +0000,Twitter for iPhone,0,@Mrz_Blackberry I see that now you told me the first,574,29404,6,558,iOS,Blackberry
9443,9444,amanda_howell,Fri  01 Mar 2013 19:06:43 +0000,Twitter for iPhone,0,I wonder how angry my mother would get if I told her I wanted the new blackberry ? #IMissBBMing,309,12401,1,714,iOS,Blackberry
9444,9445,Jigg_lamont29,Fri  01 Mar 2013 19:07:25 +0000,Twitter for iPhone,0,Them damn blackberry phones played out????,7,31,0,22,iOS,Blackberry
9445,9446,_frostedcupcake,Fri  01 Mar 2013 19:07:26 +0000,Twitter for iPhone,0,S'mores  blueberry cheesecake  birthday cake  chocolate coconut  butterscotch ripple  blackberry chocolate  caramel macchiato...,490,610,14,393,iOS,Blackberry
9448,9449,GermaineDaniels,Fri  01 Mar 2013 19:07:44 +0000,Twitter for iPhone,0,@BlackBerry I'm getting it as soon as it comes out!!! Hurry up less than one month means mid march ill be waiting!,187,7433,1,173,iOS,Blackberry
9449,9450,CiaoBellllllla,Fri  01 Mar 2013 19:07:45 +0000,Twitter for iPhone,0,I really want that BlackBerry 10!,495,50021,1,344,iOS,Blackberry
9453,9454,KatieBelinowski,Fri  01 Mar 2013 19:08:24 +0000,Twitter for iPhone,0,?€?@BlackBerry: Less than one month until #BlackBerry10 makes its debut in the #USAi?€? @MattieNaumann4 #lolololol #blueberryprobs,389,5986,0,260,iOS,Blackberry
9454,9455,CupcakeCrys,Fri  01 Mar 2013 19:08:38 +0000,Twitter for iPhone,0,Blackberry lemonade! ????,139,14782,1,175,iOS,Blackberry
9455,9456,fercasillas,Fri  01 Mar 2013 19:08:57 +0000,Twitter for iPhone,0,Quiero una mac's beer o cider con blackberry currant. Now.,508,12767,1,288,iOS,Blackberry
9457,9458,AlexandraSmitty,Fri  01 Mar 2013 19:09:06 +0000,Twitter for iPhone,0,I miss my blackberry ;( #firstworldproblems,194,4557,0,132,iOS,Blackberry
9458,9459,Evaaaan,Fri  01 Mar 2013 19:09:17 +0000,Twitter for iPhone,0,?€?@BlackBerry: Less than one month until #BlackBerry10 makes its debut in the #USA. Find out details here: http://t.co/1gUArW8UBG?€?@_NickLion,310,10843,1,406,iOS,Blackberry
9462,9463,BeckiiPatrick,Fri  01 Mar 2013 19:10:20 +0000,Twitter for iPhone,0,@Jesssalice ohh what happened to the blackberry?? What you got now. Not a lot really. I gotta pick my uncle at the train station....,52,331,0,62,iOS,Blackberry
9463,9464,bosenprince,Fri  01 Mar 2013 19:10:25 +0000,Twitter for iPhone,0,Why is blackberry still emailing me :s I'm so over you....????I'm never taking u back blackberry.... Move on with ur life cuz I did,237,20267,0,231,iOS,Blackberry
9464,9465,katejenkin_,Fri  01 Mar 2013 19:10:40 +0000,Twitter for iPhone,0,@Jodie_wild_97 sucks!:( jod did I read somewhere that you had a blackberry?!,419,5376,0,409,iOS,Blackberry
9465,9466,JordanKirwan,Fri  01 Mar 2013 19:10:42 +0000,Twitter for iPhone,0,@croc_43 unbelievable night that was. All my pics are on the blackberry. Me and the father getting asked how special we were,653,16865,0,381,iOS,Blackberry
9466,9467,kraygkulik,Fri  01 Mar 2013 19:10:47 +0000,Twitter for iPhone,0,I'm surrounded by blackberry wankers,339,2939,0,1115,iOS,Blackberry
9470,9471,StunnaMel22,Fri  01 Mar 2013 19:11:51 +0000,Twitter for iPhone,0,?€?@TheLetterEaux: Going through my old blackberry?€? memories lol,698,64201,5,524,iOS,Blackberry
9471,9472,koomiee,Fri  01 Mar 2013 19:12:00 +0000,Twitter for iPhone,0,blackberry is still advertising?,67,252,0,160,iOS,Blackberry
9473,9474,JesssTarynxo,Fri  01 Mar 2013 19:12:18 +0000,Twitter for iPhone,0,"?€?@BlackBerry: Less than one month until #BlackBerry10 makes its debut in the #USA. Find out details here: http://t.co/zsG2zVY4X0"" @jmangin0",76,2142,0,496,iOS,Blackberry
9476,9477,TyFly_x9,Fri  01 Mar 2013 19:12:40 +0000,Twitter for iPhone,0,@maggiefloydd ?€?@BlackBerry: Less than one month until #BlackBerry10 makes its debut in the #USA. Find out details: http://t.co/BTQHjnrECJ?€?,503,18359,1,144,iOS,Blackberry
9477,9478,Jess_Dayx,Fri  01 Mar 2013 19:12:44 +0000,Twitter for iPhone,0,@Grace_Olivi the scroller is broken and my spacebar is so I dunno if I can cope with a shitty blackberry:( might get it in repair idk!:( xx,1297,13918,0,1098,iOS,Blackberry
9478,9479,SykesSundays,Fri  01 Mar 2013 19:12:53 +0000,Twitter for iPhone,0,@_SarahTheWanted yessss I did get a new phone :(:(:(:( I'm sorryyyyy my blackberry was a big bumholey though -_- xxx,15903,85299,62,12745,iOS,Blackberry
