X,date,followers,friends,listed,predicted,retweets,source,source_cleaned,statuses,tweettopic,user,text
24600,Fri  01 Mar 2013 21:12:20 +0000,59,76,0,u,0,Twitter for iPad,iOS,1510,iOS,Alex____Stewart,@H2JOE_ go into settings on iOS twitter and enable dm notification
24604,Fri  01 Mar 2013 21:18:35 +0000,453,867,3,u,0,Twitter for iPad,iOS,2649,iOS,CraftyMrsMac,@fittdr I've just updated the app to the new iOS version  so will have another play :)
24606,Fri  01 Mar 2013 21:20:44 +0000,1669,1442,87,u,0,Twitter for iPad,iOS,9149,iOS,fkelly,Why doesn't the @twitter iOS app show you *all* the tweets with a particular hashtag? #frustrating
24607,Fri  01 Mar 2013 21:28:14 +0000,288,544,0,u,0,Twitter for iPad,iOS,10746,iOS,tmbtucker,iOS updates I hate you.
24608,Fri  01 Mar 2013 21:30:03 +0000,1478,747,5,u,0,Twitter for iPad,iOS,43942,iOS,_del_b0y,Before I done the IOS 6.1 update my iPad battery would last about 3 days.
24612,Fri  01 Mar 2013 21:38:15 +0000,5,8,0,u,0,Twitter for iPad,iOS,59,iOS,footballSkLz,@footballSkLz @ios_minecraft  that sucks
24618,Fri  01 Mar 2013 21:43:00 +0000,1584,1789,102,u,0,Twitter for iPad,iOS,14331,iOS,familysimpson,@aforethought are you thinking about leasing the iOS devices?
24620,Fri  01 Mar 2013 21:43:41 +0000,57,64,2,u,0,Twitter for iPad,iOS,262,iOS,dta256,PhotosInfoPro is on sale. Get it for $.99 instead of $4.99  #iOS #photography #App https://t.co/wkHkEXHi5r http://t.co/Zb1qQqfGQb
24622,Fri  01 Mar 2013 21:44:15 +0000,5,8,0,u,0,Twitter for iPad,iOS,62,iOS,footballSkLz,@ios_minecraft      Will there be skin change in update? I already changed mine because I'm jailbroken
24638,Fri  01 Mar 2013 22:04:42 +0000,69,139,0,u,0,Twitter for iPad,iOS,449,iOS,AbdullaMNoor,My iPhone betrayed me.. Restarted it self  deleted ALL my contacts then I decided to update the phone to the new IOS 6.2 it got locked.
24641,Fri  01 Mar 2013 22:10:25 +0000,9,37,0,u,0,Twitter for iPad,iOS,253,iOS,wirkungsvoll,@stroughtonsmith hi.any chance "Web Background Video Playback" supporting iOS 6.1?(6.1 totally breaks any background video playback ability)
24652,Fri  01 Mar 2013 22:19:57 +0000,14,21,0,u,0,Twitter for iPad,iOS,81,iOS,jasonangelo,@harryharnden as far as I know every iOS update removes your jailbreak
24655,Fri  01 Mar 2013 22:26:00 +0000,470,414,0,u,0,Twitter for iPad,iOS,21657,iOS,ShivHud,iOS 7 best not auto correct my name to "Shit"
24659,Fri  01 Mar 2013 22:35:50 +0000,36,45,0,u,0,Twitter for iPad,iOS,328,iOS,KaramNH,Guyz download this game on ur IOS device "Real Racing 3"
Its free 4 now and have online multiplayer 
@hamdikhost @Omar_Tayfour @AAAltak12
24662,Fri  01 Mar 2013 22:46:52 +0000,297,212,6,u,0,Twitter for iPad,iOS,4695,iOS,monhere,Noted @CVP1960: BIR issues guidelines to stop tax cheats | Philstar for iOS http://t.co/SxxSdB3Cp1 http://t.co/jr27gre0ER @consult_acg
24667,Fri  01 Mar 2013 22:52:28 +0000,23,44,0,u,0,Twitter for iPad,iOS,103,iOS,Doing_u_Dirty,@ios_15 @little_erika17 when is the party
24668,Fri  01 Mar 2013 22:52:37 +0000,56,69,2,u,0,Twitter for iPad,iOS,7912,iOS,mr_deadpool,Apparently iOS autocorrects sams to SAMs. That's "surface to air missile"... Do people talk about SAMs that much?
24673,Fri  01 Mar 2013 23:06:23 +0000,578,377,41,u,0,Twitter for iPad,iOS,6602,iOS,ianwestcott,Someone should port Lynx to iOS.
24674,Fri  01 Mar 2013 23:08:04 +0000,478,672,14,u,0,Twitter for iPad,iOS,654,iOS,tacomancini,@Rustysclpl Congrads on the Launch! Downloading now.  Great to hear multicam is on the way!  Been searching for that on iOS.
24676,Fri  01 Mar 2013 23:09:42 +0000,687,276,1,u,0,Twitter for iPad,iOS,95,iOS,TechnoBean69,@KimDotcom When are we going to get an iPad/iOS app for #MEGA?
24687,Fri  01 Mar 2013 23:32:58 +0000,547,550,8,u,0,Twitter for iPad,iOS,17679,iOS,abbakayy,Ur ios device can be the most powerful gadget u'l ever hold
24695,Fri  01 Mar 2013 18:40:03 +0000,199,120,8,u,0,Twitter for iPhone,iOS,13267,iOS,plastico,@evernote After last update the Evernote App closes right after start. I use iPhone 4 with iOS 6.1.2
24697,Fri  01 Mar 2013 18:40:32 +0000,139,32,0,u,0,Twitter for iPhone,iOS,732,iOS,NickDog1999,@TienVo7 @ios_minecraft let me try that:)
24699,Fri  01 Mar 2013 18:40:57 +0000,61,92,0,u,0,Twitter for iPhone,iOS,99,iOS,MargotGangand,@lou_mercy lol c trop bien iOS 6 #apple #iphone
24709,Fri  01 Mar 2013 18:42:37 +0000,69,257,0,u,0,Twitter for iPhone,iOS,1184,iOS,PragmaticAlex,Had a laugh today  courtesy of @googlemaps - you might want to update your pronunciation of 'Penistone' in the #ios app  folks. #fistbump
24711,Fri  01 Mar 2013 18:42:55 +0000,65,161,2,u,0,Twitter for iPhone,iOS,1112,iOS,CoachCWC,Still in the queue for the Mailbox app for IOS lol. http://t.co/ddKi6SHOxs
24717,Fri  01 Mar 2013 18:45:31 +0000,202,96,1,n,0,Twitter for iPhone,iOS,3331,iOS,Harls46,@jadepreece maybe your not holding your face correctly?:/ have you got the latest version of snapchat and iOS 6.1.2?
24726,Fri  01 Mar 2013 18:48:34 +0000,9,41,0,p,0,Twitter for iPhone,iOS,38,iOS,hims99,@Ehhmad hey  .... i'm having Iphone4 with io5 ..is it worth to update to ios 6.1.2 ??
24739,Fri  01 Mar 2013 18:58:30 +0000,537,109,4,u,0,Twitter for iPhone,iOS,5020,iOS,bnatesgamer,@FSK_VoRTeX300 @ifpswarfare @candice_ma your the one hating buddy xD go back to playing your vita. You quit iOS so mind your own business
24742,Fri  01 Mar 2013 18:58:50 +0000,71,80,0,u,0,Twitter for iPhone,iOS,2634,iOS,Jay_Jaure,@STEVENroolz could be bugs from the software update. IOS 6.1.2
24743,Fri  01 Mar 2013 18:58:52 +0000,170,353,9,n,0,Twitter for iPhone,iOS,14592,iOS,celaurie,@Popher Sorry for the delay  old son...  Just caught this on e-mail as iOS Twitter doesn't notify me.  They would be Sanderling!
24744,Fri  01 Mar 2013 18:59:06 +0000,113,122,0,u,0,Twitter for iPhone,iOS,2161,iOS,that_Le2_gal,@Zone6Venue what about the Andriod and IOS peeps? Acquaint yourself with "Path" and the likes...
24751,Fri  01 Mar 2013 19:00:41 +0000,3,86,0,u,0,Twitter for iPhone,iOS,141,iOS,RundstMTG,I've been "using" the @TwitchTV app since launch  and it has never worked properly. Disappointing as there is no other way to view on iOS.
24761,Fri  01 Mar 2013 19:02:29 +0000,1038,1033,2,u,0,Twitter for iPhone,iOS,3550,iOS,Danny_caseman,IOS updates take the piss
24772,Fri  01 Mar 2013 19:04:16 +0000,147,323,2,u,0,Twitter for iPhone,iOS,865,iOS,rap0,Apple watch out-?@FastCompany: Attention iPhone users: YouTube's Send to TV feature now available on iOS app http://t.co/z2i4qQbbZX?
24773,Fri  01 Mar 2013 19:04:20 +0000,1614,1442,78,u,0,Twitter for iPhone,iOS,1495,iOS,jvetrau,@zee7 Hi! Your shot on Dribbble showcases a great animation of the UI. We've discussed it and I think it moves iOS forward as a platform.
24776,Fri  01 Mar 2013 19:05:09 +0000,10,102,0,u,0,Twitter for iPhone,iOS,96,iOS,CrisChrisgarcia,@CM_Games when is the next ios update for ravensword?
24779,Fri  01 Mar 2013 19:05:23 +0000,293,433,0,u,0,Twitter for iPhone,iOS,16299,iOS,LifeOfASnorlax,@hollyscarlett1 the IOS update? Is it any good?
24782,Fri  01 Mar 2013 19:05:49 +0000,560,465,2,u,0,Twitter for iPhone,iOS,25192,iOS,AndreSalvatore_,You got iOS 6?? ?@simply_tommy: Gonna jailbreak this iPhone  Naomi has convinced me?
24805,Fri  01 Mar 2013 19:09:52 +0000,14,151,0,u,0,Twitter for iPhone,iOS,451,iOS,lkwolek,@googlemaps hello Google Maps. When you gonna turn on Street View in Upper Silesia( Poland )? I use iOS soft maps :) wish U all best.
24811,Fri  01 Mar 2013 19:11:32 +0000,139,352,3,u,0,Twitter for iPhone,iOS,1452,iOS,derrickdool,@samversionone I recall early iOS held passwd. So if you installed a new app you had a ~10min window not needing a password.
24818,Fri  01 Mar 2013 19:12:18 +0000,371,486,0,n,0,Twitter for iPhone,iOS,13048,iOS,TsuzaDOTcom,These iOS updates will be the death of me ????
24824,Fri  01 Mar 2013 19:13:25 +0000,6,5,0,u,0,Twitter for iPhone,iOS,1,iOS,xUtuber117x,@SarmadMakhdoom I have iOS 5.0.1  newest version of biteSMS  and SMSFlooder 2.1 but SMSFlooder crashes as soon as I open it. Any help?
24828,Fri  01 Mar 2013 19:14:13 +0000,91,172,4,n,0,Twitter for iPhone,iOS,7238,iOS,w_t_kelly,Please make this iOS capable! ?@wacom: Dreaming of a powerful mobile tablet made for creative people? Wacom has one coming.?
24841,Fri  01 Mar 2013 19:16:47 +0000,355,264,28,u,0,Twitter for iPhone,iOS,2260,iOS,_phred,@be_seeing_you I may just have to say no iOS?  No blog for you!
24848,Fri  01 Mar 2013 19:17:49 +0000,76,156,1,u,0,Twitter for iPhone,iOS,1581,iOS,michaeljohnwood,@web_monkey exact same problem. Voda said install new sim but still same. Problem. Three days now and no solution on iOS 6.1.2
24869,Fri  01 Mar 2013 19:21:38 +0000,305,284,0,u,0,Twitter for iPhone,iOS,1926,iOS,RadhikaPopat,just going to update my iOS
24873,Fri  01 Mar 2013 19:22:13 +0000,248,405,5,u,0,Twitter for iPhone,iOS,810,iOS,MikeScottX,@mailbox I look forward to it and iCloud support! The only reasons I have to open the iOS Mail app.
24886,Fri  01 Mar 2013 19:25:25 +0000,253,192,0,u,0,Twitter for iPhone,iOS,6274,iOS,dick__drizzle,Wtf was the point of that iOS update
24887,Fri  01 Mar 2013 19:25:34 +0000,143,328,0,u,0,Twitter for iPhone,iOS,1034,iOS,trippy_antwon,Jailbreak on iOS 6 might be the world greatest thing 
24904,Fri  01 Mar 2013 19:29:20 +0000,280,186,0,u,0,Twitter for iPhone,iOS,11823,iOS,Wayn0G,Jailbreak for iOS 6.1 is out #clutch
24906,Fri  01 Mar 2013 19:30:49 +0000,258,1028,2,u,0,Twitter for iPhone,iOS,1207,iOS,dgetliffe,Real Racing 3 is out for iOS! :D But it's by EA  not Firemint. :( Plus it's free  so has ads and loads of in-app purchases. #makingitrubbish
24918,Fri  01 Mar 2013 19:32:27 +0000,8263,1188,605,n,0,Twitter for iPhone,iOS,47144,iOS,dajbelshaw,Just realised that I can track @hbelshaw's every movement (and she mine) through the 'Find my iPhone' app. We share an iOS account. ;-)
24923,Fri  01 Mar 2013 19:33:48 +0000,400,822,0,u,0,Twitter for iPhone,iOS,4076,iOS,J_Laidler,@imissionyou Very good idea  need to use me camera and there's no better way! You guys need an IOS app tho :)
24953,Fri  01 Mar 2013 19:40:05 +0000,452,362,0,u,0,Twitter for iPhone,iOS,30962,iOS,macmayne12,I want an untethered jailbreak for iOS 6.0.1 someone shoot the link
24960,Fri  01 Mar 2013 19:49:37 +0000,546,122,22,u,0,Twitter for iPhone,iOS,538,iOS,emityme,@edog1203 you are on the list bcos you taught me iOS  5years ago. But you probably didn't know that :-)
24968,Fri  01 Mar 2013 19:51:02 +0000,601,596,0,u,0,Twitter for iPhone,iOS,1011,iOS,TeamLacrosse,If you play Lacrosse Dodge on iOS add me on Game Center: Drew Miller #13
24972,Fri  01 Mar 2013 19:51:51 +0000,219,240,1,u,0,Twitter for iPhone,iOS,295,iOS,SarahGodfrey6,@kellie_larkin Sounds amazing #livinthedream I'm going to barbs for a month and then iOS  would love to go to Mykonos too ????????
24983,Fri  01 Mar 2013 19:53:34 +0000,426,257,20,u,0,Twitter for iPhone,iOS,35874,iOS,BoyStar22,@phwiseman it's a new iOS mail app
24984,Fri  01 Mar 2013 19:53:37 +0000,10,37,0,u,0,Twitter for iPhone,iOS,25,iOS,DGrenier8,Finally updated my phone to iOS 6  can use Twitter properly now :)
24990,Fri  01 Mar 2013 19:54:53 +0000,789,707,33,u,0,Twitter for iPhone,iOS,7148,iOS,maryhillier,?@_MaryamArif_: looking glass http://t.co/B74hQTUyDO #Photography #VisualArt #iOS? this is a gorgeous example of glass. @TheRita
24997,Fri  01 Mar 2013 19:57:07 +0000,200,319,0,u,0,Twitter for iPhone,iOS,766,iOS,masondixonmiss,Dear iOS Gods  http://t.co/z2JtnxG7nV
25000,Fri  01 Mar 2013 19:57:42 +0000,1181,768,23,n,0,Twitter for iPhone,iOS,2937,iOS,chrisukstevens,@smartin Still playing with processing  and clocks for that matter! It's an AAC feed which is very iOS-friendly... All feedback welcomed.
25012,Fri  01 Mar 2013 20:00:40 +0000,451,795,30,u,0,Twitter for iPhone,iOS,22323,iOS,LizShattler,Gee it sure is amazing how everything works better on my phone now that I've updated the iOS. I was still running 5.1.1... Whoops.
25015,Fri  01 Mar 2013 20:01:01 +0000,144,415,4,u,0,Twitter for iPhone,iOS,9210,iOS,tekniks,For some reason  I started thinking about the game  Liberty or Death. That game is fucking awesome. I wish it was on iOS.
25021,Fri  01 Mar 2013 20:03:14 +0000,261,250,5,u,0,Twitter for iPhone,iOS,2327,iOS,jenevive84,@DavidOSull_ haha. Do i have an ios? Pop in and say hi
25031,Fri  01 Mar 2013 20:05:10 +0000,1404,808,2,u,0,Twitter for iPhone,iOS,4403,iOS,GlynGill,Is it just me or has iOS 6.2.1 actually improved battery life!? Got 20% left from 10 this morning  unheard of!
25037,Fri  01 Mar 2013 20:06:23 +0000,267,447,3,u,0,Twitter for iPhone,iOS,3771,iOS,toastwithdan,?@Geekpulp: So far I'm loving the mailbox app on iOS. If only I could get my exchange accounts on it.? Long wait 4me http://t.co/BBZPCyuyir
25040,Fri  01 Mar 2013 20:06:36 +0000,224,322,3,u,0,Twitter for iPhone,iOS,9963,iOS,dennis_maas,How to solve Ios 6.1 battery drain problems #dtv #ios
25043,Fri  01 Mar 2013 20:07:22 +0000,431,230,1,u,0,Twitter for iPhone,iOS,627,iOS,damonjackson97,@MLGTSandmore evasion look it up on twitter you can get iOS 6.1.2 untethered
25053,Fri  01 Mar 2013 20:09:34 +0000,322,44,12,u,0,Twitter for iPhone,iOS,120,iOS,10Sh,available for iOS projects from the 1st April. If you've got a project tweet me.
25055,Fri  01 Mar 2013 20:09:38 +0000,415,611,1,u,0,Twitter for iPhone,iOS,46,iOS,mohamad_daouk,iPod 4  is a piece of shit but I cant live without iOS device ...
25056,Fri  01 Mar 2013 20:09:42 +0000,1680,267,110,u,0,Twitter for iPhone,iOS,13949,iOS,dot1ne,@mitchell209 @cyruss1989 sometimes you're a visitor on iOS  I can live with that  but for them iOS refugees hmm...tough...
25058,Fri  01 Mar 2013 20:10:17 +0000,98,135,1,u,0,Twitter for iPhone,iOS,41,iOS,kernan_10,@Davidburke123 like an ios dream...there fucked
25064,Fri  01 Mar 2013 20:11:59 +0000,72,133,0,u,0,Twitter for iPhone,iOS,3923,iOS,JohnstonTravel,So this is what twitter looks like on iOS? No more little squares!
25068,Fri  01 Mar 2013 20:12:13 +0000,443,306,1,u,0,Twitter for iPhone,iOS,23029,iOS,joseridesbmx,@MeganViveiross do you have ios 6 ?
25079,Fri  01 Mar 2013 20:15:12 +0000,1368,393,79,u,0,Twitter for iPhone,iOS,10832,iOS,caseyhopkins,Team building with the @MobiplugNetwork team with Space Team for iOS #insanity #downloaditnow http://t.co/WXG2yELMJW
25080,Fri  01 Mar 2013 20:15:18 +0000,21,112,0,u,0,Twitter for iPhone,iOS,1201,iOS,CallMeSteveToo,@BenKuchera look for top grossing in the iOS store
25085,Fri  01 Mar 2013 20:16:32 +0000,50,52,3,u,0,Twitter for iPhone,iOS,526,iOS,jordanmontreuil,Hey iOS  I will never ever want to write ducking.
25086,Fri  01 Mar 2013 20:16:35 +0000,823,403,4,u,0,Twitter for iPhone,iOS,3114,iOS,iDext3r,@iVad3r @iosbreakers @rud0lf77 @ievad3r @ipadbrow @igregparker @iamsilvercat @mewstarz @ios_jan @fluffythewolf @jakehd123 @iamstormeh peace!
25092,Fri  01 Mar 2013 20:17:55 +0000,4858,1558,160,u,0,Twitter for iPhone,iOS,73880,iOS,DefendWallSt,Found a bug in iOS 6.1.2.  A) use Siri with earpiece plugged in B) receive call in middle of dictation C) Dictation doesn't work till reboot
25100,Fri  01 Mar 2013 20:19:14 +0000,511,186,2,u,0,Twitter for iPhone,iOS,3930,iOS,ABAYARTS,Didn't know that iOS can't display custom font correctly. Need to find the solution fast.
25115,Fri  01 Mar 2013 20:22:59 +0000,3272,3238,48,u,0,Twitter for iPhone,iOS,15628,iOS,iMcNulty82,#BecauseSequester ?@DefendWallSt: @ProudoftheUSA Auto-Brightness has never worked right since iOS 6.?
25116,Fri  01 Mar 2013 20:23:02 +0000,5944,1283,63,u,0,Twitter for iPhone,iOS,30393,iOS,Imanfattah,My @SoundCloud iOS app always crash lately  I can't even open it. Any chance of an update soon?
25127,Fri  01 Mar 2013 20:24:43 +0000,8130,737,124,u,0,Twitter for iPhone,iOS,6060,iOS,iPadJailbroken,AutoResponder updated for iOS 6  auto-reply to SMS messages when away/busy. It's also available for $1.50  50% http://t.co/qGX37YwpF8
25130,Fri  01 Mar 2013 20:26:08 +0000,32,156,0,u,0,Twitter for iPhone,iOS,104,iOS,Zippi494,@madskillsmx @mattlemoine47 desktop version isn't as cool as the IOS version though...
25132,Fri  01 Mar 2013 20:26:23 +0000,1760,295,48,u,0,Twitter for iPhone,iOS,2511,iOS,tyronerodriguez,Am I not looking hard enough? I don't see a Contra game on iOS.
25133,Fri  01 Mar 2013 20:27:04 +0000,953,860,2,u,0,Twitter for iPhone,iOS,29998,iOS,Detheuglyfriend,@Alixx_ let me guess ios 6 ?
25135,Fri  01 Mar 2013 20:27:25 +0000,2659,303,119,u,0,Twitter for iPhone,iOS,78828,iOS,paulmwatson,Mail.app still the best iOS email client for me. Tried @gmail &amp; @sparrow again but they're more taps  poor at triage. @mailbox? 382k to go.
25138,Fri  01 Mar 2013 20:28:31 +0000,3,5,0,u,0,Twitter for iPhone,iOS,7,iOS,majb2008,IPhone  it ain't pretty  it just looks that way.   iPhone 4S with new upgrade to the OS and _still_ no Bluetooth.
25139,Fri  01 Mar 2013 20:28:31 +0000,3,5,0,u,0,Twitter for iPhone,iOS,7,iOS,majb2008,IPhone  it ain't pretty  it just looks that way.   iPhone 4S with new upgrade to the OS and _still_ no Bluetooth.
25145,Fri  01 Mar 2013 20:29:19 +0000,127,14,1,u,0,Twitter for iPhone,iOS,226,iOS,ItsMyi,If you are an iOS themer we want to showcase your theme. Let us know what theme you created and we will do a full write up. RT please
25151,Fri  01 Mar 2013 20:30:46 +0000,7688,5230,194,u,0,Twitter for iPhone,iOS,34539,iOS,MamaBeeDoes,Enter to #win choice of @AppStartlearn #iLearnNPlay #iOS #app compatible #toy #giveaway @MamaBeeDoes (US  3/20) http://t.co/d4yKja9liD
25154,Fri  01 Mar 2013 20:31:49 +0000,40,105,0,n,0,Twitter for iPhone,iOS,554,iOS,lolheyaj,@rocketcatgames congrats!! #punchquest is still  and likely will always be  one of my favorite iOS apps. It's like anger management for me!!
25160,Fri  01 Mar 2013 20:34:05 +0000,107,22,14,u,0,Twitter for iPhone,iOS,122,iOS,infographiclive,Spend over 10 hours working around an iOS Safari bug  causing unresponsive iframes after animation with 3dtranform. And nailed it! #PulseOn
25165,Fri  01 Mar 2013 20:34:44 +0000,39,293,0,u,0,Twitter for iPhone,iOS,35,iOS,TupanTnT,@iOS_Jan noooo 
Where are U:)
25168,Fri  01 Mar 2013 20:35:19 +0000,337,233,0,n,0,Twitter for iPhone,iOS,9952,iOS,call_me_alexxx,iOS updates stay keeping my phone App free. ????
25172,Fri  01 Mar 2013 20:36:11 +0000,105,117,5,u,0,Twitter for iPhone,iOS,1894,iOS,ToshGiles,@bec what is with iOS Twitter not including other handles when replying?
25178,Fri  01 Mar 2013 20:37:13 +0000,289,582,16,u,0,Twitter for iPhone,iOS,16379,iOS,0Unheard0,The @goodreads app on the Note 10 is so much better looking than the iOS app :(
25181,Fri  01 Mar 2013 20:37:44 +0000,5943,1284,63,u,0,Twitter for iPhone,iOS,30395,iOS,Imanfattah,@SCsupport i can't even open it  it always crash before it gets into log in page. I'll try reinstalling the app. Btw  I'm running iOS 6.1.2
25183,Fri  01 Mar 2013 20:37:50 +0000,39,293,0,u,0,Twitter for iPhone,iOS,37,iOS,TupanTnT,@iOS_Jan did what?
So next time let me know U R coming ;)
25189,Fri  01 Mar 2013 20:39:07 +0000,23,49,0,u,0,Twitter for iPhone,iOS,495,iOS,AzurePC,@evad3rs_jb I'm on iOS 6.1  I installed Carla for IOS and now I get this with every theme. Even with our themes on. http://t.co/RwGTHwZYuS
25190,Fri  01 Mar 2013 20:39:07 +0000,513,507,9,u,0,Twitter for iPhone,iOS,22675,iOS,Zephiros,Perfect Chain en "-Advent- One Winged Angel" de Theatrhythm Final Fantasy para iOS. Y ustedes que pitos tocan? http://t.co/hUo2YyJ4Fa
25195,Fri  01 Mar 2013 20:40:00 +0000,138,136,0,u,0,Twitter for iPhone,iOS,645,iOS,Shot_The_Sharif,Looks like Sandburg updated its latest IOS principal
25198,Fri  01 Mar 2013 20:40:29 +0000,1916,293,122,n,0,Twitter for iPhone,iOS,17798,iOS,AverageBro,Finally found an iOS non-JailBreak app to download/play Youtube in the background. It's called "YT Player" and its free. Go cop that.
25199,Fri  01 Mar 2013 20:40:38 +0000,322,182,4,u,0,Twitter for iPhone,iOS,1418,iOS,iosbreakers,@iOS_Jan @ar72014 ls imagination 
Availble for iPhone 4 and 5
25201,Fri  01 Mar 2013 20:41:27 +0000,133,211,1,u,0,Twitter for iPhone,iOS,8798,iOS,Meeks4Weeks,I honestly have no problem with iOS autocorrect. Sometimes it fucks up but only because you have far fingers
25206,Fri  01 Mar 2013 20:42:45 +0000,37,264,1,u,0,Twitter for iPhone,iOS,1842,iOS,zevin0,I wanted to hear some Pink and ask #Siri for help. At 1st she was all offended &amp; then she got all edgy on me #blowme(onelastkiss) #ios
25207,Fri  01 Mar 2013 20:42:51 +0000,1164,933,0,u,0,Twitter for iPhone,iOS,30992,iOS,PrettyLialThing,i updated to ios 6.1 2 or whatever   but i don't see a difference from ios 6.1 ..
25217,Fri  01 Mar 2013 20:44:24 +0000,329,2000,4,u,0,Twitter for iPhone,iOS,9465,iOS,ferdiberlin,Archive  Batch Send  And Download Your #Instagram Photos With Recygram [iOS Tips] http://t.co/yGpsu9nlWf? via #cultofmac
25222,Fri  01 Mar 2013 20:45:34 +0000,260,171,3,u,0,Twitter for iPhone,iOS,5249,iOS,iAust1n,@iOS_Jan @nsl0gan LOL Jan you're a bitch. :D
25223,Fri  01 Mar 2013 20:45:44 +0000,5943,1284,63,u,0,Twitter for iPhone,iOS,30396,iOS,Imanfattah,@SCsupport done  back to normal after reinstalling the app. Was caused after I share songs from Garageband iOS. Thank you.
25228,Fri  01 Mar 2013 20:47:01 +0000,123,216,1,u,0,Twitter for iPhone,iOS,14887,iOS,Niyalz,Iphone makes ilDivos faces white they became il Ghost-os????
25229,Fri  01 Mar 2013 20:47:01 +0000,123,216,1,u,0,Twitter for iPhone,iOS,14887,iOS,Niyalz,Iphone makes ilDivos faces white they became il Ghost-os????
25231,Fri  01 Mar 2013 20:47:48 +0000,2717,1418,5,u,0,Twitter for iPhone,iOS,6938,iOS,CueBunny_,@bot_minecraft_ it's fun :3 it's for iOS
25233,Fri  01 Mar 2013 20:48:15 +0000,78,207,0,n,0,Twitter for iPhone,iOS,2723,iOS,SGAnthony92,So the newest @YouTube app update on the Xbox seems to just be slower &amp; the new iOS update only lets me watch half a video. Thanks guys.
25234,Fri  01 Mar 2013 20:48:19 +0000,84,78,3,u,0,Twitter for iPhone,iOS,287,iOS,okvasnovsky,I just saw what doest it mean to develop iOS apps... Nice tools and hard work  skills required... Thanks @iosova
25238,Fri  01 Mar 2013 20:49:22 +0000,381,219,9,u,0,Twitter for iPhone,iOS,4214,iOS,retrosportsgmr,@PeterSkerritt How do you tilt the table on iOS Peter?
25241,Fri  01 Mar 2013 20:49:41 +0000,325,138,4,u,0,Twitter for iPhone,iOS,16626,iOS,9aLe7ouV,#IOS 6.1.2 no #tweetbot; no mute   any suggestions for another app
25246,Fri  01 Mar 2013 20:50:10 +0000,260,171,3,u,0,Twitter for iPhone,iOS,5256,iOS,iAust1n,@iOS_Jan @nsl0gan you need to die in Hell Jan.:. Lol
25253,Fri  01 Mar 2013 20:51:12 +0000,6,19,0,u,0,Twitter for iPhone,iOS,6,iOS,macjosch,@planetbeing well I just see my location  no field strength  no base stations. GSM Telekom/T-mobile Germany. iOS 6.1.2  iPhone 4
25256,Fri  01 Mar 2013 20:51:58 +0000,491,138,1,u,0,Twitter for iPhone,iOS,1903,iOS,Chels_Swaggiez,@JessicaaFaceyy  @Aishahxhafa  my Facebook is Chels Hougham - I've got the pics in my iOS album cause my internets down so I'm using 3G
25259,Fri  01 Mar 2013 20:52:56 +0000,3660,2196,4,p,0,Twitter for iPhone,iOS,78905,iOS,_YungPreshhh,Should I update my phone too the iOS 6.1.2 !? Does it make a change with your iPhone? Ahaa.
25271,Fri  01 Mar 2013 20:55:24 +0000,478,272,2,p,0,Twitter for iPhone,iOS,13617,iOS,dommm_1234,?@_YungPreshhh: Should I update my phone too the iOS 6.1.2 !? Does it make a change with your iPhone? Ahaa.? No it doesn't
25278,Fri  01 Mar 2013 20:56:22 +0000,208,340,0,u,0,Twitter for iPhone,iOS,5169,iOS,RhiTaryn,IOS 6.1.2  every download takes forever
25279,Fri  01 Mar 2013 20:56:28 +0000,1206,626,70,u,0,Twitter for iPhone,iOS,8682,iOS,AdamHansen,It's an iOS tutorial kind of afternoon. For every question I answer  another gets asked.
25295,Fri  01 Mar 2013 21:00:05 +0000,2659,305,119,u,0,Twitter for iPhone,iOS,78831,iOS,paulmwatson,@hickey_paul thanks Paul but I meaning iOS. On desktop I use http://t.co/s75j1Qp6pF
25296,Fri  01 Mar 2013 21:00:30 +0000,877,564,39,u,0,Twitter for iPhone,iOS,11679,iOS,pvm,Unexpected benefit to iOS development: my phone is almost always charged.
25299,Fri  01 Mar 2013 21:01:27 +0000,260,171,3,u,0,Twitter for iPhone,iOS,5258,iOS,iAust1n,@iOS_Jan @nsl0gan well you are fucking annoying... Lol JKJKJK
25301,Fri  01 Mar 2013 21:01:49 +0000,2030,538,3,u,0,Twitter for iPhone,iOS,8466,iOS,SthrnBelleTruth,@LouisiannaLady I tried to do that but I couldn't find one for iOS 6.1.2! I'm sure if you changed the whole HD theme you could though
25315,Fri  01 Mar 2013 21:05:24 +0000,58,75,2,u,0,Twitter for iPhone,iOS,414,iOS,RenateJungRan,Watching iHOP conference via webstream!!! ?@ihopkc: Stream #STAND2013 live from your iOS device with this free app: http://t.co/hpNuIXmu1h?
25323,Fri  01 Mar 2013 21:06:34 +0000,38,184,0,u,0,Twitter for iPhone,iOS,948,iOS,Aneesha_Parveen,Loving the update to twitter on iOS????
25331,Fri  01 Mar 2013 21:09:18 +0000,978,405,17,u,0,Twitter for iPhone,iOS,55683,iOS,Cellism,@QABRIXL There's an official app with eps from each series for iOS. Early series probs on BT. Or streaming online.
25334,Fri  01 Mar 2013 21:09:54 +0000,322,182,4,u,0,Twitter for iPhone,iOS,1425,iOS,iosbreakers,@ricke17 if u want the default iOS lockscreen rename the folder com.apple.TelephonyUI to whatever u like
