id,user,date,source,retweets,tweet,followers,statuses,listed,friends,source_cleaned,tweettopic
9720,BdwrrM,Fri  01 Mar 2013 20:12:20 +0000,Twitter for iPhone,0,Blackberry 10? Helllll yea! #upgrade ????,28,67,0,53,iOS,Blackberry
9723,gwaciemac,Fri  01 Mar 2013 20:13:26 +0000,Twitter for iPhone,0,They know I wanna come back to the blackberry #bbmlife http://t.co/PnFrf8Pvah,247,2795,0,275,iOS,Blackberry
9728,derrymathews23,Fri  01 Mar 2013 20:14:40 +0000,Twitter for iPhone,0,@marc_ohara @adamcummo4 not surprised by his blackberry today haha,7595,15486,10,805,iOS,Blackberry
9729,arefdabal,Fri  01 Mar 2013 20:14:54 +0000,Twitter for iPhone,0,?€?@BlackBerry: Less than one month until #BlackBerry10 makes its debut in the #USA. Find out details here: http://t.co/z7MDOa8aYH?€?,250,2221,1,250,iOS,Blackberry
9735,khalidalmisfer,Fri  01 Mar 2013 20:16:28 +0000,Twitter for iPhone,0,@AzizSaidThat blackberry????,45,1031,1,49,iOS,Blackberry
9738,jennymannion93,Fri  01 Mar 2013 20:16:35 +0000,Twitter for iPhone,0,@lauradevalle Laura my mum has just got a blackberry and she can't use it at all I'm actually going crazy can I come live with you,279,5722,1,407,iOS,Blackberry
9739,leilanidowding,Fri  01 Mar 2013 20:16:45 +0000,Twitter for iPhone,0,Anyone know when the new blackberry comes out this one isn't gonna work anymore http://t.co/3k13chhUuK,20405,17471,186,293,iOS,Blackberry
9742,1DGlobal_UPDATE,Fri  01 Mar 2013 20:17:43 +0000,Twitter for iPhone,0,Does anyone know how you send pictures on kik on a blackberry?,18053,13291,60,257,iOS,Blackberry
9745,kyrium_,Fri  01 Mar 2013 20:18:00 +0000,Twitter for iPhone,0,@Dylanstevenss Holy Jesusseses  yeah I still wouldn't do it... I've had a blackberry.. They suck. Lol,148,3880,0,185,iOS,Blackberry
9746,ako_essex,Fri  01 Mar 2013 20:18:10 +0000,Twitter for iPhone,0,Why have I never seen any of the kids in eastenders with a blackberry? #fake #eastenders,301,7937,0,190,iOS,Blackberry
9747,LucyJoyce13,Fri  01 Mar 2013 20:18:28 +0000,Twitter for iPhone,0,@sjordanwilson29 @a_richardson93 I need recordings of you's again they are all on my blackberry :(,110,164,0,326,iOS,Blackberry
9748,emilyjade212,Fri  01 Mar 2013 20:18:43 +0000,Twitter for iPhone,0,I don't actually get why everyone moan about Blackberry's  they're are that bad shut up,2090,6292,1,1920,iOS,Blackberry
9749,TiaraNash,Fri  01 Mar 2013 20:19:07 +0000,Twitter for iPhone,0,Shout out to anyone who still uses a #Blackberry. You're my idol.,50,279,0,145,iOS,Blackberry
9750,GWROBERTS,Fri  01 Mar 2013 20:19:12 +0000,Twitter for iPhone,0,@12JaffaCakes @nwpkateparker you have been out of the loop too long mr Allen.. Multi functional device and BB is blackberry,160,4050,0,376,iOS,Blackberry
9752,AlexandrasTalk,Fri  01 Mar 2013 20:19:16 +0000,Twitter for iPhone,0,I wasn't thinking clearly when I had a blackberry,500,4810,8,38,iOS,Blackberry
9753,LauraaForiskyy,Fri  01 Mar 2013 20:19:24 +0000,Twitter for iPhone,0,my blackberry officially hates me,324,3095,0,402,iOS,Blackberry
9754,BETSSSSSSSSSSSS,Fri  01 Mar 2013 20:19:36 +0000,Twitter for iPhone,0,Apple  banana &amp; blackberry smoothies are the best. Good choice of fruits today ????,377,36183,1,252,iOS,Blackberry
9755,_downbythemar,Fri  01 Mar 2013 20:20:17 +0000,Twitter for iPhone,0,"""everyone put away your blackberry's your raspberries your blue berries and have a safe flight To Honolulu  Hawaii. Aloha."" -best pilot ever",300,9687,1,295,iOS,Blackberry
9757,itsdev1,Fri  01 Mar 2013 20:21:01 +0000,Twitter for iPhone,0,New blackberry comes tomorrow  been dying without it last 4 days haha #Blackberrywanker,275,1249,0,463,iOS,Blackberry
9758,decoranreid2,Fri  01 Mar 2013 20:21:09 +0000,Twitter for iPhone,0,Add me on bbm just got the blackberry z10 pin: 24cb5eb8,8,2,0,45,iOS,Blackberry
9759,LalaJollySweet,Fri  01 Mar 2013 20:21:42 +0000,Twitter for iPhone,0,You and your crew be grinding niggas for half remy and blackberry..you'll need to fhkn graduate.,673,14670,2,550,iOS,Blackberry
9760,daisyalysse,Fri  01 Mar 2013 20:22:04 +0000,Twitter for iPhone,0,Blackberry.. Stop emailing me.. It's over. Just accept that I've moved on.,146,19155,0,85,iOS,Blackberry
9762,RobMcQuade1,Fri  01 Mar 2013 20:22:49 +0000,Twitter for iPhone,0,@LizMM67 a tip  add a teaspoon (no more) of blackberry juice to each glass. Perfect summer drink :),1345,3148,6,1991,iOS,Blackberry
9763,Gansiito,Fri  01 Mar 2013 20:22:52 +0000,Twitter for iPhone,0,Fuck I just realized I forgot my blackberry  vinaigrette  at home ????????????????????????????????,294,32941,2,115,iOS,Blackberry
9764,decoranreid2,Fri  01 Mar 2013 20:22:58 +0000,Twitter for iPhone,0,@BBpinShare add me on bbm just got blackberry z10 pin: 24cb5eb8,8,2,0,45,iOS,Blackberry
9767,allysonhorwood,Fri  01 Mar 2013 20:23:29 +0000,Twitter for iPhone,0,"#TextLikeMom ""hi where r u  u s/b @ work extra $$$!!!"" you have a blackberry with a full keyboard mom  ditch the short forms ????",203,5372,0,246,iOS,Blackberry
9768,taylornewton_,Fri  01 Mar 2013 20:23:36 +0000,Twitter for iPhone,0,I DON'T OWN A BLACKBERRY  ASK FOR MY PIN AND GET SLAPPED HEAVY,847,6536,0,469,iOS,Blackberry
9769,Datniggamagic21,Fri  01 Mar 2013 20:23:41 +0000,Twitter for iPhone,0,This girl in my class is hiding her blackberry under her desk while she text..chill out ma nobody gonna press u out about texting in class,85,3090,0,88,iOS,Blackberry
9770,fxckriley,Fri  01 Mar 2013 20:23:43 +0000,Twitter for iPhone,0,hHahaha Ian Beale has a blackberry,591,15472,0,192,iOS,Blackberry
9771,MowdAl,Fri  01 Mar 2013 20:23:52 +0000,Twitter for iPhone,0,I need a new BlackBerry,1458,35525,2,525,iOS,Blackberry
9772,CharlEagle,Fri  01 Mar 2013 20:24:09 +0000,Twitter for iPhone,0,Every price of technology I own mac or blackberry seems to fail me,221,2020,0,138,iOS,Blackberry
9773,chrisyoucrazy,Fri  01 Mar 2013 20:24:19 +0000,Twitter for iPhone,0,?€?Less than one month until #BlackBerry10 makes its debut in the #USA. Find out details here: http://t.co/feNuEpkaKZ?€? &lt;---@a_cosmicjourney,121,6527,0,205,iOS,Blackberry
9777,bourbonbaker,Fri  01 Mar 2013 20:25:31 +0000,Twitter for iPhone,0,Giant lego @BlackBerry at St. Jacobs Outlet Mall  super cool! http://t.co/0bfjxgcirW,1782,21271,83,1904,iOS,Blackberry
9778,abbiebuckx,Fri  01 Mar 2013 20:25:40 +0000,Twitter for iPhone,0,Remember when @zarahalix &amp; @ThatKid_Conor took my blackberry in maga broadcasted all kinds of shit &amp; my mum rang me going SKATTY ????????????????????,340,2030,0,183,iOS,Blackberry
9783,nishatsarwar,Fri  01 Mar 2013 20:27:15 +0000,Twitter for iPhone,0,@ThatSmileOmg I'll try but would it show up on a blackberry phone?,991,31892,1,1080,iOS,Blackberry
9785,standfreeduke,Fri  01 Mar 2013 20:27:38 +0000,Twitter for iPhone,0,@dally1903 hi mate sorry but gonna pass. Was gonna get it for the wife but she's got herself a blackberry,253,2818,3,532,iOS,Blackberry
9786,shawndaven,Fri  01 Mar 2013 20:28:21 +0000,Twitter for iPhone,0,Just had BlackBerry promoted tweet in stream  telling me #BlackBerry10 coming to US in less than a month. #TooLate #Motionless #Sad,75,1504,2,128,iOS,Blackberry
9790,WaWaaMN,Fri  01 Mar 2013 20:28:40 +0000,Twitter for iPhone,0,Curse you blackberry guy,168,11043,1,161,iOS,Blackberry
9791,Ericspapi,Fri  01 Mar 2013 20:28:49 +0000,Twitter for iPhone,0,So there's a new model BlackBerry coming out next month. Aren't those things going the way of fax machines?,78,1712,1,73,iOS,Blackberry
9792,allanahrees,Fri  01 Mar 2013 20:28:55 +0000,Twitter for iPhone,0,blackberry is so broke,621,5317,0,754,iOS,Blackberry
9793,RobCCFC85,Fri  01 Mar 2013 20:29:01 +0000,Twitter for iPhone,0,@AyrisBex9492 struggling now  does PineIPPLE count? AvocadHo (meh outta ideas) twatberry (blackberry) (forgive) Cuntelope!,85,388,0,228,iOS,Blackberry
9795,laurenmallord,Fri  01 Mar 2013 20:29:33 +0000,Twitter for iPhone,0,The only day I choose to take my blackberry to college I leave it there or loose it ffs,329,2557,0,283,iOS,Blackberry
9797,arhammmyyy,Fri  01 Mar 2013 20:30:00 +0000,Twitter for iPhone,0,twitter from blackberry's are unacceptable in my eyes #sorrynotsorry,288,5061,0,299,iOS,Blackberry
9801,HEARTOFASAVAGE_,Fri  01 Mar 2013 20:31:11 +0000,Twitter for iPhone,0,?€?@imsoo_Official1: Just as long I get rid of this damn blackberry?€?????,540,40395,2,501,iOS,Blackberry
9802,KirstieGavin,Fri  01 Mar 2013 20:31:14 +0000,Twitter for iPhone,0,Well my blackberry just went for a lovely swim in the bath ????????,278,762,0,317,iOS,Blackberry
9805,glen_theo,Fri  01 Mar 2013 20:32:31 +0000,Twitter for iPhone,0,I don't miss my blackberry at all  that was the biggest waste of my money in 2012 for sure ????,355,7071,0,464,iOS,Blackberry
9806,AzNSasSiLk,Fri  01 Mar 2013 20:32:33 +0000,Twitter for iPhone,0,RT@BlackBerry: Less than 1 month until #BlackBerry10 makes its debut in the #US. Find out details here: http://t.co/ZgnPXyS5ww #nobodycares,50,1668,0,86,iOS,Blackberry
9807,Simone_Ludlow,Fri  01 Mar 2013 20:32:33 +0000,Twitter for iPhone,0,Well  I've only spent 3 hours of my day off on my blackberry putting out fire- improvement over 6 I guess? :-8,166,2098,2,483,iOS,Blackberry
9808,highimjennna,Fri  01 Mar 2013 20:33:16 +0000,Twitter for iPhone,0,@KendalKokal i cant its on my old blackberry,183,4244,0,140,iOS,Blackberry
9811,CosmicBrownee,Fri  01 Mar 2013 20:34:20 +0000,Twitter for iPhone,0,I just got an eamil from Blackberry I haven't had that kind of phone for 2 years,137,1077,0,116,iOS,Blackberry
9815,Dougie_Freshnes,Fri  01 Mar 2013 20:35:16 +0000,Twitter for iPhone,0,@arodbertz it's a blackberry you'll get over it,116,1400,0,130,iOS,Blackberry
9817,chloemccallum_x,Fri  01 Mar 2013 20:35:21 +0000,Twitter for iPhone,0,@BethieWillis someone with a blackberry ;),157,2916,0,238,iOS,Blackberry
9818,TheWineSociety,Fri  01 Mar 2013 20:35:26 +0000,Twitter for iPhone,0,9. Peter Lehmann Stonewell Shiraz 07. Chiselled  sharp blackberry &amp; plum  fresh &amp; grippy. Superb! Very very moreish. #100BestAus,22652,9280,599,666,iOS,Blackberry
9819,_Jose19Manzo_,Fri  01 Mar 2013 20:36:10 +0000,Twitter for iPhone,0,@BlackBerry Who still has Blackberries?,26,859,0,62,iOS,Blackberry
9823,Kay_Howardd,Fri  01 Mar 2013 20:36:37 +0000,Twitter for iPhone,0,Blackberry????????,706,5628,0,815,iOS,Blackberry
9824,dmv_Kamaleo,Fri  01 Mar 2013 20:36:57 +0000,Twitter for iPhone,0,"?€?@jowyang: Trend:  Aging Tech Brands Hire Celebs as ""Creative Directors"" (Blackberry hires A.Keys) http://t.co/fckdflsJ5Q?€?/ revitalizaci??n?",113,690,1,104,iOS,Blackberry
9825,SpiritedLA,Fri  01 Mar 2013 20:37:02 +0000,Twitter for iPhone,0,What/where are we drinking this warm weekend #LA? I'm thinking blood orange margaritas by the pool &amp; a cucumber  blackberry &amp; gin experiment,99,46,5,400,iOS,Blackberry
9828,AdamCarrots,Fri  01 Mar 2013 20:37:29 +0000,Twitter for iPhone,0,@BK_iGOhard if you had a blackberry you were pretty much the shit haha,275,8193,2,231,iOS,Blackberry
9830,_meeeeeeeshXOXO,Fri  01 Mar 2013 20:37:45 +0000,Twitter for iPhone,0,?€?@BlackBerry: Less than one month until #BlackBerry10 makes its debut in the #USA. Find out details here: http://t.co/fWyhIRhL0R?€? Need It!,386,11052,0,370,iOS,Blackberry
9833,oh_scotty14,Fri  01 Mar 2013 20:38:10 +0000,Twitter for iPhone,0,Apple and blackberry crumble is hitting the spot.,143,4993,0,387,iOS,Blackberry
9834,AllaboutdaHOGS,Fri  01 Mar 2013 20:38:53 +0000,Twitter for iPhone,0,@Deedz1 I got them for my bank phone but it doesn't fit my style blackberry,160,2715,2,332,iOS,Blackberry
9836,meganbaadjies,Fri  01 Mar 2013 20:38:56 +0000,Twitter for iPhone,0,@ChristineTaphel lady. I feel like an idiot though because its so confusing. This ain't no Blackberry walk in the park. #oldhabitsdiehard,94,1188,6,145,iOS,Blackberry
9840,GayHepburn,Fri  01 Mar 2013 20:39:34 +0000,Twitter for iPhone,0,"Blackberry + Alicia Keys = made for each other

Cause who even knows what they are?
#HasBeens",52,1359,0,119,iOS,Blackberry
9841,h0llief0rman,Fri  01 Mar 2013 20:39:48 +0000,Twitter for iPhone,0,@AshleyHaynes_97 brought me a new blackberry battery #whipped,222,595,0,232,iOS,Blackberry
9844,EseAmadasun,Fri  01 Mar 2013 20:40:20 +0000,Twitter for iPhone,0,@wale_wilson iv seen blackberry babes and Beyonce and Rihanna! Ridiculous lolll,44,935,0,39,iOS,Blackberry
9845,NiniHunt,Fri  01 Mar 2013 20:40:25 +0000,Twitter for iPhone,0,I kind of want the blackberry 10 ????,180,1172,0,198,iOS,Blackberry
9849,JoeSafe,Fri  01 Mar 2013 20:42:20 +0000,Twitter for iPhone,0,So hope this user is available on the BES on Monday  really need to sort his Blackberry out... #ITProblems,274,16578,3,80,iOS,Blackberry
9850,MikeWilter1,Fri  01 Mar 2013 20:42:28 +0000,Twitter for iPhone,0,Won't have blackberry this weekend  got confiscated at school :( tweet/Facebook me if I'm needed :),97,350,0,108,iOS,Blackberry
9851,KayneD311,Fri  01 Mar 2013 20:42:38 +0000,Twitter for iPhone,0,@BlackBerry nobody cares. Glad I'm not a stock holder in RIM. #loosingUrAss,12,174,0,31,iOS,Blackberry
9855,Anaeee_,Fri  01 Mar 2013 20:42:58 +0000,Twitter for iPhone,0,?€?@BlackBerry: Less than one month until #BlackBerry10 makes its debut in the #USA. http://t.co/zriy7zS4cm?€? @Its_Gloriaaa,375,15116,0,300,iOS,Blackberry
9856,GuinDelao,Fri  01 Mar 2013 20:42:58 +0000,Twitter for iPhone,0,?€?@andrewbird: Photo: Pre-show nap in Mexico City. See you tonight at Auditorio Blackberry! - Sock Monkey http://t.co/9fdMdD3cMR?€? ????,73,148,0,250,iOS,Blackberry
9858,Sneaker_FreakSB,Fri  01 Mar 2013 20:42:59 +0000,Twitter for iPhone,0,G I'm goin back to a blackberry,371,10950,2,285,iOS,Blackberry
9860,TaylerDBF,Fri  01 Mar 2013 20:43:02 +0000,Twitter for iPhone,0,@kieraaag @_rebeccajb_ because real niggas are team blackberry,338,15630,0,514,iOS,Blackberry
9862,evrlstngdreams,Fri  01 Mar 2013 20:44:22 +0000,Twitter for iPhone,0,Twitter for blackberry makes me want to rip out my eye balls and feed them to ogres -.-,283,11109,0,187,iOS,Blackberry
9866,MullinMac,Fri  01 Mar 2013 20:45:12 +0000,Twitter for iPhone,0,@acoyne Roll up the Rim ..Blackberry,2,46,0,23,iOS,Blackberry
9869,crownvk,Fri  01 Mar 2013 20:45:50 +0000,Twitter for iPhone,0,@ThandoSiziba I guess that could work as well ...or maybe it's all the blackberry users trying to mock those of us 'normals':'(,135,226,0,204,iOS,Blackberry
9870,Wedd_am,Fri  01 Mar 2013 20:45:54 +0000,Twitter for iPhone,0,New blackberry #needed ???!!,418,10899,1,93,iOS,Blackberry
9871,Justine_Brown,Fri  01 Mar 2013 20:46:36 +0000,Twitter for iPhone,0,The new Blackberry looks like trash. It has a couple new features but inevitably it's still just a Blackberry.,10027,57534,126,420,iOS,Blackberry
9875,The_Colonial,Fri  01 Mar 2013 20:47:20 +0000,Twitter for iPhone,0,The new Blackberry looks like it might have potential.,150,4019,0,140,iOS,Blackberry
9877,IbAkbar,Fri  01 Mar 2013 20:48:09 +0000,Twitter for iPhone,0,The new blackberry got FaceTime,683,20154,2,874,iOS,Blackberry
9880,mdfarr1345,Fri  01 Mar 2013 20:48:41 +0000,Twitter for iPhone,0,I want the new blackberry phone,251,1684,0,373,iOS,Blackberry
9882,xOxToNii,Fri  01 Mar 2013 20:49:02 +0000,Twitter for iPhone,0,The new blackberry...man I miss having a blackberry!!! http://t.co/c97f8t123I,898,24579,1,852,iOS,Blackberry
9884,stfukobe,Fri  01 Mar 2013 20:49:37 +0000,Twitter for iPhone,0,?€?@BlackBerry: Friends in the U.S.  pre-register for your #BlackBerry10 device here: http://t.co/4Kryn10ScB?€? @Krissss_Nj,252,11529,0,180,iOS,Blackberry
9888,jackisbatty,Fri  01 Mar 2013 20:49:43 +0000,Twitter for iPhone,0,how did I ever live with a blackberry,479,3911,0,460,iOS,Blackberry
9889,BHEC,Fri  01 Mar 2013 20:49:51 +0000,Twitter for iPhone,0,"No one cares blackberry 

?€?@BlackBerry: Less than 1 month until #BlackBerry10 makes its debut in the #USA. Find out details here: http://bl.",449,11795,6,194,iOS,Blackberry
9890,Theshanepowers,Fri  01 Mar 2013 20:49:57 +0000,Twitter for iPhone,0,this Blackberry 10 is given me a bit of somethin....,1961,11247,43,1059,iOS,Blackberry
9892,RyanMonaghan93,Fri  01 Mar 2013 20:50:17 +0000,Twitter for iPhone,0,Miss the red flash on my Blackberry!,366,7353,0,267,iOS,Blackberry
9893,ferdiberlin,Fri  01 Mar 2013 20:50:19 +0000,Twitter for iPhone,0,Less than one month until #BlackBerry10 makes its debut in the #USA. Find out details here: http://t.co/NkjbJ8GwiR?€? via #blackberry,329,9435,4,2000,iOS,Blackberry
9895,TamSaysHi,Fri  01 Mar 2013 20:50:43 +0000,Twitter for iPhone,0,How can people use their blackberry 24/7  it switches off and freezes every second,676,5456,3,412,iOS,Blackberry
9896,maimerator,Fri  01 Mar 2013 20:50:54 +0000,Twitter for iPhone,0,?€?@BlackBerry:Less than 1month until #BlackBerry10 makes its debut in the #USA. Find out details here: http://t.co/Unq2i56ayk?€? #2little2late?,170,2923,1,423,iOS,Blackberry
9897,oliviamaveal,Fri  01 Mar 2013 20:51:04 +0000,Twitter for iPhone,0,Selling blackberry curve 9300 with charger  unlocked message me for details !,155,4282,0,137,iOS,Blackberry
9900,sauce_13,Fri  01 Mar 2013 20:51:54 +0000,Twitter for iPhone,0,Anyone tryna buy a blackberry bold 9900 hit me up,135,3503,0,142,iOS,Blackberry
9902,StephMiz,Fri  01 Mar 2013 20:51:59 +0000,Twitter for iPhone,0,Cya blackberry swag,455,4186,0,293,iOS,Blackberry
9903,TheDanjuma,Fri  01 Mar 2013 20:52:18 +0000,Twitter for iPhone,0,?€?@BlackBerry: Less than one month until #BlackBerry10 makes its debut in the #USA. http://t.co/j6oLKHI9MC?€? *rolls eyes*,595,9476,5,162,iOS,Blackberry
9909,HamzasWorld,Fri  01 Mar 2013 20:53:40 +0000,Twitter for iPhone,0,I miss my blackberry????????,498,9189,0,56,iOS,Blackberry
9910,TaeRocky3,Fri  01 Mar 2013 20:53:57 +0000,Twitter for iPhone,0,shortie good money in the back area  curve on ya hip make me wanna blackberry ya.,78,504,0,168,iOS,Blackberry
9912,laurenn972,Fri  01 Mar 2013 20:54:06 +0000,Twitter for iPhone,0,@delthefunkyhmsp you stayy keepin blackberry in business,78,458,0,117,iOS,Blackberry
9913,Ojay_Did_it,Fri  01 Mar 2013 20:54:19 +0000,Twitter for iPhone,0,"RT @CharlamaneRoset "" If shorty got a blackberry  she'll never cheat on you "" - Malcolm X",1107,73825,5,777,iOS,Blackberry
9914,RawBofBBA,Fri  01 Mar 2013 20:55:03 +0000,Twitter for iPhone,0,Just got an email from blackberry  who still fucks with blackberry anyways??!! #lmao #smh #pshh #foh #aintnobodygottimefodat,200,3442,7,260,iOS,Blackberry
9915,CaliBredG_12,Fri  01 Mar 2013 20:55:08 +0000,Twitter for iPhone,0,Regret losing my blackberry. Whoever has that fone #ihateyou,337,3583,2,245,iOS,Blackberry
9917,_1Ahmad,Fri  01 Mar 2013 20:55:31 +0000,Twitter for iPhone,0,I actually broke my bros blackberry and he bought it last week shame -.-,351,11425,0,292,iOS,Blackberry
9921,austinkycarlile,Fri  01 Mar 2013 20:55:45 +0000,Twitter for iPhone,0,FUCK U BLACKBERRY UGH U ANNOYING PIECE OF SHITT,123,3223,0,211,iOS,Blackberry
9926,AlexHiggins_,Fri  01 Mar 2013 20:57:00 +0000,Twitter for iPhone,0,Things found in the church street couch that don't belong to us: blackberry  Volvo keys. Still digging. To be continued. @theANTitweeter2,325,1235,1,593,iOS,Blackberry
9927,KillBreelVoL1,Fri  01 Mar 2013 20:57:01 +0000,Twitter for iPhone,0,"lmfao RT @CharlamaneRoset: ""If shorty got a blackberry  she'll never cheat on you.""- Malcolm X",420,20095,7,347,iOS,Blackberry
9929,Ginalusby1998,Fri  01 Mar 2013 20:57:11 +0000,Twitter for iPhone,0,Really want the phone5 hate my blackberry it's so shit..,1159,5621,0,1068,iOS,Blackberry
9930,_taylordziedzic,Fri  01 Mar 2013 20:57:18 +0000,Twitter for iPhone,0,Pissed that I lost my blackberry memory card,152,4107,1,88,iOS,Blackberry
9932,made2hustle,Fri  01 Mar 2013 20:57:49 +0000,Twitter for iPhone,0,My blackberry is starting to piss me off,1549,7074,1,2001,iOS,Blackberry
9933,AJDW_,Fri  01 Mar 2013 20:58:01 +0000,Twitter for iPhone,0,Alicia Keys &amp; Blackberry advert is quite nice and refreshing,115,871,0,399,iOS,Blackberry
9935,j15leo,Fri  01 Mar 2013 20:59:00 +0000,Twitter for iPhone,0,Blackberry finally doing big thanks with there phones,67,305,0,177,iOS,Blackberry
9937,Minceraft_pe,Fri  01 Mar 2013 20:59:11 +0000,Twitter for iPhone,0,@BlackBerry why do you even try you guys are going to get lawsuit after lawsuit for coming to the USA what with @samsung and @apple,7,61,0,10,iOS,Blackberry
9939,VinnBeezy,Fri  01 Mar 2013 21:00:00 +0000,Twitter for iPhone,0,I kind of really want a Blackberry Z10. Really bad.,202,9992,1,343,iOS,Blackberry
9945,SonjaRawrxz,Fri  01 Mar 2013 21:01:36 +0000,Twitter for iPhone,0,LMAO GOING THROUGH MY BLACKBERRY MUNCHES????????????,465,19865,0,257,iOS,Blackberry
9947,DapMeThen,Fri  01 Mar 2013 21:01:53 +0000,Twitter for iPhone,0,Blackberry has a smartphone now instead of a blackberry but it's still called a blackberry,194,28783,3,135,iOS,Blackberry
9949,_JessicaRabbit_,Fri  01 Mar 2013 21:02:23 +0000,Twitter for iPhone,0,@BlackBerry will do. Screen Sharing is awesome too!!!! No other devices can do that!!!,99,1794,1,172,iOS,Blackberry
9950,Cusaaaack,Fri  01 Mar 2013 21:02:30 +0000,Twitter for iPhone,0,@claire_iggy probably make a blackberry run better  #mad,143,1412,0,373,iOS,Blackberry
9951,kaienthoken,Fri  01 Mar 2013 21:02:56 +0000,Twitter for iPhone,0,my old blackberry is so beaten up  track pad won't work &amp; buttons are gone. I only use it to listen to my esganye songs on there ???? #rezlife,282,1749,0,437,iOS,Blackberry
9952,anlance,Fri  01 Mar 2013 21:03:21 +0000,Twitter for iPhone,0,"@BlackBerry who gives a shit
Even your spokeswoman won't use that junk and she is getting payed...",12,79,0,93,iOS,Blackberry
9956,parislacey001,Fri  01 Mar 2013 21:04:02 +0000,Twitter for iPhone,0,Now I haven't got a blackberry I miss everything. Mergh,732,8191,0,924,iOS,Blackberry
9957,__essssali__,Fri  01 Mar 2013 21:04:21 +0000,Twitter for iPhone,0,Found a brand new blackberry on my driveway :) http://t.co/ATjK9dU8mO,228,9482,0,153,iOS,Blackberry
9958,laag87,Fri  01 Mar 2013 21:04:25 +0000,Twitter for iPhone,0,?€?@andrewbird: Pre-show nap in Mexico City. See you tonight at Auditorio Blackberry! - Sock Monkey http://t.co/fUkJPwGBAy?€? see u tonight,76,1757,0,258,iOS,Blackberry
9959,bumchum_,Fri  01 Mar 2013 21:04:28 +0000,Twitter for iPhone,0,@ninawebb_xo that's a nice blackberry,782,3057,2,668,iOS,Blackberry
9961,LaylaGhaleb,Fri  01 Mar 2013 21:05:26 +0000,Twitter for iPhone,0,My phone's memory is full already. Eh da ba2a? Kan malo el blackberry wel memory cards..,1075,7941,1,419,iOS,Blackberry
9962,mariannelovexo,Fri  01 Mar 2013 21:05:39 +0000,Twitter for iPhone,0,Is anyone thinking about getting the new blackberry Z10?,172,3083,0,140,iOS,Blackberry
9963,_Brisc,Fri  01 Mar 2013 21:06:03 +0000,Twitter for iPhone,0,?€?@LawriePorter: @aliceporter_X I'm leaving it in rice overnight but if that doesn't work then yeah probably?€? blackberry curry and rice?,350,4881,0,151,iOS,Blackberry
9964,GeorgeHassell,Fri  01 Mar 2013 21:06:10 +0000,Twitter for iPhone,0,@Mouseisms @ajb611 @td263 I saw a Blackberry the other day. I think.,222,2730,0,696,iOS,Blackberry
9965,ChloeCandyCases,Fri  01 Mar 2013 21:06:16 +0000,Twitter for iPhone,0,Blackberry Bold 9900 Case...So Pretty In Purple! ??????????????€ http://t.co/qvFkGv2LK0,757,805,0,358,iOS,Blackberry
9966,Daniisnot0nfire,Fri  01 Mar 2013 21:06:31 +0000,Twitter for iPhone,0,@OliverBellward I don't have my blackberry anymoreeeee!,2872,51778,16,2687,iOS,Blackberry
9967,rubes999,Fri  01 Mar 2013 21:06:33 +0000,Twitter for iPhone,0,@BlackBerry there's no info...signing up for notification AGAIN? No thanks! #losingmypatience #bb10 #whatstheholdup,40,165,0,191,iOS,Blackberry
9970,hai_elliemae,Fri  01 Mar 2013 21:06:44 +0000,Twitter for iPhone,0,Blackberry freezes all the time  omg stop,618,11571,1,613,iOS,Blackberry
9972,TashaBearr15,Fri  01 Mar 2013 21:07:21 +0000,Twitter for iPhone,0,Rice... You not only are delicious but you saved my beloved blackberry. :) #thanks #saved,191,1007,0,360,iOS,Blackberry
9977,highforthis_x,Fri  01 Mar 2013 21:09:24 +0000,Twitter for iPhone,0,I don't care what people say about blackeberrys   I loved my blackberry ????,1271,6887,1,1303,iOS,Blackberry
9980,MrSiberi,Fri  01 Mar 2013 21:10:03 +0000,Twitter for iPhone,0,?€?@Chaboy_steve: I hope chris blackberry falls into his sink when he's washing his face. Amen?€?blackberrys off to Ghana as we speak,239,7454,0,225,iOS,Blackberry
9983,RubyPhillipsx,Fri  01 Mar 2013 21:10:33 +0000,Twitter for iPhone,0,anyone wanna buy a blackberry?????,1365,8163,0,896,iOS,Blackberry
9987,GNB79,Fri  01 Mar 2013 21:11:02 +0000,Twitter for iPhone,0,@BlackBerry not to mention charging money for a YouTube app? What is that about,145,3949,0,122,iOS,Blackberry
9988,ArnoldIvan,Fri  01 Mar 2013 21:11:07 +0000,Twitter for iPhone,0,Going to smash my blackberry phone on the floor real soon,1324,13985,6,1319,iOS,Blackberry
9989,MeaganHick,Fri  01 Mar 2013 21:11:11 +0000,Twitter for iPhone,0,?€?@BlackBerry: Less than 1 month until #BlackBerry10 makes its debut in the #USA. Find out details here: http://t.co/MMuZN5792J?€? @tyopchick,106,506,1,190,iOS,Blackberry
9990,RezAhmedx,Fri  01 Mar 2013 21:11:33 +0000,Twitter for iPhone,0,@BlackBerry When will whatsapp and other apps be available on the Blackberry Z10?,63,760,0,45,iOS,Blackberry
9995,ArnoldIvan,Fri  01 Mar 2013 21:12:23 +0000,Twitter for iPhone,0,@BlackBerry your phones suck,1324,13986,6,1319,iOS,Blackberry
9997,MsNina_R,Fri  01 Mar 2013 21:12:56 +0000,Twitter for iPhone,0,Blackberry and Strawberry 'salad'. So so good ????,199,16288,3,169,iOS,Blackberry
